role,participant,pl_brl_current,pl_dated_brl_current,vehicles_current,funds_current,share_current,dated_coverage_current,rank_current,pl_brl_previous,pl_dated_brl_previous,vehicles_previous,funds_previous,share_previous,dated_coverage_previous,rank_previous,delta_pl_brl,delta_share_pp,delta_rank,competencia_current,competencia_previous,history_quality
gestor,OPTIMUM CAPITAL GESTORA DE RECURSOS LTDA,340928244.48999995,340928244.48999995,2.0,2.0,0.0003556761200288418,1.0,212.0,273877238.37,14741142.94,2.0,2.0,0.00034995813601882856,0.05382390675374473,210.0,67051006.119999945,0.0005717984010013256,-2.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AVENTIS GESTAO DE RECURSOS LTDA,332192940.09,332192940.09,10.0,10.0,0.0003465629437916821,1.0,213.0,118400583.81,19354288.11,8.0,8.0,0.00015129131526334038,0.16346446518421098,283.0,213792356.27999997,0.019527162852834172,70.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CAPRI INVESTIMENTOS LTDA,331251339.64,331251339.64,1.0,1.0,0.0003455806115851663,1.0,214.0,349212020.19,0.0,1.0,1.0,0.00044622031530769417,0.0,192.0,-17960680.550000012,-0.010063970372252786,-22.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,INTRA BLACK INVESTIMENTOS GESTAO DE RECURSOS LTDA,322832899.09,322832899.09,19.0,19.0,0.0003367980060958599,1.0,215.0,239690109.62,37122923.65,11.0,11.0,0.00030627409741675017,0.15487882962235677,217.0,83142789.46999997,0.0030523908679109734,2.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FAR FATOR ADMINISTRACAO DE RECURSOS LTDA,322005744.98,322005744.98,4.0,4.0,0.0003359350709496364,1.0,216.0,307515412.25,90436734.17,5.0,5.0,0.0003929407244960005,0.29408846050447024,200.0,14490332.73000002,-0.005700565354636411,-16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BANUX INVESTIMENTOS LTDA,320167593.73,320167593.73,12.0,12.0,0.0003340174049445679,1.0,217.0,179197731.74,0.0,5.0,5.0,0.00022897742270137407,0.0,246.0,140969861.99,0.010503998224319381,29.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,UJAY CAPITAL INVESTIMENTOS LTDA,308217573.93,308217573.93,7.0,7.0,0.0003215504511341261,1.0,218.0,12878091.81,0.0,1.0,1.0,1.6455522306743867e-05,0.0,444.0,295339482.12,0.03050949288273822,226.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SOD CAPITAL LTDA,307479668.17,307479668.17,1.0,1.0,0.00032078062504342967,1.0,219.0,59007133.9,0.0,1.0,1.0,7.539884188389491e-05,0.0,341.0,248472534.27,0.024538178315953476,122.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CONCRETA GESTORA DE RECURSOS LTDA,304829758.54,304829758.54,8.0,8.0,0.0003180160856106954,1.0,220.0,217302462.16,0.0,6.0,6.0,0.0002776673412599506,0.0,230.0,87527296.38000003,0.004034874435074483,10.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FIELD GESTORA DE RECURSOS LTDA,302311079.61,302311079.61,3.0,3.0,0.00031538845365617404,1.0,221.0,142280212.07,83857309.77,2.0,2.0,0.00018180451250612202,0.5893813942921543,264.0,160030867.54000002,0.0133583941150052,43.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,IF ASSET GESTAO DE RECURSOS LTDA,301815713.02,301815713.02,1.0,1.0,0.0003148716584959881,1.0,222.0,213359214.83,0.0,1.0,1.0,0.0002726286914850331,0.0,236.0,88456498.18999997,0.004224296701095498,14.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SIMPLIX ASSET MANAGEMENT LTDA,288960862.87,288960862.87,3.0,3.0,0.0003014607331801823,1.0,223.0,7974229.74,7974229.74,1.0,1.0,1.0189406730566734e-05,1.0,462.0,280986633.13,0.029127132644961556,239.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FIGTREE CAPITAL ADMINISTRACAO DE RECURSOS LTDA,287449526.71,287449526.71,8.0,8.0,0.00029988401963375197,1.0,224.0,318681410.43,0.0,4.0,4.0,0.000407208547310043,0.0,198.0,-31231883.72000003,-0.010732452767629101,-26.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SOMMA INVESTIMENTOS S.A,283010623.08,283010623.08,8.0,8.0,0.00029525309789049154,1.0,225.0,591123325.26,422374346.28,3.0,3.0,0.0007553326384347729,0.7145283026925433,145.0,-308112702.18,-0.04600795405442813,-80.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BLP CAPITAL GESTORA DE RECURSOS LTDA,270804934.3,270804934.3,7.0,7.0,0.00028251941537015907,1.0,226.0,283572485.39,28717085.72,7.0,7.0,0.0003623466448104118,0.10126894250866798,208.0,-12767551.089999974,-0.007982722944025274,-18.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MAKALU GESTORA DE RECURSOS LTDA,267596356.26000002,267596356.26000002,4.0,4.0,0.00027917204064682364,1.0,227.0,295775578.49,0.0,2.0,2.0,0.00037793965918559997,0.0,204.0,-28179222.22999999,-0.009876761853877633,-23.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LEGEND LEGAL ASSETS GESTAO DE RECURSOS LTDA,262832329.29,262832329.29,2.0,2.0,0.0002742019313766541,1.0,228.0,66751804.910000004,0.0,2.0,2.0,8.529492031257073e-05,0.0,330.0,196080524.38,0.018890701106408336,102.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LESTE CREDIT GESTAO DE RECURSOS LTDA,262568934.78,262568934.78,8.0,8.0,0.0002739271429457518,1.0,229.0,158985456.69,33064547.58,5.0,5.0,0.0002031503399423393,0.2079721520973542,255.0,103583478.09,0.007077680300341248,26.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EST GESTAO DE PATRIMONIO LTDA,261420487.41,261420487.41,1.0,1.0,0.00027272901603423707,1.0,230.0,195020607.25,195020607.25,1.0,1.0,0.0002491957659740515,1.0,239.0,66399880.16,0.002353325006018556,9.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LEEN CAPITAL LTDA,259444245.48999998,259444245.48999998,3.0,3.0,0.00027066728583234243,1.0,231.0,217171901.15,217171901.15,1.0,1.0,0.00027750051144974705,1.0,231.0,42272344.339999974,-0.0006833225617404622,0.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FACT INVESTMENTS GESTAO DE RECURSOS LTDA,257662456.91,257662456.91,1.0,1.0,0.00026880842063390715,1.0,232.0,218891341.14,0.0,1.0,1.0,0.0002796975980622669,0.0,229.0,38771115.77000001,-0.0010889177428359748,-3.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,B.SIDE WEALTH MANAGEMENT CONSULTORIA E GESTAO DE RECURSOS LTDA,256604398.75,256604398.75,5.0,5.0,0.0002677045929892466,1.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256604398.75,0.02677045929892466,-233.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FRANKLIN TEMPLETON BRASIL LTDA,252685940.24,252685940.24,1.0,1.0,0.00026361662978333604,1.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252685940.24,0.026361662978333603,-234.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PATAGONIA CAPITAL GESTORA DE RECURSOS LTDA,252345670.55,252345670.55,12.0,12.0,0.00026326164070555034,1.0,235.0,133304911.47999999,67778467.94,8.0,8.0,0.00017033594548179076,0.5084468920724571,270.0,119040759.07000002,0.009292569522375957,35.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FICTOR ASSET LTDA,239730033.49,239730033.49,5.0,5.0,0.00025010027636067133,1.0,236.0,128949633.72,0.0,1.0,1.0,0.00016477080653192757,0.0,273.0,110780399.77000001,0.008532946982874377,37.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ALTINVEST GESTAO E ADMINISTRACAO DE RECURSOS DE TERCEIROS LTDA,236073142.25,236073142.25,2.0,2.0,0.000246285195302907,1.0,237.0,105739572.16,0.0,1.0,1.0,0.00013511317624194144,0.0,293.0,130333570.09,0.011117201906096554,56.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SIGA GESTORA DE RECURSOS LTDA,234913909.7,234913909.7,2.0,2.0,0.00024507581666602716,1.0,238.0,184362469.2,184362469.2,2.0,2.0,0.0002355768827561246,1.0,241.0,50551440.5,0.0009498933909902547,3.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EAGLE CAPITAL GESTAO DE INVESTIMENTOS LTDA,234372786.69,234372786.69,3.0,3.0,0.0002445112857544184,1.0,239.0,163916166.22,2798413.42,4.0,4.0,0.00020945076098732559,0.017072223469673582,251.0,70456620.47,0.0035060524767092796,12.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SPECIAL SITUATIONS NEO GESTAO DE RECURSOS LTDA,233066001.3,233066001.3,10.0,10.0,0.00024314797143611992,1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233066001.3,0.024314797143611993,-240.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NEXA FINANCE LTDA,226401961.61,226401961.61,4.0,4.0,0.00023619565868713343,1.0,241.0,21507053.65,21507053.65,1.0,1.0,2.7481540457344514e-05,1.0,424.0,204894907.96,0.020871411822978893,183.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VESTRA GESTORA DE RECURSOS LTDA,226236717.44,226236717.44,4.0,4.0,0.00023602326638408179,1.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226236717.44,0.023602326638408177,-242.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CERES ASSET GESTAO DE INVESTIMENTOS LTDA,221864614.74,221864614.74,6.0,6.0,0.0002314620352457528,1.0,243.0,360332991.37,0.0,6.0,6.0,0.000460430602982693,0.0,188.0,-138468376.63,-0.022896856773694015,-55.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,POLO CAPITAL GESTAO DE RECURSOS LTDA,220049382.88,220049382.88,6.0,6.0,0.0002295682800777603,1.0,244.0,196027657.69,42308466.49,6.0,6.0,0.0002504825669399033,0.2158290671253493,238.0,24021725.189999998,-0.002091428686214298,-6.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MONT CAPITAL GESTAO E ADMINISTRACAO DE RECURSOS S.A,216436944.53,216436944.53,4.0,4.0,0.0002257995748533122,1.0,245.0,181289768.03,100407390.23,4.0,4.0,0.00023165060987417248,0.5538502879731442,244.0,35147176.5,-0.0005851035020860285,-1.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ZERO CINCO UM CAPITAL GESTAO DE RECURSOS LTDA,214190995.25,214190995.25,2.0,2.0,0.00022345647028922143,1.0,246.0,273909579.4,0.0,2.0,2.0,0.0003499994611272716,0.0,209.0,-59718584.149999976,-0.012654299083805016,-37.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GLOBAL ASSET GESTORA DE RECURSOS LTDA,210239460.59,210239460.59,1.0,1.0,0.0002193340001250649,1.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210239460.59,0.02193340001250649,-247.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TERRA GESTORA DE RECURSOS LTDA,207522095.82,207522095.82,6.0,6.0,0.0002164990875775801,1.0,248.0,139385830.78,52204466.129999995,6.0,6.0,0.00017810609533496684,0.3745320872133485,265.0,68136265.03999999,0.0038392992242613265,17.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VORTX CAPITAL GESTAO DE RECURSOS LTDA,205508571.91,205508571.91,3.0,3.0,0.00021439846264119378,1.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205508571.91,0.021439846264119378,-249.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VINCI MAV GESTORA DE RECURSOS LTDA,199408976.09,199408976.09,2.0,2.0,0.00020803501047768325,1.0,250.0,241891593.19,0.0,3.0,3.0,0.0003090871354450965,0.0,216.0,-42482617.099999994,-0.010105212496741322,-34.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GFS ATIVOS FINANCEIROS E INVESTIMENTOS LTDA,197508880.32,197508880.32,8.0,8.0,0.00020605272035628897,1.0,251.0,495087564.09999996,219827186.81,10.0,10.0,0.0006326189139692919,0.44401678157603314,162.0,-297578683.78,-0.042656619361300295,-89.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EXA CAPITAL ASSET LTDA,194220954.11,194220954.11,3.0,3.0,0.00020262256501945758,1.0,252.0,26432150.27,26432150.27,1.0,1.0,3.3774789371003166e-05,1.0,410.0,167788803.84,0.01688477756484544,158.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,OCTANTE GESTAO DE RECURSOS LTDA,190812265.67999998,190812265.67999998,3.0,3.0,0.00019906642352996836,1.0,253.0,272622012.36,272622012.36,4.0,4.0,0.00034835421830242273,1.0,212.0,-81809746.68000004,-0.014928779477245437,-41.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FIBRA ADMINISTRADORA DE CARTEIRA DE VALORES MOBILIARIOS LTDA,188505504.52,188505504.52,1.0,1.0,0.00019665987648529812,1.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188505504.52,0.019665987648529813,-254.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,URCA GESTAO DE RECURSOS LTDA,187873498.31,187873498.31,2.0,2.0,0.00019600053094781354,1.0,255.0,665818.12,0.0,1.0,1.0,8.507770473717615e-07,0.0,496.0,187207680.19,0.019514975390044178,241.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,D3F CAPITAL GESTORA DE RECURSOS LTDA,184195287.35999998,184195287.35999998,3.0,3.0,0.00019216320793193775,1.0,256.0,86825484.02,0.0,1.0,1.0,0.00011094490629236654,0.0,311.0,97369803.33999999,0.00812183016395712,55.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ITAIMSA GESTAO DE INVESTIMENTOS LTDA,183452613.69,183452613.69,11.0,11.0,0.00019138840768096903,1.0,257.0,57123991.36,0.0,3.0,3.0,7.299257746747837e-05,0.0,346.0,126328622.33,0.011839583021349066,89.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,UNAVANTI INVESTIMENTOS LTDA,182736595.75,182736595.75,1.0,1.0,0.00019064141623368895,1.0,258.0,146285118.32,0.0,1.0,1.0,0.00018692194955390875,0.0,261.0,36451477.43000001,0.00037194666797801975,3.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,STRATEGI CAPITAL GESTAO DE RECURSOS LTDA,182036404.75,182036404.75,4.0,4.0,0.00018991093636825082,1.0,259.0,136645277.83,21661026.02,3.0,3.0,0.00017460423878145796,0.15852012132426865,267.0,45391126.91999999,0.0015306697586792862,8.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RIO DAS PEDRAS ADMINISTRACAO E PARTICIPACOES LTDA,177175851.75,177175851.75,3.0,3.0,0.00018484012554463992,1.0,260.0,235398418.44,57022920.58,2.0,2.0,0.0003007902088882255,0.2422400326981568,225.0,-58222566.69,-0.011595008334358559,-35.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,DIRETA CAPITAL LTDA,177157179.64999998,177157179.64999998,2.0,2.0,0.00018482064572685383,1.0,261.0,180897384.98999998,138107855.01,2.0,2.0,0.00023114922597640476,0.7634596543097326,245.0,-3740205.3400000036,-0.004632858024955093,-16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VGR - VERONA GESTORA DE RECURSOS LTDA,175742796.73,175742796.73,5.0,5.0,0.00018334507942411704,1.0,262.0,63636841.56,0.0,2.0,2.0,8.131464515637003e-05,0.0,335.0,112105955.16999999,0.0102030434267747,73.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BOCOM BBM CCVM S.A,169112782.47,169112782.47,1.0,1.0,0.00017642826397733507,1.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169112782.47,0.017642826397733506,-263.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MEL GESTORA DE RECURSOS LTDA,161827873.73,161827873.73,1.0,1.0,0.00016882822462218155,1.0,264.0,161827873.73,0.0,1.0,1.0,0.0002067823576121053,0.0,252.0,0.0,-0.0037954132989923743,-12.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,HCAM LTDA,157176479.3,157176479.3,3.0,3.0,0.00016397562015093575,1.0,265.0,4377555.08,0.0,1.0,1.0,5.593604730477529e-06,0.0,470.0,152798924.22,0.01583820154204582,205.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,XP ALLOCATION ASSET MANAGEMENT LTDA,155991373.51,155991373.51,1.0,1.0,0.00016273924904932323,1.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155991373.51,0.016273924904932322,-266.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AZ QUEST INFRA LTDA,155906021.3,155906021.3,1.0,1.0,0.00016265020467303785,1.0,267.0,130097143.27,0.0,1.0,1.0,0.00016623708502068346,0.0,272.0,25808878.030000016,-0.0003586880347645615,5.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BENAVENT ASSET LTDA,154417173.0,154417173.0,5.0,5.0,0.0001610969517665569,1.0,268.0,25659691.19,24552073.92,2.0,2.0,3.2787747361245444e-05,0.9568343491822047,412.0,128757481.81,0.012830920440531145,144.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,REACH CAPITAL INVESTIMENTOS S.A,153670166.85,153670166.85,1.0,1.0,0.00016031763162114877,1.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153670166.85,0.016031763162114878,-269.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CUPERTINO CAPITAL GESTAO DE RECURSOS LTDA,153495058.16,153495058.16,4.0,4.0,0.00016013494807864644,1.0,270.0,112407393.80999999,32999393.68,3.0,3.0,0.00014363326520525847,0.29356960037502716,286.0,41087664.35000001,0.0016501682873387973,16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LAPLACE INVESTIMENTOS E GESTAO DE RECURSOS LTDA,152722041.04,152722041.04,3.0,3.0,0.00015932849178058064,1.0,271.0,124164222.27000001,0.0,2.0,2.0,0.00015865604620685558,0.0,276.0,28557818.76999998,6.724455737250616e-05,5.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GRAO GESTAO DE RECURSOS LTDA,150384405.51,150384405.51,1.0,1.0,0.0001568897348022736,1.0,272.0,99161097.34,99161097.34,1.0,1.0,0.00012670725394056418,1.0,298.0,51223308.16999999,0.003018248086170941,26.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ELLO GESTORA DE RECURSOS LTDA,149921880.93,149921880.93,3.0,3.0,0.00015640720233190447,1.0,273.0,69856479.27,40292827.69,2.0,2.0,8.92620482799676e-05,0.5767944235246312,326.0,80065401.66000001,0.006714515405193687,53.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LEXIS CAPITAL GESTAO DE RECURSOS LTDA,147235588.51,147235588.51,2.0,2.0,0.0001536047062622762,1.0,274.0,86458464.75,0.0,1.0,1.0,0.00011047593201623969,0.0,313.0,60777123.75999999,0.004312877424603651,39.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BLUEWAVE ASSET LTDA,145975850.75,145975850.75,9.0,9.0,0.0001522904747605686,1.0,275.0,28353168.48,2779474.71,4.0,4.0,3.6229451014412905e-05,0.09803047980195263,400.0,117622682.27,0.01160610237461557,125.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MAZA INVESTIMENTOS E CORRETORA DE SEGUROS LTDA,145376385.19,145376385.19,2.0,2.0,0.00015166507751666859,1.0,276.0,84308325.95,84308325.95,1.0,1.0,0.00010772850192271286,1.0,316.0,61068059.239999995,0.004393657559395573,40.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MAUA CAPITAL INVESTIMENTOS ALTERNATIVOS LTDA,142561555.46,142561555.46,1.0,1.0,0.00014872848386950424,1.0,277.0,93514226.9,93514226.9,1.0,1.0,0.000119491728235385,1.0,301.0,49047328.56,0.0029236755634119245,24.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PLANNER CORRETORA DE VALORES S.A,140627122.05,140627122.05,2.0,2.0,0.0001467103707303239,1.0,278.0,673145211.4300001,532049453.88,5.0,5.0,0.00086013954596618,0.790393283419097,133.0,-532518089.38000005,-0.07134291752358561,-145.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,STRIVO GESTORA DE RECURSOS LTDA,137185579.82,137185579.82,4.0,4.0,0.000143119954251006,1.0,279.0,14061902.8,0.0,2.0,2.0,1.7968186484039675e-05,0.0,442.0,123123677.02,0.012515176776696632,163.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BERTHA CAPITAL GESTORA DE RECURSOS S.A,134271217.95,134271217.95,5.0,5.0,0.0001400795229020803,1.0,280.0,61665617.31,27263314.599999998,6.0,6.0,7.879583063819109e-05,0.4421153276216185,337.0,72605600.63999999,0.00612836922638892,57.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BW GESTAO DE INVESTIMENTOS LTDA,133561119.55,133561119.55,1.0,1.0,0.00013933870706228825,1.0,281.0,133868817.59,0.0,1.0,1.0,0.00017105650018111422,0.0,269.0,-307698.04000000656,-0.0031717793118825966,-12.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BRM CARBYNE GESTAO DE RECURSOS LTDA,131826281.46,131826281.46,1.0,1.0,0.0001375288233383613,1.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131826281.46,0.01375288233383613,-282.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MONTE BRAVO GESTAO PATRIMONIAL LTDA,130598812.67,130598812.67,1.0,1.0,0.0001362482566979036,1.0,283.0,104434345.05,0.0,1.0,1.0,0.00013344536752145274,0.0,294.0,26164467.620000005,0.00028028891764508574,11.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,REAL CAPITAL PARTNERS LTDA,129480135.94,129480135.94,2.0,2.0,0.0001350811882448684,1.0,284.0,106233466.95,0.0,1.0,1.0,0.00013574427103874346,0.0,291.0,23246668.989999995,-6.630827938750581e-05,7.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ARANDU LEGAL CLAIMS GESTAO DE ATIVOS LTDA,127990721.64,127990721.64,6.0,6.0,0.0001335273448543569,1.0,285.0,132430350.35,17887579.79,6.0,6.0,0.00016921843829239872,0.1350716036220167,271.0,-4439628.709999993,-0.003569109343804183,-14.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EVEREST CAPITAL OFFICE LTDA,124037746.42999999,124037746.42999999,4.0,4.0,0.00012940337182488197,1.0,286.0,26051009.02,0.0,2.0,2.0,3.328777014222852e-05,0.0,411.0,97986737.41,0.009611560168265344,125.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RIZA AGRONEGOCIO GESTORA DE RECURSOS LTDA,119012373.82,119012373.82,1.0,1.0,0.00012416061162383782,1.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119012373.82,0.01241606116238378,-287.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SWM GESTAO DE RECURSOS LTDA,119005511.75,119005511.75,1.0,1.0,0.0001241534527143828,1.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119005511.75,0.01241534527143828,-288.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NAO INFORMADO,118310691.89999999,118310691.89999999,33.0,33.0,0.0001234285763441756,1.0,289.0,10857198632.89,0.0,147.0,147.0,0.013873241232333657,0.0,13.0,-10738887940.99,-1.3749812655989482,-276.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,INDIE CAPITAL INVESTIMENTOS LTDA,117547776.36999999,117547776.36999999,2.0,2.0,0.00012263265861073562,1.0,290.0,90259981.01,90259981.01,1.0,1.0,0.00011533347896797863,1.0,305.0,27287795.359999985,0.0007299179642756995,15.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CAPITANIA ALTERNATIVES S/A,116495463.78999999,116495463.78999999,2.0,2.0,0.00012153482508840064,1.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116495463.78999999,0.012153482508840064,-291.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,HSI GESTORA DE ATIVOS FINANCEIROS LTDA,115974957.46,115974957.46,1.0,1.0,0.00012099180269322834,1.0,292.0,136198272.16,0.0,1.0,1.0,0.00017403305852568322,0.0,268.0,-20223314.700000003,-0.005304125583245488,-24.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GRIF CAPITAL GESTORA DE RECURSOS LTDA,114832627.46,114832627.46,2.0,2.0,0.00011980005777693272,1.0,293.0,9940410.04,0.0,1.0,1.0,1.2701776129937426e-05,0.0,452.0,104892217.41999999,0.01070982816469953,159.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ITAUNA CAPITAL LTDA,111921863.03,111921863.03,4.0,4.0,0.00011676337948608278,1.0,294.0,49834914.26,49834914.26,3.0,3.0,6.367865327868772e-05,1.0,358.0,62086948.77,0.0053084726207395065,64.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GCB CAPITAL GESTAO DE RECURSOS DE VALORES MOBILIARIOS LTDA,111694977.92,111694977.92,2.0,2.0,0.00011652667977897042,1.0,295.0,33603821.05,33603821.05,1.0,1.0,4.293869270684319e-05,1.0,390.0,78091156.87,0.007358798707212722,95.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AVVERO ASSET GESTAO DE RECURSOS LTDA,111125436.47999999,111125436.47999999,3.0,3.0,0.0001159325011127884,1.0,296.0,78231063.47,0.0,2.0,2.0,9.996302472476938e-05,0.0,320.0,32894373.00999999,0.001596947638801902,24.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,4I CAPITAL LTDA,108692234.82000001,108692234.82000001,2.0,2.0,0.0001133940440043985,1.0,297.0,170187097.69,90189742.59,3.0,3.0,0.00021746370686557423,0.529944653937767,249.0,-61494862.86999999,-0.010406966286117572,-48.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,KUARA CAPITAL GESTORA DE RECURSOS LTDA,107811838.99,107811838.99,5.0,5.0,0.0001124755640076109,1.0,298.0,78497207.29,11382813.040000001,4.0,4.0,0.00010030310116089259,0.14500914660501676,319.0,29314631.699999988,0.0012172462846718314,21.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VINCI CG GESTORA DE RECURSOS LTDA,106987897.62,106987897.62,1.0,1.0,0.0001116159805781088,1.0,299.0,91523436.63,0.0,1.0,1.0,0.00011694791241396062,0.0,303.0,15464460.99000001,-0.0005331931835851815,4.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
