regra,cnpj_fundo,nome_fidc,competencias_afetadas,pl_max,classificacao_atual,classificacao_potencial,motivo,evidencia,acao_sugerida
aprovado_sem_evidencia_suficiente,54153227000104,FLYNN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-02, 2026-04, 2026-05, 2026-06",350615643.32,Financeiro | Multicarteira Financeiro | Financeiro | Multissetorial / Outros | Multicarteira financeiro,em revisão até haver leitura documental,"Decisão aprovada com evidência de 115 caracteres, abaixo do mínimo de 120.",Informe Mensal Estruturado 2026-06: segmento Financeiro = 100% da carteira de direitos creditórios reportada à CVM.,revisar manualmente
aprovado_sem_evidencia_suficiente,51007736000122,LOGAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-02, 2026-04, 2026-05, 2026-06",347581066.66,Financeiro | Multicarteira Financeiro | Financeiro | Multissetorial / Outros | Multicarteira financeiro,em revisão até haver leitura documental,"Decisão aprovada com evidência de 115 caracteres, abaixo do mínimo de 120.",Informe Mensal Estruturado 2026-06: segmento Financeiro = 100% da carteira de direitos creditórios reportada à CVM.,revisar manualmente
aprovado_sem_evidencia_suficiente,56415135000172,ITAÚ CRÉDITO ESTRUTURADO DOLOMITAS I FIDC - RESPONSABILIDADE LIMITADA,"2026-03, 2026-04, 2026-05, 2026-06",343078065.63,"Agro, Indústria e Comércio | Recebíveis Comerciais | Serviços | Crédito PJ | Recebíveis comerciais/multissetorial",em revisão até haver leitura documental,"Decisão aprovada com evidência de 113 caracteres, abaixo do mínimo de 120.",Informe Mensal Estruturado 2026-06: segmento Servicos = 100% da carteira de direitos creditórios reportada à CVM.,revisar manualmente
multicarteira_com_classificacao_especifica,33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,"2026-03, 2026-04, 2026-05, 2026-06",333148192.41,Outros | Poder Público | Ações judiciais | Judicial/Precatórios/NPL | Precatórios/direitos judiciais,Outros / Multicarteira,"A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 1047294 p. 19 [precatórios e requisitórios contra entes públicos]: ACAO DO RESPECTIVO CEDENTE. 3.2.2. OBSERVADO O DISPOSTO NO PRESENTE ANEXO, A CLASSE PODERA ADQUIRIR DO(S) CEDENTE(S) DIREITOS CREDITORIOS, TOTAL OU PARCIALMENTE: I. ORIGINARIOS DE PRECATORIOS OU AINDA CREDITOS DECORRENTES DE RECEITAS OU DIVIDAS PUBLICAS ORIGINARIAS OU DERIVADAS DA UNIAO, ESTADOS, DISTRITO FEDERAL E MUNICIPIOS, AUTARQUIAS E FUNDACOES; II. QUE ESTEJAM VENCIDOS E PENDENTES DE PAGAMENTO QUANDO DE SUA CESSAO PARA A CLASSE; III. QUE RESULTEM DE ACOES JUDICIAIS OU PROCEDIMENTOS ARBITRAIS EM CURSO || CEDENTE/ORIGINADOR: regulamento 1047294 p. 17: CEDENTES: PESSOA JURIDICA E/OU FISICA, IDENTIFICADA PELO SEU NUMERO DE INSCRICAO NO CNPJ/MF OU CPF/MF OU FUNDOS DE INVESTIMENTO, CONFORME O CASO, QU",revisar manualmente
aprovado_sem_evidencia_suficiente,53262924000122,VERZEKERING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",325872273.46,Financeiro | Multicarteira Financeiro | Financeiro | Multissetorial / Outros | Multicarteira financeiro,em revisão até haver leitura documental,"Decisão aprovada com evidência de 115 caracteres, abaixo do mínimo de 120.",Informe Mensal Estruturado 2026-06: segmento Financeiro = 100% da carteira de direitos creditórios reportada à CVM.,revisar manualmente
multicarteira_com_classificacao_especifica,42196119000121,CEDARS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",315287863.45,Outros | Poder Público | Ações judiciais | Judicial/Precatórios/NPL | Precatórios/direitos judiciais,Outros / Multicarteira,"A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 1083978 p. 28 [precatórios e requisitórios contra entes públicos]: NTO MERCANTIL E PRESTACAO DE SERVICOS, CELEBRADAS ENTRE AS CEDENTES E OS DEVEDORES/SACADOS, BEM COMO AQUELES DECORRENTES DE ACOES JUDICIAIS E/OU PROCEDIMENTOS ARBITRAIS, INCLUINDO PRECATORIOS E PRE-PRECATORIOS; (II) VALORES MOBILIARIOS REPRESENTATIVOS DE CREDITO; (III) CERTIFICADOS DE RECEBIVEIS E OUTROS VALORES MOBILIARIOS REPRESENTATIVOS DE OPERACOES DE SECURITIZACAO, QUE NAO SEJAM LASTREADOS EM DIREITOS CREDITORIOS NAO-PADRONIZADOS; E (IV) POR EQUIPARACAO, COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CRED | regulamento 1083978 p. 44 [recebíveis comerciais / multissetorial]: 44 PROVAR A LIQUIDEZ DA DIVIDA REPRESENTADA NO TITULO DE CREDITO, JA QUE NAO SE APRESENTA A CARTULA, UMA VEZ QUE A COBRANCA E O PAGAMENTO PELO ACEITANTE, NO CASO DA DUPLICATA DIGITAL, SAO FEITOS POR BOLETO BANCARIO. DESSA FORMA, A CLASSE PODERA ENCONTRAR DIFICULDADES PARA REALIZAR A EXECUCAO JUDICIAL DOS DIREITOS CREDITORIOS REPRESENTADOS POR DUPLICATAS DIGITAIS; XX RISCO DE NAO PERFORMANCE DOS DIREITOS CREDITORIOS (A PERFORMAR). DE ACORDO COM SUA POLITICA DE INVESTIMENTO, A CLASSE PODERA || CEDENTE/ORIGINADOR: regulamento 1083978 p.",revisar manualmente
multicarteira_com_classificacao_especifica,55823114000123,MANSELL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-02, 2026-04, 2026-05, 2026-06",307312481.33,"Agro, Indústria e Comércio | Recebíveis Comerciais | Comercial | Crédito PJ | Recebíveis comerciais/multissetorial","Agro, Indústria e Comércio / Multicarteira","A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 981685 p. 44 [recebíveis comerciais / multissetorial]: ITOS CREDITORIOS, OS RESULTADOS DO FUNDO PODERAO SER AFETADOS NEGATIVAMENTE. XVIII. RISCO DE EXECUCAO DE DIREITOS CREDITORIOS EMITIDOS EM CARACTERES DE COMPUTADOR NA MODALIDADE DE DUPLICATAS DIGITAL: O FUNDO PODE ADQUIRIR DIREITOS CREDITORIOS FORMALIZADOS ATRAVES DE DUPLICATAS DIGITAIS. ESSA E UMA MODALIDADE RECENTE DE TITULO CAMBIARIO QUE SE CARACTERIZA PELA EMISSAO EM MEIO MAGNETICO, OU SEJA, NAO HA A EMISSAO DA DUPLICATA EM PAPEL. NAO EXISTE UM ENT ENDIMENTO UNIFORME DA DOUTRINA COMO DA JURISPRUDENCIA || CEDENTE/ORIGINADOR: regulamento 981685 p. 29: CEDENTES E OS DEVEDORES/SACADOS, DEVIDAMENTE IDENTIFICADOS PELO CPF OU CNPJ, REPRESENTADOS POR DOCUMENTOS COMPROBATORIOS, OBSERVADO O D",revisar manualmente
aprovado_sem_evidencia_suficiente,53848060000125,QUORRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",290240490.5,Financeiro | Multicarteira Financeiro | Financeiro | Multissetorial / Outros | Multicarteira financeiro,em revisão até haver leitura documental,"Decisão aprovada com evidência de 115 caracteres, abaixo do mínimo de 120.",Informe Mensal Estruturado 2026-06: segmento Financeiro = 100% da carteira de direitos creditórios reportada à CVM.,revisar manualmente
multicarteira_com_classificacao_especifica,10797027000100,SAFIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,"2025-10, 2025-11, 2025-12, 2026-01",287197295.73,"Agro, Indústria e Comércio | Recebíveis Comerciais | Comercial | Crédito PJ | Recebíveis comerciais/multissetorial","Agro, Indústria e Comércio / Multicarteira","A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 589222 p. 24 [recebíveis comerciais / multissetorial]: S, RELATIVOS AOS DIREITOS DE CREDITO CITADOS NO ITEM 15.12. ACIMA, SERAO REALIZADOS CONFORME PROCEDIMENTOS DESCRITOS A SEGUIR: (I) NO CASO DE DIREITOS DE CREDITO REPRESENTADOS POR DUPLICATAS, AS DUPLICATAS DEVERAO SER ELETRONICAS E ENDOSSADAS POR MEIO DE ASSINATURA DIGITAL PELOS CEDENTES AO FUNDO; A VERIFICACAO E A GUARDA DAS DUPLICATAS ELETRONICAS SERAO REALIZADAS, DE FORMA INDIVIDUALIZADA, PELO GESTOR E/OU PELO CUSTODIANTE CONFORME APLICAVEL, NA DATA DA CESSAO DOS DIREITOS DE CREDITO POR ELAS REPRESENTA | regulamento 589222 p. 5 [créditos inadimplidos / NPL]: 4 AOS DIREITOS DE CREDITO A VENCER E DOS DIREITOS DE CREDITO INADIMPLIDOS, CONFORME APLICAVEL, OBJETO DE AQUISICAO PELO FUNDO; “CONTRATO DE GESTAO”: O CONTRATO DE GESTAO, A SER CELEBRADO ENTRE O ADMINISTRADOR E O GESTOR, ANTERIORMENTE A ADAPTACAO DO FUNDO PERANTE A RCVM 175 E QUE SERA OPORTUNAMENTE SUBSTITUIDO PELO ACORDO OPERACIONAL; “COTAS”: AS COTAS DO FUNDO, QUANDO REFERIDAS EM CONJUNTO | regulamento 589222 p. 25 [CCB e capital de giro]: QUE DARAO INICIO AOS PROCEDIMENTOS DE COBRANCA JUDICIAL E EXTRAJUDICIAL, NOS TERMOS DO DESTE REGULAMENTO; E (III) NO CA",revisar manualmente
aprovado_sem_evidencia_suficiente,57183411000187,SPECIALE PLGN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",283938832.57,Financeiro | Multicarteira Financeiro | Financeiro | Multissetorial / Outros | Multicarteira financeiro,em revisão até haver leitura documental,"Decisão aprovada com evidência de 115 caracteres, abaixo do mínimo de 120.",Informe Mensal Estruturado 2026-06: segmento Financeiro = 100% da carteira de direitos creditórios reportada à CVM.,revisar manualmente
multicarteira_com_classificacao_especifica,39615917000136,PCS II CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,"2026-03, 2026-04, 2026-05, 2026-06",283895796.42,Outros | Poder Público | Ações judiciais | Judicial/Precatórios/NPL | Precatórios/direitos judiciais,Outros / Multicarteira,"A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 1138845 p. 17 [precatórios e requisitórios contra entes públicos]: IO. DESSA FORMA, O FUNDO PODERA ENCONTRAR DIFICULDADES PARA REALIZAR A EXECUCAO JUDICIAL DOS DIREITOS CREDITORIOS REPRESENTADOS POR DUPLICATAS DIGITAIS. XX. RISCOS NA AQUISICAO DE PRECATORIOS : A CLASSE A PODE APLICAR SEUS RECURSOS EM DIREITOS CREDITORIOS ORIUNDOS DE PRECATORIOS. NO ENTANTO, PELA SUA PROPRIA NATUREZA, A APLICACAO EM PRECATORIOS APRESENTA PECULIARIDADES EM RELACAO AS APLICACOES USUAIS DA MAIORIA DOS FUNDOS DE INVESTIMENTO. NAO EXISTE, NO BRASIL, POR EXEMPLO, MERCADO ATIVO PARA COMPRA E VEND | regulamento 1138845 p. 17 [recebíveis comerciais / multissetorial]: REITOS CREDITORIOS, OS RESULTADOS DO FUNDO PODERAO SER AFETADOS NEGATIVAMENTE. XIX. RISCO DE EXECUCAO DE DIREITOS CREDITORIOS EMITIDOS EM CARACTERES DE COMPUTADOR NA MODALIDADE DE DUPLICATAS DIGITAL : A CLASSE PODE ADQUIRIR DIREITOS CREDITORIOS FORMALIZADOS ATRAVES DE DUPLICATAS DIGITAIS. ESSA E UMA MODALIDADE RECENTE DE TITULO CAMBIARIO QUE SE CARACTERIZA PELA EMISSAO EM MEIO MAGNETICO, OU SEJA, NAO HA A EMISSAO DA DUPLICATA EM PAPEL. NAO EXISTE UM ENTENDIMENTO UNIFORME DA DOUTRINA COMO DA JURISPRUDENCIA || CEDENTE/ORIGINADOR: regul",revisar manualmente
multicarteira_com_classificacao_especifica,32156021000197,MISTHOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2025-02, 2025-03, 2025-04, 2025-05",281172023.36,"Agro, Indústria e Comércio | Recebíveis Comerciais | Comercial | Crédito PJ | Recebíveis comerciais/multissetorial","Agro, Indústria e Comércio / Multicarteira","A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 761213 p. 62 [recebíveis comerciais / multissetorial]: DE DIREITOS CREDITORIOS EMITIDOS EM CA RACTERES DE COMPUTADOR: O FUNDO PODE ADQUIRIR DIREITOS CREDITORIOS FORMALIZADOS ATRAVES DE CARACTERES EMITIDOS EM COMPUTADOR, DENTRE ELES A DUPLICATA DIGITAL. ESSA E UMA MODALIDADE RECENTE DE TITULO CAMBIARIO QUE SE CARACTERIZA PELA EMISSAO EM MEIO MAGNETI CO, OU SEJA, NAO HA A EMISSAO DA DUPLICATA EM PAPEL. NAO EXISTE UM ENTENDIMENTO UNIFORME DA DOUTRINA, BEM COMO DA JURISPRUDENCIA BRASILEIRA QUANTO A POSSIBILIDADE DO ENDOSSO VIRTUAL, ISTO PORQUE A DUPLICATA POSSU | regulamento 761213 p. 37 [receitas e dívidas do poder público]: CREDITORIOS TEM ORIGEM NA VENDA DE PRODUTOS OU NA PRESTACAO DE SERVICOS QUE: I. QUE ESTEJAM VENCIDOS E PENDENTES DE PAGAMENTO QUANDO DE SUA CESSAO PARA O FUNDO; II. DECORRENTES DE RECEITAS PUBLICAS ORIGINARIAS OU DERIVADAS DE DA UNIAO, DOS ESTADOS, DO DISTRITO FEDERAL E DOS MUNICIPIOS, BEM COMO DE SUAS AUTARQUIAS E FUNDACOES; III. QUE RESULTEM DE ACOES JUDICIAIS EM CURSO, CONSTITUAM SEU OBJETO DE LITIGIO, OU TENHAM SIDO JUDICIALMENTE PENHORADOS OU DADOS EM GARANTIA; IV. CUJA CONSTITUICAO OU VALIDADE JURIDICA DA || CEDENTE/ORIGINADOR: regulamento 761213",revisar manualmente
multicarteira_com_classificacao_especifica,61995584000177,CAPITAL SOLUTIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,"2026-03, 2026-04, 2026-05, 2026-06",271976551.22,"Agro, Indústria e Comércio | Recebíveis Comerciais | Comercial | Crédito PJ | Recebíveis comerciais/multissetorial","Agro, Indústria e Comércio / Multicarteira","A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 1093212 p. 65 [recebíveis comerciais / multissetorial]: PECTIVO DIREITO CREDITORIO, UMA VEZ QUE NAO EXISTE UM ENTENDIMENTO UNIFOR ME DA DOUTRINA COMO DA JURISPRUDENCIA BRASILEIRA QUANTO A POSSIBILIDADE DO ENDOSSO VIRTUAL, ISTO PORQUE A DUPLICATA POSSUI REGRAS PROPRIAS SEGUNDO A “LEI UNIFORME DE GENEBRA” QUE LIMITARIAM A POSSIBILIDADE DE TAIS TITULOS SEREM ENDOSSADOS ELETRONICAMENTE. ALEM DISSO, PARA PROMOVER ACAO DE EXECUCAO DA DUPLICATA VIRTUAL, O FUNDO DEVERA APRESENTAR EM JUIZO O INSTRUMENTO DO PROTESTO POR INDICACAO, NESSE SENTIDO SERA NECESSARIO PROVAR A | regulamento 1093212 p. 34 [fomento mercantil / factoring]: LIMITADA DOS COTISTAS AO VALOR POR ELES SUBSCRITO E/OU INTEGRALIZADO. 1.4. CONFORME PREVISTO NO ANEXO COMPLEMENTAR V AS REGRAS E PROCEDIMENTOS ANBIMA, O FUNDO E CLASSIFICADO COMO “FOMENTO MERCANTIL”. 2. DO PUBLICO-ALVO 2.1. A CLASSE E EXCLUSIVAMENTE DESTINADA A INVESTIDORES QUALIFICADOS. 3. DO PRAZO DE DURACAO DA CLASSE UNICA 3.1. A CLASSE TERA PRAZO DE DURACAO INDETERMINADO, PODENDO SER LIQUIDADA POR DELIBERACAO DA ASSEMBLEIA GERAL DE COTISTAS EM CONFORMIDADE COM O DISPOSTO NO REGULAMENTO E NESTE ANEXO DESCRITI || CEDENTE/ORIGINADOR: regulamento 1093212 ",revisar manualmente
multicarteira_com_classificacao_especifica,57438580000110,LF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2024-12, 2025-01, 2025-02, 2025-03",265088228.15,Outros | Poder Público | Ações judiciais | Judicial/Precatórios/NPL | Precatórios/direitos judiciais,Outros / Multicarteira,"A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 814720 p. 31 [precatórios e requisitórios contra entes públicos]: NTO MERCANTIL E PRESTACAO DE SERVICOS, CELEBRADAS ENTRE AS CEDENTES E OS DEVEDORES/SACADOS, BEM COMO AQUELES DECORRENTES DE ACOES JUDICIAIS E/OU PROCEDIMENTOS ARBITRAIS, INCLUINDO PRECATORIOS E PRE-PRECATORIOS; (II) VALORES MOBILIARIOS REPRESENTATIVOS DE CREDITO; (III) CERTIFICADOS DE RECEBIVEIS E OUTROS VALORES MOBILIARIOS REPRESENTATIVOS DE OPERACOES DE SECURITIZACAO, QUE NAO SEJAM LASTREADOS EM DIREITOS CREDITORIOS NAO-PADRONIZADOS; E (IV) POR EQUIPARACAO, COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CRED | regulamento 814720 p. 46 [recebíveis comerciais / multissetorial]: DE DIREITOS CREDITORIOS EMITIDOS EM CARACTERES DE COMPUTADOR: A CLASSE PODE ADQUIRIR DIREITOS CREDITORIOS FORMALIZADOS ATRAVES DE CARACTERES EMITIDOS EM COMPUTADOR, DENTRE ELES A DUPLICATA DIGITAL. ESSA E UMA MODALIDADE RECENTE DE TITULO CAMBIARIO QUE SE CARACTERIZA PELA EMISSAO EM MEIO MAGNETICO, OU SEJA, NAO HA A EMISSAO DA DUPLICATA EM PAPEL. NAO EXISTE UM ENTENDIMENTO UNIFORME DA DOUTRINA COMO DA JURISPRUDENCIA BRASILEIRA QUANTO A POSSIBILIDADE DO ENDOSSO VIRTUAL, ISTO PORQUE A DUPLICATA POSSUI REGR || CEDENTE/ORIGINADOR: regulamen",revisar manualmente
multicarteira_com_classificacao_especifica,54782494000132,HALFDOME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",247452217.13,Outros | Poder Público | Ações judiciais | Judicial/Precatórios/NPL | Precatórios/direitos judiciais,Outros / Multicarteira,"A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 1001057 p. 29 [precatórios e requisitórios contra entes públicos]: ENERGIA RENOVAVEL DE ACORDO COM A ATIVIDADE ESPECIFICA DE CADA UM DOS CEDENTES E AS OPERACOES REALIZADA S ENTRE ESTES E SEUS RESPECTIVOS DEVEDORES, BEM COMO AQUELES DECORRENTES DE PRECATORIOS OU QUE SEJAM OBJETO DE ACAO JUDICIAL EM CURSO CUJA EXISTENCIA, VALIDADE E EXEQUIBILIDADE DEVERAO SER ATESTADOS PELOS CEDENTES, SENDO CERTO QUE TAIS DIREITOS CREDITORIO S (I) SERAO REPRESENTADOS PELOS DOCUMENTOS REPRESENTATIVOS DE CREDITO; (II) TENHAM SIDO LEGALMENTE CONSTITUIDOS, SEJAM CERTOS, VALIDOS E LIQUIDOS; (III | regulamento 1001057 p. 48 [recebíveis comerciais / multissetorial]: O DE DIREITOS CREDITORIOS EMITIDOS EM CARACTERES DE COMPUTADOR: O FUNDO PODE ADQUIRIR DIREITOS CREDITORIOS FORMALIZADOS ATRAVES DE CARACTERES EMITIDOS EM COMPUTADOR, DENTRE ELES A DUPLICATA DIGITAL. ESSA E UMA MODALIDADE RECENTE DE TITULO CAMBIARIO QUE SE CARACTERIZA PELA EMISSAO EM MEIO MAGNETICO, OU SEJA, NAO HA A EMISSAO DA DUPLICATA EM PAPEL. NAO EXISTE UM ENTENDIMENTO UNIFORME DA DOUTRINA, BEM COMO DA JURISPRUDENCIA BRASILEIRA QUANTO A POSSIBILIDADE DO ENDOSSO VIRTUAL, ISTO PORQUE A DUPLICATA POSSUI",revisar manualmente
aprovado_sem_evidencia_suficiente,54335957000118,CREDIT RESTRUCTURING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",238354584.31,"Agro, Indústria e Comércio | Recebíveis Comerciais | Serviços | Crédito PJ | Recebíveis comerciais/multissetorial",em revisão até haver leitura documental,"Decisão aprovada com evidência de 113 caracteres, abaixo do mínimo de 120.",Informe Mensal Estruturado 2026-06: segmento Servicos = 100% da carteira de direitos creditórios reportada à CVM.,revisar manualmente
multicarteira_com_classificacao_especifica,42357737000106,BANGLADESH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO FIDC NP,"2024-02, 2024-03, 2024-04, 2024-05",238117069.91,"Agro, Indústria e Comércio | Recebíveis Comerciais | Comercial | Crédito PJ | Recebíveis comerciais/multissetorial","Agro, Indústria e Comércio / Multicarteira","A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 470106 p. 17 [recebíveis comerciais / multissetorial]: TOS CREDITORIOS DEVERAO ESTAR CORRETAMENTE FORMALIZ ADOS POR DOCUMENTOS COMPROBATORIOS, QUE GARANTAM A QUALIDADE DE TITULO EXECUTIVO EXTRAJUDICIAL, E PODERAO SER REPRESENTADOS POR DUPLICATAS E CHEQUES, POR CONTRATOS DE COMPRA E VENDA E/OU DE PRESTACAO DE SERVICOS QUE LASTREAREM OS DIREITOS CREDITORIOS; (IV) AS CEDENTES DEVERAO SER EMPRESAS ATUANTES EM NO MINIMO UM DOS SEGUINTES SEGMENTOS DE ATIVIDADE: INDUSTRIAL, COMERCIAL, IMOBILIARIO, FINANCEIRO E/OU DE PRESTACAO DE SERVICOS, E OS DIREITOS CREDITORIOS C | regulamento 470106 p. 18 [créditos inadimplidos / NPL]: DE VENCIMENTO DOS DIREITOS CREDITORIOS NAO SEJA SUPERIOR A 180 (CENTO E OITENTA) DIAS, CONTADOS DA DATA DE SUA AQUISICAO PELO FUNDO; (II) OS DIREITOS CREDITORIOS NAO PODERAO ESTAR VENCIDOS E PENDENTES DE PAGAMENTO QUANDO DA SUA CESSAO; (III) OS DIREITOS CREDITORIOS DEVERAO TER SIDO INDICADOS, POR MEIO DO ENVIO DE ARQUIVO ELETRONICO ENVIADO A ADMINISTRADORA, PELAS EMPRESAS DE CONSULTORIA OU, ALTERNATIVAMENTE, APROVADOS PELO COMITE DE INVESTIMENTO; ARTIGO 20. OS DIREITOS CREDITORIOS QUE PODERAO SER ADQUIRIDOS PELO FUNDO NAO PODERAO ULTRAPA || CEDENTE/ORIGINADO",revisar manualmente
multicarteira_com_classificacao_especifica,17093144000132,BLACKPARTNERS MIRUNA FI EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS DE RESPONSABILIDADE LIMITADA,"2026-03, 2026-04, 2026-05, 2026-06",235844688.31,"Agro, Indústria e Comércio | Recebíveis Comerciais | Comercial | Crédito PJ | Recebíveis comerciais/multissetorial","Agro, Indústria e Comércio / Multicarteira","A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 1216611 p. 16 [recebíveis comerciais / multissetorial]: ADAS, CONFORME APLICAVEL. 3.2. CARACTERISTICAS DOS DIREITOS CREDITORIOS 3.2.1. OS DIREITOS CREDITORIOS A SEREM ADQUIRIDOS PELA CLASSE SAO EXCLUSIVAMENTE REPRESENTADOS POR CHEQUES, DUPLICATAS MERCANTIS, DUPLICATAS DE SERVICOS, NOTA FISCAL/FATURA – PRESTACAO DE SERVICO, NOTA FISCAL/FATURA – VENDA MERCANTIL, CONTRATOS DE MUTUO OU FINANCIAMENTO, INCLUINDO CONFISSAO DE DIVIDA, CEDULAS DE CREDITO BANCARIO, CEDULAS DE CREDITO IMOB ILIARIO, NOTAS PROMISSORIAS OFERTADAS PUBLICAMENTE (RESOLUCAO CVM 160), CEDULAS DE | regulamento 1216611 p. 16 [CCB e capital de giro]: ANTIS, DUPLICATAS DE SERVICOS, NOTA FISCAL/FATURA – PRESTACAO DE SERVICO, NOTA FISCAL/FATURA – VENDA MERCANTIL, CONTRATOS DE MUTUO OU FINANCIAMENTO, INCLUINDO CONFISSAO DE DIVIDA, CEDULAS DE CREDITO BANCARIO, CEDULAS DE CREDITO IMOB ILIARIO, NOTAS PROMISSORIAS OFERTADAS PUBLICAMENTE (RESOLUCAO CVM 160), CEDULAS DE CREDITO A EXPORTACAO, DEMAIS TITULOS OU CONTRATOS REPRESENTATIVOS DE CREDITO, DECISOES JUDICIAIS, ACORDOS CELEBRADOS ENTRE OS CEDENTES E SEUS CLIENTES DEVEDORES E/OU GARANTI DORES, ORIGINADOS DE OPERACOES ACIMA || CEDENTE/ORIGINADOR: regulamento 121661",revisar manualmente
multicarteira_com_classificacao_especifica,45523699000102,VIXTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,"2026-03, 2026-04, 2026-05, 2026-06",233574412.44,"Agro, Indústria e Comércio | Recebíveis Comerciais | Comercial | Crédito PJ | Recebíveis comerciais/multissetorial","Agro, Indústria e Comércio / Multicarteira","A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 1024756 p. 13 [recebíveis comerciais / multissetorial]: SIDERADA PRO - FORMA A AQUISICAO PRETENDIDA, PODEM REPRESENTAR ATE 100% (CEM POR CENTO) DO PATRIMONIO LIQUIDO DO FUNDO; (4) OS DIREITOS CREDITORIOS CUJA GARANTIA SEJA COMPOSTA POR DUPLICATAS, CONSIDERADA PRO -FORMA A AQUISICAO PRETENDIDA, PODEM REPRESENTAR ATE 33,33% (TRINTA E TRES INTEIROS E TRINTA E TRES CENTESIMOS POR CENTO) DO PATRIMONIO LIQUIDO DO FUNDO; (5) OS DIREITOS CREDITORIOS EXTRAORDINARIOS, CONSIDERADA PRO-FORMA A AQUISICAO PRETENDIDA, PODEM REPRESENTAR NO MAXIMO ATE 5% (CINCO POR CENTO) DO P || CEDENTE/ORIGINADOR: regulamento 1024756 p. 12: CEDENTE E SELECAO DOS DIREITOS CREDITORIOS",revisar manualmente
multicarteira_com_classificacao_especifica,36655893000150,XP CRÉDITO ESTRUTURADO 360 PROFISSIONAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,"2026-03, 2026-04, 2026-05, 2026-06",233432926.49,Outros | Poder Público | Ações judiciais | Judicial/Precatórios/NPL | Precatórios/direitos judiciais,Outros / Multicarteira,"A evidência descreve carteira diversificada, mas a decisão fixa um segmento específico sem declarar predominância.","regulamento 1193230 p. 21 [precatórios e requisitórios contra entes públicos]: EM DIREITOS CREDITORIOS. 3.4.2. OS DOCUMENTOS COMPROBATORIOS SERAO AQUELES DOCUMENTOS OU TITULOS QUE EVIDENCIAM O LASTRO DE CADA DIREITO CREDITORIO, INCLUINDO, CONFORME APLICAVEL, PRECATORIOS, TITULOS EXECUTIVOS JUDICIAIS OU EXTRAJUDICIAIS, CEDULAS DE CREDITO BANCARIO REGISTRADAS NA B3, DUPLICATAS ESCRITURAIS, CHEQUES, CONTRATOS DE PRESTACAO DE SERVICOS QUE DEEM ENSEJO A DIREITOS CREDITORIOS DE TITULARIDADE DE EMPRESAS, INCLUINDO EMPRESAS EM RECUPERACAO JUDICIAL OU EM ESTADO FALIMENTAR (“DOCUMENTOS COMPROB",revisar manualmente
