review_id,competencia_referencia,cnpj_fundo,denominacao_referencia,status,tipo_analitico,foco_analitico,tabela_ii_analitica,taxonomia_funcional_n1,taxonomia_funcional_n2,confianca,documento_id,fonte_documental,documento_data,pagina_clausula,evidencia,cedente_originador_expresso,notas,responsavel,competencia_inicio,updated_at_utc
37511828000114,2026-06,37511828000114,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,aprovado,Financeiro,Multicarteira Financeiro,Financeiro,Crédito PJ,CCB/Notas comerciais/Capital de giro,alta,1200490,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=37511828000114,,p. 57 — política/definição do lastro,"DOTADA PELA INSTITUICAO FINANCEIRA PARCEIRA PARA A CONCESSAO DE CREDITO PARCELADO, INCLUINDO EMPRESTIMOS PESSOAIS, ENCONTRAM-SE DESCRITOS NO ANEXO IV A ESTE REGULAMENTO. 8.1.1. OS DIREITOS CREDITORIOS CCB SERAO INDIVIDUALMENTE REPRESENTADOS POR CCBS ORIGINADAS DA CONCESSAO DE CREDITO PARCELADO (INCLUINDO EMPRESTIMOS PESSOAIS) PELAS INSTITUICOES FINANCEIRAS PARCEIRAS, AOS DEVEDORES CCB. 8.2. NAO OBSTANTE O DISPOSTO NO CAPITULO SETIMO ACIMA, OS DIREITOS CREDITORIOS OFERTADOS DEVERAO (I) SER REPRESENTADOS PELOS DOCUMENTOS COMPROBATORIOS; E (II) ESTAR LIVRES E DESEMBARACADOS DE QUAISQUER ONUS OU GRAVAMES QUANDO DE SUA AQUISICAO PELO FUNDO. 8.3. OBSERVADA A DISPONIBILIDADE, O FUNDO PODERA ADQUIRIR DIREITOS CREDITORIOS OFERTADOS, DESDE QUE ATENDAM INTEGRALMENTE AOS RESPECTIVOS CRITERIOS DE ELEGIBILIDADE E CONDICOES DE CESSAO ESTABE",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
38314763000180,2026-06,38314763000180,SOMA III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,aprovado,Financeiro,Crédito Pessoal,N/D,Multissetorial / Outros,Multicarteira outros,media,1238855,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=38314763000180,,p. 19,"ENCIA DOS DIREITOS CREDITORIOS E ATENDIMENTO AOS CRITERIOS DE ELEGIBILIDADE DO ANEXO I-A; E (III) A POLITICA DE INVESTIMENTO PREVISTA NESTE CAPITULO 2 DESTE ANEXO I-A. 2.6.3. CADA CEDENTE OU ENDOSSANTE, CONFORME O CASO, E RESPONSAVEL PELA EXISTENCIA, VERACIDADE E CORRETA FORMALIZACAO DOS RESPECTIVOS DIREITOS CREDITORIOS ADQUIRIDOS, NOS TERMOS DA LEGISLACAO APLICAVEL, DESTE REGULAMENTO E DOS RESPECTIVOS DOCUMENTOS COMPROBATORIOS. 2.6.4. OS TERMOS DE TRANSFERENCIA DOS DIREITOS CREDITORIOS ADQUIRIDOS NAO SERAO REGISTRADOS NOS CARTORIOS DE REGISTROS DE TITULOS E DOCUMENTOS. 2.7. O PROCESSO DE ORIGINACAO DOS DIREITOS CREDITORIOS E A POLITICA DE CREDITO ENCONTRAM-SE DESCRITOS NO ANEXO I-B A ESTE REGULAMENTO. 2.8. UMA VEZ REALIZADO A CESSAO OU O ENDOSSO , CONFORME O CASO, DOS DIREITOS CREDITORIOS ADQUIRIDOS, A AMORT","p. 65: CEDENTE, NOS TERMOS DO CODIGO CIVIL. “CMN” SIGNIFICA O CONSELHO MONETARIO NACIONAL. “CLASSE” SIGNIFICA A CLASSE UNICA PERTENCENTE AO FUNDO. “CNPJ/MF” E O CADASTRO NACIONAL DE PESSOAS JURIDICAS DO MINISTERIO DA FAZENDA. “CODIG",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
40132424000124,2026-06,40132424000124,SAINTE JULIE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESP LIMITADA,aprovado,Outros,Poder Público,Ações judiciais,Judicial/Precatórios/NPL,Precatórios/direitos judiciais,alta,952210,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=40132424000124,,p. 84 — política/definição do lastro,"DURACAO DA CLASSE QUE, PARA FINS DE ESCLARECIMENTO, E INDETERMINADO. “PRAZO DE DURACAO DO FUNDO”: E O PRAZO DE DURACAO DO FUNDO QUE, PARA FINS DE ESCLARECIMENTO, E INDETERMINADO. “PRECATORIOS”: DIREITOS CREDITORIOS TITULARIZADOS PELOS CEDENTES, ORIUNDOS DE PRECATORIOS OU REQUISICOES DE PEQUENO VALOR EXPEDIDOS NO CURSO DE ACOES JUDICIAIS AJUIZADAS PELOS CEDENTES EM FACE DA UNIAO, ESTADOS, DISTRITO FEDERAL E MUNICIPIOS, BEM COMO DE SUAS AUTARQUIAS E FUNDACOES, NO AMBITO DOS QUAIS JA TENHA SIDO EXPEDIDO O RESPECTIVO OFICIO REQUISITORIO DE PAGAMENTO, PODENDO DOCUSIGN ENVELOPE ID: 75569E59-495C-49F9-828F-EB0BE7CF6459","p. 79: CNPJ SOB O NO 09.346.601/0001-25. “BACEN”: O BANCO CENTRAL DO BRASIL; “CARTEIRA”: A CARTEIRA DE INVESTIMENTOS DA CLASSE, FORMADA POR DIREITOS CREDITORIOS E ATIVOS FINANCEIROS. “CEDENTE",Conclusão documental propõe reclassificação; confirmar a materialidade do lastro antes de Aprovar e aplicar. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
40750266000176,2026-06,40750266000176,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT I RECEIVABLES RESPONSABILIDADE LIMITADA,aprovado,Financeiro,Crédito Pessoal,N/D,Multissetorial / Outros,Multicarteira outros,media,1045050,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=40750266000176,,p. 3,"AVEIS AS MANIFESTACOES DE VONTADE DOS COTISTAS; (VI) REMUNERACAO DOS PRESTADORES DE SERVICOS; (VII) POLITICA DE INVESTIMENTO E COMPOSICAO E DIVERSIFICACAO DA CARTEIRA; (VIII) EVENTOS DE AVALIACAO, EVENTOS DE LIQUIDACAO E LIQUIDACAO ANTECIPADA DA CLASSE; (IX) ORIGEM DOS DIREITOS CREDITORIOS; (X) CRITERIOS DE ELEGIBILIDADE; (XI) CUSTOS REFERENTES A DEFESA DOS INTERESSES DE CADA CLASSE DE COTAS; E (XII) FATORES DE RISCO. CAPITULO 2 – RESPONSABILIDADE DOS PRESTADORES DE SERVICOS ESSENCIAIS E DEMAIS PRESTADORES DE SERVICOS DO FUNDO 2.1 OS PRESTADORES DE SERVICOS ESSENCIAIS E DEMAIS PRESTADORES DE SERVICOS DO FUNDO RESPONDEM PERANTE A CVM, NAS SUAS RESPECTIVAS ESFERAS DE ATUACAO, POR SEUS PROPRIOS ATOS E OMISSOES CONTRARIOS A LEI, AO REGULAMENTO OU A REGULAMENTACAO VIGENTE, SEM PREJUIZO DO EXERCICIO DO DEVER DE FIS",p. 14: CNPJ NO 40.750.266/0001 -76 BTG PACTUAL SAC: 0800 772 28 27 - OUVIDORIA: 0800 722 00 48 - BTGPACTUAL.COM 7 4.18 E VEDADA QUALQUER FORMA DE ANTECIPACAO DE RECURSOS AS CEDENTE,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
40906126000144,2026-06,40906126000144,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CIELO EMISSORES I,aprovado,Financeiro,Cartão de crédito,Cartão de crédito,Meios de Pagamento e Cartões,Banco emissor/cartão de crédito,alta,576389,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=40906126000144,,p. 11 — política/definição do lastro,"Os direitos creditórios são detidos pela credenciadora/cedente contra bancos emissores de cartões, no fluxo financeiro dos arranjos de pagamento.","p. 8: CEDENTE SAO AS CONTAS DE TITULARIDADE DA CEDENTE ABERTAS NO BANCO LIQUIDANTE, DE MOVIMENTACAO RESTRITA, PARA AS QUAIS O RESPECTIVO BANCO LIQUIDANTE TRANSFERIRA OS PAGAMENTOS REFERENTES AOS DIREITOS CREDITORIOS CEDIDOS, BEM COMO OS DEMAIS DIREITOS CREDITORIOS (NAO CEDIDOS AO FUNDO) DE TITULARIDADE DA CEDENTE E/OU DE DEMAIS TERCEIROS QUE TENHAM ADQUIRIDO DIREITOS CREDITORIOS DA CEDENTE E/OU SEJAM BENEFICIARIOS DE GARANTIAS SOBRE DIREITOS CREDITORIOS. CONTA DE LIVRE MOVIMENTACAO E A CONTA CORRENTE DE LIVRE MOVIMENTACAO, DE TITULARIDADE DA CEDENTE, PARA A QUAL SERAO TRANSFERIDOS OS PAGAMENTOS REFERENTES AOS DIREITOS CREDITORIOS QUE SEJAM DEPOSITADOS EM UMA DAS CONTAS CENTRALIZADORAS DA CEDENTE QUE NAO SE RE","Conclusão documental propõe Financeiro / Cartão de crédito pela contraparte bancária emissora. A carteira decorre do fluxo de cartão, mas a obrigação cedida recai sobre os bancos emissores.",curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
41776416000183,2026-06,41776416000183,RHODONITE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,aprovado,Fomento Mercantil,Fomento Mercantil,N/D,Multissetorial / Outros,Multicarteira outros,media,876628,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=41776416000183,,p. 18,"S COM A UTILIZACAO DE RECURSOS FINANCEIROS ORIGINADOS NA CARTEIRA DE DIREITOS CREDITORIOS. III – DA POLITICA DE INVESTIMENTOS 3.1. VISANDO ATINGIR O OBJETIVO PROPOSTO, A CLASSE UNICA DO FUNDO ALOCARA SEUS RECURSOS NA AQUISICAO DE DIREITOS CREDITORIOS ELEGIVEIS, PADRONIZADOS OU NAO, NOS TERMOS DA RESOLUCAO CVM 175, DENTRE ELES DERIVATIVOS DE CREDITO, QUANDO NAO UTILIZADOS PARA PROTECAO OU MITIGACAO DE RISCO DE DIREITOS CREDITORIOS E/OU ATIVOS FINANCEIROS,","p. 17: CEDENTES: PESSOA JURIDICA E/OU FISICA, IDENTIFICADA PELO SEU NUMERO DE INSCRICAO NO CNPJ/MF OU CPF/MF OU FUNDOS DE INVESTIMENTO, CONFORME O CASO, QUE VENHAM A CEDER DIR",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
41970012000126,2026-06,41970012000126,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,aprovado,Financeiro,Multicarteira Financeiro,Financeiro,Crédito PJ,CCB/Notas comerciais/Capital de giro,media,1077334,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=41970012000126,,p. 11 — política/definição do lastro,"NAO EXCEDERA O VALOR MAXIMO DE INVESTIMENTO SENIOR E DEVERA RESPEITAR AS REGRAS PREVISTAS NESTE REGULAMENTO. ""CARTEIRA"" SIGNIFICA A CARTEIRA DE INVESTIMENTOS DO FUNDO, FORMADA POR DIREITOS CREDITORIOS E ATIVOS FINANCEIROS DE TITULARIDADE DO FUNDO. ""CCB"" OU ""CCBS"" SIGNIFICAM AS CEDULAS DE CREDITO BANCARIO EMITIDAS A PARTIR DOS CARACTERES CRIADOS EM COMPUTADOR PELOS DEVEDORES CCB EM FAVOR DAS INSTITUICOES FINANCEIRAS PARCEIRAS OU DA INSTITUICAO FINANCEIRA MELI, CONFORME O CASO, NOS TERMOS DA LEI NO 10.931, DE 02 DE A GOSTO DE 2004, CONFORME ALTERADA, COM O OBJETIVO DE REALIZAR UMA OPERACAO DE CREDITO PARCELADO OU EMPRESTIMO PESSOAL, CONFORME APLICAVEL, QUE OBSERVEM OS MODELOS PREVISTOS NOS CONTRATOS DE ENDOSSO. ""CEDENTE"" OU ""CEDENTES"" SIGNIFICAM OS CEDENTES CCB E OS CEDENTES PPV, QUANDO REFERIDOS EM CONJUNTO. ""CEDEN","p. 32: CEDENTE"" SIGNIFICA A RAZAO, EXPRESSA EM PERCENTUAL E CALCULADA POR MEIO DA DIVISAO: (I) DA SOMA DO INDICE DE JUROS EXCEDENTE CALCULADO NOS TRES MESES IMEDIATAMENTE ANTERIORES AO MES CALENDARIO DE REFERENCIA; POR (II) 03 DOCUSIGN ENVELOPE ID: 06FA0E10-1510-4AFA-B00E-E66A362B0539",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. O regulamento admite famílias próximas de recebíveis; a proposta usa a cláusula mais específica e requer confirmação de materialidade.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
42102603000144,2026-06,42102603000144,CLOUDWALK KICK ASS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,aprovado,"Agro, Indústria e Comércio",Recebíveis Comerciais,Adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,733239,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=42102603000144,,p. 91 — política/definição do lastro,"PAGINA 91 DE 115 CONTRATO DE CE SSAO, O QUAL SEGREGARA OS DIREITOS CREDITORIOS ELEGIVEIS SELECIONADOS PARA AQUISICAO. “ARQUIVOS ADICIONAIS DOS DIREITOS CREDITORIOS” SIGNIFICAM OS REGISTROS ELETRONICOS, PADRONIZADOS PELO SISTEMA CLOUDWALK , E QUE CONTEM INFORMACOES A RESPEITO DAS CARACTERISTICAS DOS DIREITOS CREDITORIOS. “ARRANJO DE PAGAMENTO” SIGNIFICA O CONJUNTO DE REGRAS E PROCEDIMENTOS ESTABELECIDOS PELA BANDEIRA QUE DISCIPLINA A PRESTACAO DE DETERMINADO SERVICO DE PAGAMENTO AO PUBLICO, TAIS COMO AS ATIVIDADES DE EMISSAO DE INSTRUMENTOS DE PAGAMENTO E O CREDENCIAMENTO DE ESTABELECIMENTOS CREDENCIADOS, BEM COMO DEFINE O USO DE PADROES OPERACIONAIS E DE SEGURANCA ASSOCIADOS A ESSAS ATIVIDADES, NOS TERMOS DA LEGISLACAO APLICAVEL, EM A REGULAMENTACAO DE MEIOS ELETRONICOS DE PAGAMENTO. “AUDITOR DO LASTRO” SIGNIFICA A EMPRESA A SER CONTRATADA PELO CUSTOD","p. 79: CEDENTE SERAO CORRETOS E SUFICIENTES, PODENDO, ASSIM, EXISTIR ERROS OPERACIONAIS NA REALIZACAO DESTAS CONCILIACOES EXTRAORDINARIAS. 20.1.29. GUARDA DOS DOCUMENTOS ADICIONAIS. OS DOCUMENTOS ADICIONAIS RELATIVOS AOS DIREITOS CREDITORIOS CEDIDOS PERMANECERA O SOB A GUARDA DA CEDENTE, E, MEDIANTE SOLICITACAO, A CLASSE A E/OU O CUSTODIANTE PODERAO TER ACESSO A TAIS DOCUMENTOS DOCUSIGN ENVELOPE ID: C7A68EEF-E1CC-4C50-9460-07F207F1899B",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
42154687000160,2026-06,42154687000160,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,aprovado,Fomento Mercantil,Fomento Mercantil,Factoring,Crédito PJ,Recebíveis comerciais/multissetorial,alta,1223029,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=42154687000160,,p. 27 — política/definição do lastro,"OS QUE PODERAO SER ADQUIRIDOS PELA CLASSE DEVERAO ATENDER AS SEGUINTES CONDICOES DE AQUISICAO, A SEREM VERIFICADAS PELA GESTORA NA RESPECTIVA DATA DE AQUISICAO E PAGAMENTO: (A) OS DIREITOS CREDITORIOS NAO PODERAO ESTAR VENCIDOS E NAO PAGOS; (B) OS DIREITOS CREDITORIOS PODERAO TER PRAZO DE VENCIMENTO MAXIMO DE 1080 (MIL E OITENTA) DIAS UTEIS; (C) OS DIREITOS CREDITORIOS REPRESENTADOS POR DUPLICATAS, SEJAM ESTAS CEDIDAS AO FUNDO POR MEIO DE OPERACOES DE ANTECIPACAO OU COMO GARANTIA NAS OPERACOES DE CCBS, CPRS E NCS, DEVERAO SER “PERFORMADOS”, OU SEJA, RECEBIVEIS ORIGINADOS DE VENDAS JA REALIZADAS E ENTREGUES; (D) NO CASO DE DIREITOS CREDITORIOS REPRESENTADOS POR DUPLICATAS: I) AS DUPLICATAS DEVERAO SER ELETRONICAS, SENDO SUA TRANSFERENCIA AO FUNDO REALIZADOS POR MEIO DA ASSINATURA DIGITAL DO RESPECTIVO TERMO DE CESSAO PELO CEDENTE; II) O REFERIDO TERMO DE CESSAO DEVERA INDIVIDUALIZAR AS DUPLICATAS CEDIDAS E C","p. 50: CEDENTE APRESENTE AO CUSTODIANTE, OU REGULARIZE, OS DOCUMENTOS COMPROBATORIOS. AGENTE DE COBRANCA 7.6 A MULTIPLIKE CONSULTORIA E COBRANCA LTDA., PESSOA JURIDICA, INSCRITA NO CNPJ SOB O NO 04.936.903/0001 -30, COM SEDE NA RUA RUY BARBOSA, 1805, BAIRRO COSTA E",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
42358004000196,2026-06,42358004000196,ACONCÁGUA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE LIMITADA,aprovado,Outros,Poder Público,N/D,Multissetorial / Outros,Multicarteira outros,media,777021,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=42358004000196,,p. 37,"E/OU DA GESTORA, OU DE QUALQUER MECANISMO DE SEGURO OU, AINDA NO FUNDO GARANTIDOR DE CREDITOS - FGC POLITICA DE INVESTIMENTO OS DIREITOS CREDITORIOS QUE INTEGRARAO A CARTEIRA D A CLASSE CONSISTEM NAQUELES ORIGINADOS DE ACOES JUDICIAIS MOVIDAS POR COMPANHIA USINA CAMBAHYBA, COMPANHIA USINA DO OUTEIRO, USINA SAO JOAO B LYZANDRO S.A E COMPANHIA ACUCAREIRA PARAISO – EM RECUPERACAO JUDICIAL CONTRA A UNIAO FEDERAL DO BRASIL, NA POSICAO DE SUCESSORA DO ANTIGO INSTITUTO DO ACUCAR E DO ALCOOL, POR MEIO DAS QUAIS CADA CEDENTE PLEITEIA INDENIZACAO PELOS PREJUIZOS PATRIMONIAIS DECORRENTES DA FIXACAO DE PRECOS DOS PRODUTOS DO SETOR SUCROALCOOLEIRO ABAIXO DOS RESPECTIVOS CUSTOS MEDIOS DE PRODUCAO, EM DESACORDO COM A LEI FEDERAL NO 4.870/1965 (“ACOES JUDICIAIS”). OS DIREITOS CREDITORIOS TEM ORIGEM NAS RESPECTIVAS ACOES JUDI",N/D — cedente/originador nominal não identificado no regulamento disponível.,Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A cláusula disponível não individualiza o lastro; a conclusão mantém a classificação oficial.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
42922136000107,2026-06,42922136000107,MONEE I,aprovado,Financeiro,Crédito PF,Cartão de crédito,Crédito PF,Crédito PF parcelado / BNPL,alta,IMG_8592,Comentário manual do usuário — IMG_8592.jpg,2026-07-29,Linha do FIDC na imagem,SHPPP Brasil IP (Shopee BNPL – Crédito PF),SHPP Brasil Instituição de Pagamento Ltda.,Decisão manual confirmada pela leitura documental: crédito parcelado ao consumidor/BNPL.,usuario_curadoria_manual,2026-06,2026-07-29T20:21:37+00:00
43616756000172,2026-06,43616756000172,FIDC - BANCOS EMISSORES DE CARTÃO DE CRÉDITO - STONE IV - RESPONSABILIDADE LIMITADA,aprovado,Financeiro,Cartão de crédito,Cartão de crédito,Meios de Pagamento e Cartões,Banco emissor/cartão de crédito,alta,752830,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=43616756000172,,p. 23 — política/definição do lastro,"Os direitos creditórios são detidos pela credenciadora/cedente contra bancos emissores de cartões, no fluxo financeiro dos arranjos de pagamento.","p. 81: CEDENTE SERAO CORRETOS E SUFICIENTES, PODENDO, ASSIM, EXISTIR ERROS OPERACIONAIS NA REALIZACAO DESTAS CONCILIACOES EXTRAORDINARIAS. ADICIONALMENTE, EM HIPOTESES EXCEPCIONAIS INDICADAS NO CONTRATO DE CESSAO, NAS QUAIS A TRANSFERENCIA A TITULO DE PAGAMENTO DOS DIREITOS CREDITORIOS ELEGIVEIS A CLASSE NAO POSSA S ER IDENTIFICADA PELO CUSTODIANTE, A CEDENTE AUXILIARA EXTRAORDINARIAMENTE O CUSTODIANTE NA CONCILIACAO DOS PAGAMENTOS DOS DIREITOS CREDITORIOS ELEGIVEIS CEDIDOS A CLASSE, CONFIRMANDO O RESPECTIVO DIREITO CREDITORIO ELEGIVEL E/OU RESPECTIVA PARCELA DO DIREI TO CREDITORIO ELEGIVEL ASSOCIADA A TRANSFERENCIA REALIZADA A CONTA AUTORIZADA DA CLASSE . NESTE SENTIDO, A CLASSE E O CUSTODIANTE NAO GARANTEM AOS","Conclusão documental propõe Financeiro / Cartão de crédito pela contraparte bancária emissora. A carteira decorre do fluxo de cartão, mas a obrigação cedida recai sobre os bancos emissores.",curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
43911620000195,2026-06,43911620000195,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - ACR II - RESPONSABILIDADE LIMITADA,aprovado,Financeiro,Cartão de crédito,Cartão de crédito,Meios de Pagamento e Cartões,Banco emissor/cartão de crédito,alta,735299,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=43911620000195,,p. 23 — política/definição do lastro,"Os direitos creditórios são detidos pela credenciadora/cedente contra bancos emissores de cartões, no fluxo financeiro dos arranjos de pagamento.","p. 79: CEDENTE SERAO CORRETOS E SUFICIENTES, PODENDO, ASSIM, EXISTIR ERROS OPERACIONAIS NA REALIZACAO DESTAS CONCILIACOES EXTRAORDINARIAS. ADICIONALMENTE, EM HIPOTESES EXCEPCIONAIS INDICADAS NO CONTRATO DE CESSAO, NAS QUAIS A TRANSFERENCIA A TITULO DE PAGAMENTO DOS DIREITOS CREDITORIOS ELEGIVEIS A CLASSE NAO POSSA SER IDENTIFICADA PELO CUSTODIANTE, A CEDENTE AUXILIARA EXTRAORDINARIAMENTE O CUSTODIANTE NA CONCILIACAO DOS PAGAMENTOS DOS DIREITOS CREDITORIOS ELEGIVEIS CEDIDOS A CLASSE, CONFIRMANDO O RESPECTIVO DIREITO CREDITORIO ELEGIVEL E/OU RESPECTIVA PARC ELA DO DIREITO CREDITORIO ELEGIVEL ASSOCIADA A TRANSFERENCIA REALIZADA A CONTA AUTORIZADA DA CLASSE . NESTE SENTIDO, A CLASSE E O CUSTODIANTE NAO GARANTEM AOS","Conclusão documental propõe Financeiro / Cartão de crédito pela contraparte bancária emissora. A carteira decorre do fluxo de cartão, mas a obrigação cedida recai sobre os bancos emissores.",curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
44124617000194,2026-06,44124617000194,CLOUDWALK AKIRA II FIDC SEGMENTO MEIOS DE PAGAMENTO,aprovado,"Agro, Indústria e Comércio",Recebíveis Comerciais,Adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,851798,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=44124617000194,,p. 99 — política/definição do lastro,"PAGINA 99 DE 118 “DIREITOS CREDITORIOS” SIGNIFICAM OS DIREITOS CREDITORIOS DE TEMPOS EM TEMPOS DETIDOS PELA CEDENTE EM FACE DOS DEVEDORES, CONFORME AS REGRAS DOS ARRANJOS DE PAGAMENTOS, DECORRENTES DE TRANSACOES DE PAGAMENTO REALIZADAS POR USUARIOS-FINAIS COM A UTILIZACAO DE INSTRUMENTOS DE PAGAMENTO, OPERACIONALIZADAS PELO SISTEMA CLOUDWALK , PARA A AQUISICAO DE BENS OU SERVICOS NO S ESTABELECIMENTOS CREDENCIADOS, EQUIVALENTES AO VALOR REMANESCENTE DAS TRANSACOES DE PAGAMENTO APOS O DESCONTO DAS TAXAS APLICAVEIS. UM DIREITO CREDITORIO CONSIDERADO INDIVIDUALMENTE PODERA SER CORRESPONDENTE A INTEGRALIDADE DE UMA TRANSACAO DE PAGAMENTO (NO CASO DE PAGAMENTO A VISTA) OU A UMA PARCELA DE UMA TRANSA","p. 94: “CEDENTE” SIGNIFICA A CLOUDWALK QUE, DE TEMPOS EM TEMPOS, NOS TERMOS DO CONTRATO DE CESSAO, CEDE SEUS RESPECTIVOS DIREITOS CREDITORIOS ELEGIVEIS AO FUNDO. “CHARGEBACK” SIGNIFICA A CONTESTACAO DE TRANSACAO(OES) DE PAGAMENTO, SEJA NO TODO OU EM PARTE, POR PARTE DE USUARIOS-FINAIS, ESTABELECIMENTOS CREDENCIADOS, BANDEIRAS E/OU EMISSORES, QUE PODERA RESULTAR NA NAO REALIZACAO DO REPASSE OU NO ESTORNO DO(S) CREDITO(S) CORRESPONDENTE(S) EFETUADO(S) A CEDENTE. “CLOUDWALK” SIGNIFICA A CLOUDWALK INSTITUICAO DE PAGAMENTO E SERVICOS LTDA. , SOCIEDADE LIMITADA COM SEDE NA CIDADE DE SAO PAULO, ESTADO DE SAO PAULO, NA RUA EUGENIO DE MEDEIROS, NO 303, CONJUNTO 1501C, DOCUSIGN ENVELOPE ID: DAB063D1-08FC-4A53-8B1B-F1E9E807A5AE",Conclusão documental recomenda manter a classificação oficial; a decisão permanece pendente de aprovação manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,curadoria_documental_consolidada,2026-06,2026-07-29T20:21:37+00:00
