cnpj_fundo,documento_id_regulamento,documento_data_regulamento,pagina_clausula,subordinacao_minima_junior_pct,subordinacao_minima_junior_display,subordinacao_minima_texto,subordinacao_minima_fonte,subordinacao_minima_natureza,suporte_estrutural_minimo_pct,suporte_estrutural_minimo_display,suporte_estrutural_minimo_texto,subordinacao_minima_formula,comparabilidade_tranche_flag,comparabilidade_tranche_motivo,emissao_data,emissao_data_display,emissao_fonte,paginas_lidas,status_curadoria_documental,observacao_documental
44272584000120,1003378,2025-09-30,133,5.0,"5,0%","Proporção de cotas subordinadas júnior / PL, mínimo de 5,0%.",FundosNet/B3; documento 1003378; referência 2025-09-30; p. 133,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,N/D,N/D,N/D — ato de emissão não localizado,159,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
62838025000116,1058234,2025-12-10,39,10.0,"9,0% inicial; 10,0% regular","Cotas júnior / PL: 9,0% nos primeiros 30 dias; 10,0% como patamar regular.",FundosNet/B3; documento 1058234; referência 2025-12-10; p. 39,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2025-12-02,DEZ/25,FundosNet/B3; documento 1052452; Atos de Deliberação do Administrador; Instrumento Particular de Emissão de Cotas,70,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
47280025000150,1074880,2025-12-23,10; 34,30.0,"30,0%","Cotas subordinadas / PL, mínimo de 30,0%; estrutura com uma única classe residual.",FundosNet/B3; documento 1074880; referência 2025-12-23; p. 10; 34,junior_pl,30.0,"30,0%","Cotas subordinadas / PL, mínimo de 30,0%; estrutura com uma única classe residual.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2025-12-04,DEZ/25,FundosNet/B3; documento 1053778; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,81,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
57270666000187,769277,2024-10-31,49,10.0,"10,0%","Cotas subordinadas júnior / PL, mínimo de 10,0%.",FundosNet/B3; documento 769277; referência 2024-10-31; p. 49,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2024-10-29,OUT/24,FundosNet/B3; documento 769047; Oferta Pública de Distribuição de Cotas; Anúncio de Início,79,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
58288437000152,1240668,2026-02-24,94,20.0,"20,0%","Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 20,0%.",FundosNet/B3; documento 1240668; referência 2026-02-24; p. 94,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2026-07-06,JUL/26,FundosNet/B3; documento 1240826; Atos de Deliberação do Administrador; Instrumento Particular de Emissão de Cotas,108,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
55476342000174,1003108,2025-09-30,107; 122,20.0,"20,0%","Cotas subordinadas / PL, mínimo de 20,0%; estrutura com uma única classe residual.",FundosNet/B3; documento 1003108; referência 2025-09-30; p. 107; 122,junior_pl,20.0,"20,0%","Cotas subordinadas / PL, mínimo de 20,0%; estrutura com uma única classe residual.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2024-10-24,OUT/24,FundosNet/B3; documento 763709; Atos de Deliberação do Administrador; Instrumento Particular de Emissão de Cotas,146,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
63679792000192,1101558,2026-01-26,92,20.0,"20,0%; 21,0% para amortização","Cotas júnior / PL, mínimo de 20,0%; 21,0% para amortização por excesso de cobertura.",FundosNet/B3; documento 1101558; referência 2026-01-26; p. 92,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2026-01-15,JAN/26,FundosNet/B3; documento 1087618; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,110,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
42154687000160,1223029,2026-06-08,54,20.0,"20,0% (40,0% × 50,0%)","Mínimo júnior calculado: subordinadas = 40,0% do PL e júnior = 50,0% das subordinadas.",FundosNet/B3; documento 1223029; referência 2026-06-08; p. 54,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2026-07-01,JUL/26,FundosNet/B3; documento 1237432; Atos de Deliberação do Administrador; Instrumento Particular de Emissão de Cotas,100,revisto — mínimo júnior calculado de cláusulas contratuais,Leitura integral automatizada do regulamento; fórmula e página revisadas.
48946335000123,1000248,2025-09-29,57,10.0,"10,0%","Cotas júnior A e B / PL, mínimo de 10,0%.",FundosNet/B3; documento 1000248; referência 2025-09-29; p. 57,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2024-09-12,SET/24,FundosNet/B3; documento 739535; Oferta Pública de Distribuição de Cotas; Anúncio de Início,130,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
55374251000128,686750,2024-06-25,61,5.0,"5,0%","Índice de Subordinação Mezanino II: cotas júnior / PL, mínimo de 5,0%.",FundosNet/B3; documento 686750; referência 2024-06-25; p. 61,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2024-06-25,JUN/24,FundosNet/B3; documento 686760; Oferta Pública de Distribuição de Cotas; Aviso ao Mercado,83,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
35868110000154,792021,2024-11-27,48,25.0,"25,0%","Cotas subordinadas / PL, mínimo de 25,0%; estrutura com uma única classe residual.",FundosNet/B3; documento 792021; referência 2024-11-27; p. 48,junior_pl,25.0,"25,0%","Cotas subordinadas / PL, mínimo de 25,0%; estrutura com uma única classe residual.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2025-10-06,OUT/25,FundosNet/B3; documento 1068798; Outras Demonstrações Financeiras ; Demonstrações Financeiras - Encerramento de atividades,99,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
48953864000154,774314,2024-11-05,33; 107,15.0,"15,0%","Cotas subordinadas / PL, mínimo de 15,0%; estrutura com uma única classe residual.",FundosNet/B3; documento 774314; referência 2024-11-05; p. 33; 107,junior_pl,15.0,"15,0%","Cotas subordinadas / PL, mínimo de 15,0%; estrutura com uma única classe residual.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2025-07-30,JUL/25,FundosNet/B3; documento 1016969; Outras Demonstrações Financeiras ; Demonstrações Financeiras - Encerramento de atividades,123,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
65976848000104,1239452,2026-06-22,35,5.0,"5,0%","Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 5,0%.",FundosNet/B3; documento 1239452; referência 2026-06-22; p. 35,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2026-04-27,ABR/26,FundosNet/B3; documento 1170775; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,118,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
50536324000117,918862,2025-06-04,111,50.0,"50,0%","Cotas subordinadas / PL, mínimo de 50,0%; estrutura com uma única classe residual.",FundosNet/B3; documento 918862; referência 2025-06-04; p. 111,junior_pl,50.0,"50,0%","Cotas subordinadas / PL, mínimo de 50,0%; estrutura com uma única classe residual.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2025-07-02,JUL/25,FundosNet/B3; documento 938955; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,145,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
57816252000100,1182394,2026-05-07,28; 68,25.26,"25,26%","Cotas subordinadas / PL, mínimo de 25,26%; estrutura com uma única classe residual.",FundosNet/B3; documento 1182394; referência 2026-05-07; p. 28; 68,junior_pl,25.26,"25,26%","Cotas subordinadas / PL, mínimo de 25,26%; estrutura com uma única classe residual.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2026-04-13,ABR/26,FundosNet/B3; documento 1182510; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,79,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
50473039000102,909547,2025-05-19,99,10.0,"10,0%","Totalidade das cotas júnior / PL, mínimo de 10,0%.",FundosNet/B3; documento 909547; referência 2025-05-19; p. 99,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2025-06-04,JUN/25,FundosNet/B3; documento 932137; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,152,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
62588266000154,1002580,2025-09-29,35,5.0,"5,0%","Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 5,0%.",FundosNet/B3; documento 1002580; referência 2025-09-29; p. 35,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2026-02-27,FEV/26,FundosNet/B3; documento 1126575; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,138,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
50988212000105,1013021,2024-11-14,29; 62,4.5,"4,5%*","Cotas júnior / PL ajustado por outros ativos, mínimo de 4,5%.*",FundosNet/B3; documento 1013021; referência 2024-11-14; p. 29; 62,junior_pl_ajustado,,,,direto sobre PL ajustado,false,Mínimo júnior usa PL ajustado; não é comparável à subordinação atual sobre o PL oficial.,2023-10-06,OUT/23,FundosNet/B3; documento 532694; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,105,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
58476088000100,852325,2025-02-25,18,33.33,"33,33%","Cotas subordinadas / PL, mínimo de 33,33%; estrutura com uma única classe residual.",FundosNet/B3; documento 852325; referência 2025-02-25; p. 18,junior_pl,33.33,"33,33%","Cotas subordinadas / PL, mínimo de 33,33%; estrutura com uma única classe residual.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2025-02-07,FEV/25,FundosNet/B3; documento 833533; Oferta Pública de Distribuição de Cotas; Anúncio de Início,127,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
58349979000198,826213,2025-01-28,94,25.0,"25,0%","Cotas subordinadas / PL, mínimo de 25,0%; estrutura com uma única classe residual.",FundosNet/B3; documento 826213; referência 2025-01-28; p. 94,junior_pl,25.0,"25,0%","Cotas subordinadas / PL, mínimo de 25,0%; estrutura com uma única classe residual.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2025-02-17,FEV/25,FundosNet/B3; documento 843410; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,116,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
54559035000194,634463,2024-04-05,50,10.0,"10,0%","Cotas subordinadas júnior / PL, mínimo de 10,0%; estrutura com cotas seniores e juniores.",FundosNet/B3; documento 634463; referência 2024-04-05; p. 50,junior_pl,10.0,"10,0%","Cotas subordinadas júnior / PL, mínimo de 10,0%; estrutura com cotas seniores e juniores.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2024-04-23,ABR/24,FundosNet/B3; documento 664160; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,127,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
55070804000159,667195,2024-05-22,57,10.0,"10,0%","Cotas subordinadas júnior / PL, mínimo de 10,0%; estrutura com cotas seniores e juniores.",FundosNet/B3; documento 667195; referência 2024-05-22; p. 57,junior_pl,10.0,"10,0%","Cotas subordinadas júnior / PL, mínimo de 10,0%; estrutura com cotas seniores e juniores.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2026-06-23,JUN/26,FundosNet/B3; documento 1266613; Outras Demonstrações Financeiras ; Demonstrações Financeiras - Encerramento de atividades,144,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
43866348000179,741139,2024-09-17,81,5.0,"5,0%","Cotas subordinadas júnior / total das cotas, mínimo de 5,0%, mantido pelo valor atualizado.",FundosNet/B3; documento 741139; referência 2024-09-17; p. 81,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2026-01-23,JAN/26,FundosNet/B3; documento 1098853; Atos de Deliberação do Administrador; Instrumento Particular de Emissão de Cotas,184,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
47936340000192,801978,2025-03-11,4,,N/D,"N/D — o regulamento foi lido integralmente; não foi isolado mínimo específico de cotas subordinadas júnior sobre o PL. A evidência mais próxima usa cotas subordinadas em conjunto, outro denominador, condição de emissão ou não contém percentual comparável.",FundosNet/B3; documento 801978; referência 2025-03-11; p. 4,suporte_total_pl,25.0,"25,0%*","Cotas subordinadas totais / PL, mínimo de 25,0%.*",direto no regulamento,true,Suporte total ou combinado; não representa mínimo júnior isolado.,2025-11-06,NOV/25,FundosNet/B3; documento 1030080; Oferta Pública de Distribuição de Cotas; Anúncio de Início,5,revisto — suporte estrutural total localizado,Leitura documental revisada; suporte total/combinado registrado com asterisco e separado do mínimo júnior.
58291962000127,957854,2025-07-30,99–100,,N/D,"N/D — o regulamento foi lido integralmente; não foi isolado mínimo específico de cotas subordinadas júnior sobre o PL. A evidência mais próxima usa cotas subordinadas em conjunto, outro denominador, condição de emissão ou não contém percentual comparável.",FundosNet/B3; documento 957854; referência 2025-07-30; p. 99–100,suporte_total_pl,20.0,"20,0%*","Cotas subordinadas totais / PL, mínimo de 20,0%.*",direto no regulamento,true,Suporte total ou combinado; não representa mínimo júnior isolado.,2025-07-21,JUL/25,FundosNet/B3; documento 950677; Oferta Pública de Distribuição de Cotas; Aviso ao Mercado,156,revisto — suporte estrutural total localizado,Leitura documental revisada; suporte total/combinado registrado com asterisco e separado do mínimo júnior.
57259989000170,1016583,2025-10-16,104,,N/D,"N/D — o regulamento foi lido integralmente; não foi isolado mínimo específico de cotas subordinadas júnior sobre o PL. A evidência mais próxima usa cotas subordinadas em conjunto, outro denominador, condição de emissão ou não contém percentual comparável.",FundosNet/B3; documento 1016583; referência 2025-10-16; p. 104,suporte_total_pl,20.0,"20,0%*","Cotas subordinadas totais / PL, mínimo de 20,0%.*",direto no regulamento,true,Suporte total ou combinado; não representa mínimo júnior isolado.,2025-10-29,OUT/25,FundosNet/B3; documento 1024476; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,170,revisto — suporte estrutural total localizado,Leitura documental revisada; suporte total/combinado registrado com asterisco e separado do mínimo júnior.
58171340000165,861191,2025-03-13,51,1.0,"1,0%","Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 1,0%.",FundosNet/B3; documento 861191; referência 2025-03-13; p. 51,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2025-12-22,DEZ/25,FundosNet/B3; documento 1067840; Oferta Pública de Distribuição de Cotas; Anúncio de Início,154,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
51554551000138,1261911,2026-06-18,71,,N/D,"N/D — o regulamento foi lido integralmente; não foi isolado mínimo específico de cotas subordinadas júnior sobre o PL. A evidência mais próxima usa cotas subordinadas em conjunto, outro denominador, condição de emissão ou não contém percentual comparável.",FundosNet/B3; documento 1261911; referência 2026-06-18; p. 71,suporte_combinado_pl,25.0,"25,0%*","Cotas mezanino e júnior / PL, suporte combinado mínimo de 25,0%; existe mínimo júnior absoluto de R$ 10 milhões.*",direto no regulamento,true,Suporte total ou combinado; não representa mínimo júnior isolado.,2026-02-23,FEV/26,FundosNet/B3; documento 1126481; Atos de Deliberação do Administrador; Instrumento Particular de Emissão de Cotas,178,revisto — suporte estrutural total localizado,Leitura documental revisada; suporte total/combinado registrado com asterisco e separado do mínimo júnior.
57752597000148,1200681,2026-05-21,44,30.0,"30,0%","Totalidade das cotas subordinadas júnior / PL, mínimo de 30,0%.",FundosNet/B3; documento 1200681; referência 2026-05-21; p. 44,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2026-05-21,MAI/26,FundosNet/B3; documento 1200727; Atos de Deliberação do Administrador; Instrumento Particular de Emissão de Cotas,111,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
47425750000179,1237988,2026-07-02,30,25.0,"25,0% (50,0% × 50,0%)","Mínimo júnior calculado: subordinadas = 50,0% do PL e júnior = 50,0% das subordinadas.",FundosNet/B3; documento 1237988; referência 2026-07-02; p. 30,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2025-01-20,JAN/25,FundosNet/B3; documento 824155; Oferta Pública de Distribuição de Cotas; Anúncio de Início,76,revisto — mínimo júnior calculado de cláusulas contratuais,Leitura integral automatizada do regulamento; fórmula e página revisadas.
37035970000132,1187379,2026-05-12,43,30.0,"30,0% (40,0% × 75,0%)","Mínimo júnior calculado: subordinadas = 40,0% do PL e júnior = 75,0% das subordinadas.",FundosNet/B3; documento 1187379; referência 2026-05-12; p. 43,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2026-05-26,MAI/26,FundosNet/B3; documento 1203784; Oferta Pública de Distribuição de Cotas; Anúncio de Início,74,revisto — mínimo júnior calculado de cláusulas contratuais,Leitura integral automatizada do regulamento; fórmula e página revisadas.
17468142000180,1157934,2026-04-09,102,15.0,"15,0%","Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 15,0%.",FundosNet/B3; documento 1157934; referência 2026-04-09; p. 102,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2026-05-05,MAI/26,FundosNet/B3; documento 1180419; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,156,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
29492605000129,1117213,2026-02-12,44,51.0,"51,0%","O regulamento contém apenas cotas seniores e juniores; índice de subordinação mínimo de 51,0%.",FundosNet/B3; documento 1117213; referência 2026-02-12; p. 44,junior_pl,51.0,"51,0%","O regulamento contém apenas cotas seniores e juniores; índice de subordinação mínimo de 51,0%.",direto no regulamento,true,Estrutura documental com cotas seniores e juniores; a métrica atual e o piso usam o total subordinado sobre o PL.,N/D,N/D,N/D — ato de emissão não localizado,83,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
31739396000117,1146939,2026-03-27,39,0.5,"0,50%","Cotas subordinadas júnior / PL, mínimo de 0,5%.",FundosNet/B3; documento 1146939; referência 2026-03-27; p. 39,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2026-01-20,JAN/26,FundosNet/B3; documento 1088682; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,102,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
26749095000134,1061833,2025-11-19,152,10.0,"10,0%; 15,0% se atraso > 6%","Cotas júnior / PL, mínimo de 10,0%; passa a 15,0% quando o atraso supera 6,0%.",FundosNet/B3; documento 1061833; referência 2025-11-19; p. 152,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega mais de uma classe subordinada ou usa denominador distinto.,2026-07-21,JUL/26,FundosNet/B3; documento 1261463; Oferta Pública de Distribuição de Cotas; Aviso ao Mercado,10,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
62393829000159,1242436,2026-07-08,40–41,5.0,"5,0%","Cotas subordinadas júnior / PL, mínimo regular de 5,0%; transição temporária de 3,0% encerrada.",FundosNet/B3; documento 1242436; referência 2026-07-08; p. 40–41,junior_pl,5.0,"5,0%","Cotas subordinadas júnior / PL, mínimo regular de 5,0%; transição temporária de 3,0% encerrada.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2026-01-21,JAN/26,FundosNet/B3; documento 1089672; Oferta Pública de Distribuição de Cotas; Anúncio de Início,85,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
47640584000123,930974,2025-06-13,91,10.0,"10,0% → 12,5% após 24 meses","Cotas júnior / PL ajustado: 10,0% até o 24º mês e 12,5% após esse período.",FundosNet/B3; documento 930974; referência 2025-06-13; p. 91,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2025-08-26,AGO/25,FundosNet/B3; documento 987672; Atos de Deliberação do Administrador; Instrumento Particular de Emissão de Cotas,112,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
57028406000108,1202319,2026-05-21,112,2.0,"2,0%","Índice de Subordinação das cotas júnior / PL, mínimo de 2,0%.",FundosNet/B3; documento 1202319; referência 2026-05-21; p. 112,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2024-12-06,DEZ/24,FundosNet/B3; documento 796086; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,144,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
31570767000180,1203635,2026-05-25,39,5.0,"5,0%","Cotas subordinadas júnior / PL, mínimo de 5,0%.",FundosNet/B3; documento 1203635; referência 2026-05-25; p. 39,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2026-07-17,JUL/26,FundosNet/B3; documento 1251803; Atos de Deliberação do Administrador; Instrumento Particular de Emissão de Cotas,80,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
54464892000100,884293,2025-04-23,85–86,3.5,"3,5% no investimento; 5,0% depois","Cotas júnior / PL, mínimo de 3,5% no período de investimento e 5,0% depois.",FundosNet/B3; documento 884293; referência 2025-04-23; p. 85–86,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega mais de uma classe subordinada ou usa denominador distinto.,2025-06-10,JUN/25,FundosNet/B3; documento 921382; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,5,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
11468186000124,1130308,2026-03-06,47,50.0,"50,0%","Cotas subordinadas júnior / PL, mínimo de 50,0%.",FundosNet/B3; documento 1130308; referência 2026-03-06; p. 47,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2026-02-23,FEV/26,FundosNet/B3; documento 1119715; Oferta Pública de Distribuição de Cotas; Anúncio de Início,83,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
43193260000133,1044387,2025-11-17,26,15.0,"15,0%*","Mínimo júnior calculado: subordinadas = 50,0% do PL e júnior = 30,0% das subordinadas.",FundosNet/B3; documento 1044387; referência 2025-11-17; p. 26,junior_pl_calculado,50.0,"50,0%*","Cotas subordinadas totais / PL, mínimo de 50,0%.*","calculado: 50,0% × 30,0%",false,Mínimo júnior isolado; a subordinação atual disponível agrega mais de uma classe subordinada ou usa denominador distinto.,2023-05-29,MAI/23,FundosNet/B3; documento 470871; Oferta Pública de Distribuição de Cotas; Aviso ao Mercado,72,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
58152340000118,1191019,2026-05-14,105,30.0,"30,0%","Cotas subordinadas / PL, mínimo de 30,0%; estrutura com uma única classe residual.",FundosNet/B3; documento 1191019; referência 2026-05-14; p. 105,junior_pl,30.0,"30,0%","Cotas subordinadas / PL, mínimo de 30,0%; estrutura com uma única classe residual.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2026-01-29,JAN/26,FundosNet/B3; documento 1096187; Oferta Pública de Distribuição de Cotas; Anúncio de Início,117,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
52340225000190,1171206,2026-03-25,77,7.5,"7,50%","Índice de Subordinação Mezanino B: cotas júnior / PL, mínimo de 7,5%.",FundosNet/B3; documento 1171206; referência 2026-03-25; p. 77,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2026-07-08,JUL/26,FundosNet/B3; documento 1242464; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,103,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
63546406000194,1130481,2026-03-05,142,1.5,"1,5% inicial; meta 2,5%","Cotas júnior / PL sem efeito de derivativos: mínimo inicial de 1,5%; meta de 2,5%.",FundosNet/B3; documento 1130481; referência 2026-03-05; p. 142,junior_pl,,,,direto no regulamento,false,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,2026-04-22,ABR/26,FundosNet/B3; documento 1172101; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,183,revisto — mínimo júnior localizado,Leitura integral automatizada do regulamento; fórmula e página revisadas.
37294759000134,927443,2026-07-10,110,,N/D,"N/D — o regulamento foi lido integralmente; não foi isolado mínimo específico de cotas subordinadas júnior sobre o PL. A evidência mais próxima usa cotas subordinadas em conjunto, outro denominador, condição de emissão ou não contém percentual comparável.",FundosNet/B3; documento 927443; referência 2026-07-10; p. 110,suporte_total_pl,4.7619047619,"4,76%*","Suporte total implícito na relação PL / cotas seniores de 105,0%.*","calculado: 1 − 1/1,05",true,Suporte total ou combinado; não representa mínimo júnior isolado.,2026-07-10,JUL/26,FundosNet/B3; documento 1243617; Oferta Pública de Distribuição de Cotas; Anúncio de Encerramento,8,revisto — suporte estrutural total localizado,Leitura documental revisada; suporte total/combinado registrado com asterisco e separado do mínimo júnior.
42085830000109,966441,2025-07-24,99,3.0,"3,0%","Cotas subordinadas / PL, mínimo de 3,0%; estrutura com uma única classe residual.",FundosNet/B3; documento 966441; referência 2025-07-24; p. 99,junior_pl,3.0,"3,0%","Cotas subordinadas / PL, mínimo de 3,0%; estrutura com uma única classe residual.",direto no regulamento,true,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,2021-05-20,MAI/21,FundosNet/B3; documento 257874; Atos de Deliberação do Administrador; Instrumento Particular de Constituição/Encerramento do Fundo,116,revisto — mínimo júnior localizado,"Leitura documental revisada; valor, natureza da métrica e comparabilidade de tranche registrados."
