review_scope,rank_reference,cnpj_fundo,nome_fidc,pl_max,competencia_pl_max,competencias_observadas,tipo_anbima_oficial,foco_anbima_oficial,document_id,document_reference_date,document_url,local_path,documentos_lidos,paginas_lidas,pagina_clausula,cedent_originator_explicit,evidence_summary,tipo_anbima_sugerido,foco_anbima_sugerido,tabela_ii_sugerida_documental,taxonomia_funcional_n1_sugerida,taxonomia_funcional_n2_sugerida,decision_status,confianca_documental,justificativa_curta,family_scores,perimeter_proposal,is_fic_fidc_suggested,manual_validation_reason,reading_method,source_limitations
outros_expansao_documental,Outros — PL máximo em 2024-12,32510444000163,G5 EO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,97997710.40,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,580971,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=32510444000163,data/raw/industry_outros_reclassification/32510444000163/580971_regulamento.pdf,regulamento 580971,55,"regulamento 580971 p. 11, regulamento 580971 p. 11",,"regulamento 580971 p. 11 [crédito imobiliário]: S, CERTIFICADOS DE RECEBIVEIS IMOBILIARIOS (CRI’S), CERTIFICADOS DE RECEBIVEIS AGRONEGOCIO (CRA’S), DEBENTURES, NOTAS PROMISSORIAS, CEDULAS DE CREDITO BANCARIO (CCB’S), CEDULAS DE CREDITO IMOBILIARIO (CCI’S), CEDULAS DE PRODUTOR RURAL FINANCEIRA (CPRF’S); DEBENTURES (B) CONTRATOS EM GERAL; (C) PRECATORIOS; (D) TODO E QUALQUER INSTRUMENTO REPRESENTATIVO DE CREDITO. 10.2 ADICIONALMENTE OS DIREITOS CREDITORIOS PODERAO: | regulamento 580971 p. 11 [precatórios e requisitórios contra entes públicos]: AS PROMISSORIAS, CEDULAS DE CREDITO BANCARIO (CCB’S), CEDULAS DE CREDITO IMOBILIARIO (CCI’S), CEDULAS DE PRODUTOR RURAL FINANCEIRA (CPRF’S); DEBENTURES (B) CONTRATOS EM GERAL; (C) PRECATORIOS; (D) TODO E QUALQUER INSTRUMENTO REPRESENTATIVO DE CREDITO. 10.2 ADICIONALMENTE OS DIREITOS CREDITORIOS PODERAO: || CEDENTE/ORIGINADOR: regulamento 580971 p. 34: CEDENTE SERA ATRIBUIDA SOMENTE AS COTAS SUBORDINADAS, RAZAO PELA QUAL ESTAS COTAS PODERAO APRESENTAR VALORES DIFERENTES DAS COTAS SENIORES",Financeiro,Crédito Imobiliário,Imobiliário,Imobiliário,Imobiliário,aprovado,alta,"A família crédito imobiliário domina a definição do lastro (escore 24.0 contra 8.8 da família seguinte), com as ocorrências concentradas em definições, política de investimento e critérios de elegibilidade.",crédito imobiliário=24.0; precatórios e requisitórios contra entes públicos=8.8; agronegócio=8.0,,False,,leitura_pagina_a_pagina_regulamento,A conclusão descreve o mandato permitido pelo regulamento; a materialidade efetiva depende da carteira da competência.
outros_expansao_documental,Outros — PL máximo em 2023-12,40063188000131,ASA DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,97963178.98,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Recuperação,843658,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=40063188000131,data/raw/industry_outros_reclassification/40063188000131/843658_regulamento.pdf,regulamento 843658,73,regulamento 843658 p. 14,,"regulamento 843658 p. 14 [precatórios e requisitórios contra entes públicos]: A CLASSIFICADO COMO FUNDO DE INVESTIMENTO DE LONGO PRAZO; XVII. NA GESTAO DE CLASSES DE COTAS DESTINADAS AO PUBLICO EM GERAL OU A INVESTIDORES QUALIFICADOS QUE APLICAM RECURSOS EM PRECATORIOS FEDERAIS: A) SE CERTIFICAR ACERCA DA INEXISTENCIA DE IMPUGNACOES, PODENDO CONTRATAR SERVICOS DE ADVOCACIA EM NOME DO FUNDO E AS EXPENSAS DA CLASSE, PARA ATUAR NA DEFESA DOS INTERESSES REFERENTES AOS PRECATORIOS, INCLUINDO REPRESENTACAO JUDICIAL E MONITORAMENTO DE TAIS DIREITOS CREDITORIOS; E B) PREVIAMENTE A CADA AQUI || CEDENTE/ORIGINADOR: regulamento 843658 p. 13: CEDENTE E SUAS RESPECTIVAS PARTES RELACIONADAS, TAL COMO DEFINIDO PELAS REGRAS CONTABEIS QUE TRATAM DESTE ASSUNTO , EXCETO CONFORME PREVISAO DOS §§ 3O E 4O DO ARTIGO 32 DO ANEXO NORMATIVO II",Outros,Poder Público,Ações judiciais,Judicial/Precatórios/NPL,Precatórios/direitos judiciais,aprovado,alta,"A família precatórios e requisitórios contra entes públicos domina a definição do lastro (escore 116.0 contra 7.0 da família seguinte), com as ocorrências concentradas em definições, política de investimento e critérios de elegibilidade.",precatórios e requisitórios contra entes públicos=116.0; CCB e capital de giro=7.0; banco emissor / cartão de crédito=5.0; agronegócio=3.5; crédito corporativo / mercado de capitais=2.5; recebíveis comerciais / multissetorial=2.5,,False,,leitura_pagina_a_pagina_regulamento,A conclusão descreve o mandato permitido pelo regulamento; a materialidade efetiva depende da carteira da competência.
outros_expansao_documental,Outros — PL máximo em 2023-12,22443425000108,ITAPEVA X MULTICARTEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,97765830.26,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,960519,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=22443425000108,data/raw/industry_outros_reclassification/22443425000108/960519_regulamento.pdf,regulamento 960519,58,"regulamento 960519 p. 12, regulamento 960519 p. 12",,"regulamento 960519 p. 12 [crédito imobiliário]: CERTIFICADOS DE DIREITOS CREDITORIOS DO AGRONEGOCIO, LETRAS DE CREDITO DO AGRONEGOCIO, CERTIFICADOS DE RECEBIVEIS DO AGRONEGOCIO, LETRAS DE CAMBIO, DUPLICATAS, CHEQUES, CEDULAS DE CREDITO IMOBILIARIO, CERTIFICADOS DE RECEBIVEIS IMOBILIARIOS, | regulamento 960519 p. 12 [agronegócio]: OR DEBENTURES, CEDULAS DE DEBENTURES, NOTAS COMERCIAIS, NOTAS PROMISSORIAS, CEDULAS DE CREDITO BANCARIO, CERTIFICADOS DE DEPOSITO BANCARIO, CERTIFICADOS DE DIREITOS CREDITORIOS DO AGRONEGOCIO, LETRAS DE CREDITO DO AGRONEGOCIO, CERTIFICADOS DE RECEBIVEIS DO AGRONEGOCIO, LETRAS DE CAMBIO, DUPLICATAS, CHEQUES, CEDULAS DE CREDITO IMOBILIARIO, CERTIFICADOS DE RECEBIVEIS IMOBILIARIOS, || CEDENTE/ORIGINADOR: regulamento 960519 p. 11: CEDENTE E MULTIORIGINADOR, SEM CONCENTRACAO ESPECIFICA NESSE SENTIDO, OS DIFERENTES PROCESSOS DE ORIGEM DOS DIREITOS CREDITORIOS E AS POLITICAS DE CONCESSAO DE CREDITO ESPECIFICAS ADOTADAS P",Financeiro,Crédito Imobiliário,Imobiliário,Imobiliário,Imobiliário,em_revisao,baixa,"A família crédito imobiliário lidera a evidência documental (escore 15.0), mas a família seguinte permanece próxima (12.0); a predominância não é conclusiva.",crédito imobiliário=15.0; agronegócio=12.0; créditos inadimplidos / NPL=5.0; receitas e dívidas do poder público=2.5; direitos judiciais privados=2.5,,False,Medir a materialidade por família na carteira antes de fechar a reclassificação.,leitura_pagina_a_pagina_regulamento,Duas famílias concorrentes com evidência comparável no mesmo regulamento.
outros_expansao_documental,Outros — PL máximo em 2026-06,61194816000198,B100 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,97674686.90,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,1107879,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=61194816000198,data/raw/industry_outros_reclassification/61194816000198/1107879_regulamento.pdf,regulamento 1107879,52,regulamento 1107879 p. 45,,"regulamento 1107879 p. 45 [recebíveis comerciais / multissetorial]: .: +55 (11) 2172-2600 | OUVIDORIA: 0800 0000 129 | PLANNER.COM.BR FUNDO PODE ADQUIRIR DIREITOS CREDITORIOS FORMALIZADOS ATRAVES DE CARACTERES EMITIDOS EM COMPUTADOR, DENTRE ELES A DUPLICATA DIGITAL. ESSA E UMA MODALIDADE RECENTE DE TITULO CAMBIARIO QUE SE CARACTERIZA PELA EMISSAO EM MEIO MAGNETICO, OU SEJA, NAO HA A EMISSAO DA DUPLICATA EM PAPEL. NAO EXISTE UM ENTENDIMENTO UNIFORME DA DOUTRINA, BEM COMO DA JURISPRUDENCIA BRASILEIRA QUANTO A POSSIBILIDADE DO ENDOSSO VIRTUAL, ISTO PORQUE A DUPLICATA POSSUI","Agro, Indústria e Comércio",Recebíveis Comerciais,Comercial,Crédito PJ,Recebíveis comerciais/multissetorial,aprovado,alta,"A família recebíveis comerciais / multissetorial domina a definição do lastro (escore 15.0 contra 3.5 da família seguinte), com as ocorrências concentradas em definições, política de investimento e critérios de elegibilidade.",recebíveis comerciais / multissetorial=15.0; precatórios e requisitórios contra entes públicos=3.5; créditos inadimplidos / NPL=2.5; receitas e dívidas do poder público=2.0,,False,,leitura_pagina_a_pagina_regulamento,A conclusão descreve o mandato permitido pelo regulamento; a materialidade efetiva depende da carteira da competência.
outros_expansao_documental,Outros — PL máximo em 2026-06,62058146000145,SIRIUS FUNDO DE INVESTIMENTO EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,97190543.06,2026-06,"2026-06, 2025-12",N/D,N/D,,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=62058146000145,,,0,N/D,,,,,,,,pendente,baixa,Nenhum documento com camada de texto foi obtido; a leitura documental não pôde ser concluída.,,,False,Reprocessar quando houver documento legível.,sem_documento,Regulamento ausente no FundosNet ou PDF sem texto extraível.
outros_expansao_documental,Outros — PL máximo em 2023-12,33079358000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SILVERSTONES,97176925.49,2023-12,"2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,764509,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=33079358000100,data/raw/industry_outros_reclassification/33079358000100/764509_regulamento.pdf,regulamento 764509,60,regulamento 764509 p. 18,,"regulamento 764509 p. 18 [precatórios e requisitórios contra entes públicos]: ONSIDERANDO, NO MINIMO, PAGAMENTOS, PRE- PAGAMENTOS E INADIMPLENCIA. (X) NA GESTAO DE CLASSES DESTINADAS AO PUBLICO EM GERAL OU A INVESTIDORES QUALIFICADOS QUE APLICAM RECURSOS EM PRECATORIOS FEDERAIS: A. SE CERTIFICAR ACERCA DA INEXISTENCIA DE IMPUGNACOES, PODENDO CONTRATAR SERVICOS DE ADVOCACIA EM NOME DO FUNDO E AS EXPENSAS DA CLASSE, PARA ATUAR NA DEFESA DOS INTERESSES REFERENTES AOS PRECATORIOS, INCLUINDO REPRESENTACAO JUDICIAL E MONITORAMENTO DE TAIS DIREITOS CREDITORIOS; E B. PREVIAMENTE A CADA AQUI || CEDENTE/ORIGINADOR: regulamento 764509 p. 34: CEDENTE SERA RESPONSAVEL POR DAR CIENCIA AS RESPECTIVAS DEVEDORAS ACERCA DA CESSAO DOS DIREITOS DE CREDITO AO FUNDO, NOS TERMOS DO ARTIGO 290 DO CODIGO CIVIL, FICANDO O GESTOR RESPONSAVEL POR V",Outros,Poder Público,Ações judiciais,Judicial/Precatórios/NPL,Precatórios/direitos judiciais,aprovado,alta,"A família precatórios e requisitórios contra entes públicos domina a definição do lastro (escore 35.2 contra 0.0 da família seguinte), com as ocorrências concentradas em definições, política de investimento e critérios de elegibilidade.",precatórios e requisitórios contra entes públicos=35.2,,False,,leitura_pagina_a_pagina_regulamento,A conclusão descreve o mandato permitido pelo regulamento; a materialidade efetiva depende da carteira da competência.
outros_expansao_documental,Outros — PL máximo em 2026-06,51863647000188,SOLUMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,97047493.27,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,1166901,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=51863647000188,data/raw/industry_outros_reclassification/51863647000188/1166901_regulamento.pdf,regulamento 1166901,68,regulamento 1166901 p. 19,,"regulamento 1166901 p. 19 [precatórios e requisitórios contra entes públicos]: CONSIDERANDO, NO MINIMO, PAGAMENTOS, PRE-PAGAMENTOS E INADIMPLENCIA. (X) NA GESTAO DE CLASSES DESTINADAS AO PUBLICO EM GERAL OU A INVESTIDORES QUALIFICADOS QUE APLICAM RECURSOS EM PRECATORIOS FEDERAIS: A. SE CERTIFICAR ACERCA DA INEXISTENCIA DE IMPUGNACOES, PODENDO CONTRATAR SERVICOS DE ADVOCACIA EM NOME DO FUNDO E AS EXPENSAS DA CLASSE, PARA ATUAR NA DEFESA DOS INTERESSES REFERENTES AOS PRECATORIOS, INCLUINDO REPRESENTACAO JUDICIAL E MONITORAMENTO DE TAIS DIREITOS CREDITORIOS; E B. PREVIAMENTE A CADA AQUI",Outros,Poder Público,Ações judiciais,Judicial/Precatórios/NPL,Precatórios/direitos judiciais,aprovado,alta,"A família precatórios e requisitórios contra entes públicos domina a definição do lastro (escore 28.2 contra 0.0 da família seguinte), com as ocorrências concentradas em definições, política de investimento e critérios de elegibilidade.",precatórios e requisitórios contra entes públicos=28.2,,False,,leitura_pagina_a_pagina_regulamento,A conclusão descreve o mandato permitido pelo regulamento; a materialidade efetiva depende da carteira da competência.
outros_expansao_documental,Outros — PL máximo em 2026-06,19686540000107,SG 4870 III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,96668140.13,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,686322,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=19686540000107,data/raw/industry_outros_reclassification/19686540000107/686322_regulamento.pdf,regulamento 686322,58,regulamento 686322 p. 29,,"regulamento 686322 p. 29 [precatórios e requisitórios contra entes públicos]: 8 - BTGPACTUAL.COM 20 (XI) INADIMPLEMENTO NO PAGAMENTO DOS DIREITOS CREDITORIOS; (XII) MUDANCAS OU ALTERACOES PROCESSUAIS NAS ACOES JUDICIAIS E NAS DEMAIS DEMANDAS RELATIVAS AO(S) PRECATORIO(S) E AOS DIREITOS CREDITORIOS QUE AFETEM NEGATIVAMENTE O EQUILIBRIO ECONOMICO-FINANCEIRO DA CLASSE E/OU ONEREM EXCESSIVAMENTE A CONSECUCAO DO SEU OBJETIVO, INFORMADAS AO ADMINISTRADOR PELO GESTOR; (XIII) QUALQUER MODIFICACAO SUBSTANCIAL NA LEGISLACAO QUE PROMOVA ALTERACOES NOS MECANISMOS E PROCEDIMENTOS DE PAGAMENTOS  || CEDENTE/ORIGINADOR: regulamento 686322 p. 9: CEDENTE E OS COTISTAS",Outros,Poder Público,Ações judiciais,Judicial/Precatórios/NPL,Precatórios/direitos judiciais,aprovado,alta,"A família precatórios e requisitórios contra entes públicos domina a definição do lastro (escore 143.1 contra 0.0 da família seguinte), com as ocorrências concentradas em definições, política de investimento e critérios de elegibilidade.",precatórios e requisitórios contra entes públicos=143.1,,False,,leitura_pagina_a_pagina_regulamento,A conclusão descreve o mandato permitido pelo regulamento; a materialidade efetiva depende da carteira da competência.
outros_expansao_documental,Outros — PL máximo em 2026-06,49744510000162,ALGARVE AMAZÔNIA FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA,96657597.42,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,434154,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=49744510000162,data/raw/industry_outros_reclassification/49744510000162/434154_regulamento.pdf,regulamento 434154,33,N/D,,,Outros,Multicarteira Outros,N/D,Multissetorial / Outros,Multicarteira outros,em_revisao,baixa,"O documento foi lido integralmente, mas nenhuma família de direitos creditórios atingiu evidência suficiente na definição do lastro, na política de investimento ou nos critérios de elegibilidade.",,,True,"Confirmar o lastro predominante com prospecto, suplemento ou anexo descritivo antes de reclassificar.",leitura_pagina_a_pagina_regulamento,O regulamento não individualiza o lastro em cláusula decisiva.
outros_expansao_documental,Outros — PL máximo em 2026-06,53465254000141,CORAM DEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,96511607.20,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,882787,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=53465254000141,data/raw/industry_outros_reclassification/53465254000141/882787_regulamento.pdf,regulamento 882787,60,"regulamento 882787 p. 5, regulamento 882787 p. 6, regulamento 882787 p. 6",,"regulamento 882787 p. 5 [banco emissor / cartão de crédito]: ORMAR, PODENDO SER REPRESENTADOS, SEM LIMITACAO, POR: (A) CCBS COM ENDOSSO EM PRETO AO FUNDO, (B) CONTRATOS DE CESSAO, (C) TERMOS DE CESSAO, (D) CARNES, (E) BOLETOS BANCARIOS, (F) FATURAS DE CARTAO DE CREDITO, (G) CONTRATOS DE COMPRA E VENDA A PRAZO, CLICKSIGN 8A06F61E-36E0-43C9-8E2F-C4B557C9D247 | regulamento 882787 p. 6 [crédito corporativo / mercado de capitais]: TRATOS DE EMPRESTIMO, COMUM OU CONSIGNADO, E FINANCIAMENTO, (J) NOTAS FISCAIS, (K) DUPLICATAS COM REGISTRO EM AGENTE DE COBRANCA, (L) NOTAS PROMISSORIAS, (M) NOTAS COMERCIAIS, (N) DEBENTURES, (O) CERTIFICADOS DE RECEBIVEIS, (P) CHEQUES E (Q) TODO E QUALQUER OUTRO DOCUMENTO REPRESENTATIVO DOS DIREITOS DE CREDITO ORIGINADOS PELOS CEDENTES, INCLUINDO TODA E QUALQUER GARANTIA REAL OU FIDEJUSSORIA ACESSORIA. “DIREITOS CREDITORIOS ADQUIRIDOS” SIGNIFICAM OS DIREITOS CREDITORIOS ELEGIVEIS ADQUIRIDOS PELO FUNDO. “ | regulamento 882787 p. 6 [recebíveis comerciais / multissetorial]: WWW.MONETAR.COM.BR 0800 940 0006 +55 11 3165 6065 (H) CONTRATOS DE PRESTACAO DE SERVICOS, (I) CONTRATOS DE EMPRESTIMO, COMUM OU CONSIGNADO, E FINANCIAMENTO, (J) NOTAS FISCAIS, (K) DUPLICATAS COM REGISTRO EM AGENTE DE COBRANCA, (L) NOTAS PROMISSORIAS, (M) NOTAS COMERCIAIS, (N) DEBENTURES, (O) CERTIFICADOS DE RECEBIVEIS, (P) CHEQUES E (Q) TODO E QUALQUER OUTRO DOCUMENTO REPRESENTATIVO DOS DIREITOS DE CREDITO ORIGINADOS PELOS CEDENTES, INCLUINDO TODA E QUALQUER GARANTIA REAL OU FIDEJUSSORIA ACESSORIA. “DIREI",Outros,Multicarteira Outros,N/D,Multissetorial / Outros,Multicarteira outros,aprovado,media,O mandato enumera 5 famílias de direitos creditórios sem predominância de um único tipo ANBIMA; a classificação multicarteira Outros é a leitura correta.,banco emissor / cartão de crédito=14.0; crédito corporativo / mercado de capitais=10.0; recebíveis comerciais / multissetorial=10.0; CCB e capital de giro=10.0; direitos judiciais privados=10.0; receitas e dívidas do poder público=0.7,,False,,leitura_pagina_a_pagina_regulamento,Mandato multicarteira sem predominância mensurável no documento.
outros_expansao_documental,Outros — PL máximo em 2026-06,50706970000185,MONTBLANC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,96379154.02,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,751321,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=50706970000185,data/raw/industry_outros_reclassification/50706970000185/751321_regulamento.pdf,regulamento 751321,76,"regulamento 751321 p. 51, regulamento 751321 p. 52",,"regulamento 751321 p. 51 [crédito imobiliário]: O DE SERVICOS REPRESENTADOS POR (A) TITULOS DE CREDITO, TAIS COMO MAS NAO LIMITADAMENTE A DUPLICATAS, NOTAS PROMISSORIAS, NOTAS COMERCIAIS, CEDULAS DE CREDITO BANCARIO, CEDULAS DE CREDITO IMOBILIARIO, CEDULAS DE PRODUTOR RURAL, (B) TODO E QUALQUER INSTRUMENTO REPRESENTATIVO DE CREDITO, DESDE QUE APROVADO PELA ADMINISTRADORA E GESTORA NO QUE DIZ RESPEITO AS SUAS RESPECTIVAS ESFERAS DE ANALISE; (C) COTAS DE EMISSAO DE FIDCS; (D) OS DIREITOS CREDITORIOS INDICADOS NAS ALINEAS ANTERIORES DIREITOS CREDITORIOS NAO-PADRON | regulamento 751321 p. 52 [receitas e dívidas do poder público]: MISSADAS LASTREADAS EM TITULOS PUBLICOS FEDERAIS; EC) COTAS DE FUNDOS QUE POSSUAM COMO POLITICA DE INVESTIMENTO A ALOCACAO 7.6.AS APLICACOES EM DIREITOS CREDITORIOS DECORRENTES DE RECEITAS PUBLICAS ORIGINARIAS OU DERIVADAS DA UNIAO, DOS ESTADOS, DO DISTRITO FEDERAL E DOS MUNICIPIOS OU DE SUAS AUTARQUIAS E FUNDACOES, ASSIM COMO EM DIREITOS CREDITORIOS CEDIDOS OU ORIGINADOS POR EMPRESAS CONTROLADAS PELO PODER PUBLICO, NAO ESTAO SUBMETIDAS AO LIMITE DE CONCENTRACAO POR EMISSOR PREVISTO ACIMA.7.7.AS CESSOES DE DIREI",Financeiro,Crédito Imobiliário,Imobiliário,Imobiliário,Imobiliário,aprovado,media,"A família crédito imobiliário domina a definição do lastro (escore 12.0 contra 7.0 da família seguinte), com as ocorrências concentradas em definições, política de investimento e critérios de elegibilidade.",crédito imobiliário=12.0; receitas e dívidas do poder público=7.0; agronegócio=4.0,,False,,leitura_pagina_a_pagina_regulamento,A conclusão descreve o mandato permitido pelo regulamento; a materialidade efetiva depende da carteira da competência.
outros_expansao_documental,Outros — PL máximo em 2026-06,47117653000119,CERUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,96216186.10,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,1150578,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=47117653000119,data/raw/industry_outros_reclassification/47117653000119/1150578_regulamento.pdf,regulamento 1150578,68,"regulamento 1150578 p. 32, regulamento 1150578 p. 21",,"regulamento 1150578 p. 32 [CCB e capital de giro]: S CEDENTES ESPECIAIS, CARACTERIZADOS NO ITEM 6.2.1 ABAIXO, PARA OS QUAIS A AQUISICAO PODERA SER DE ATE 100% (CEM POR CENTO) DO PATRIMONIO LIQUIDO DO FUNDO SENDO CERTO QUE, O ATIVO CEDULAS DE CREDITO BANCARIOS (“CCB”) NAO SERA CONSIDERADO NESSE CRITERIO; IV- A CLASSE NAO PODERA ADQUIRIR DIREITOS CREDITORIOS VENCIDOS; V- O PRAZO MAXIMO DOS INSTRUMENTOS E/OU CONTRATOS QUE TENHAM COMO CREDOR ORIGINAL, INSTITUICAO FINANCEIRA, INSTRUMENTOS E/OU CONTRATOS QUE SEJAM EMITIDOS POR INSTITUICAO FINANCEIRA, ESPECIFICAMENTE CCB S, DEVE | regulamento 1150578 p. 21 [precatórios e requisitórios contra entes públicos]: ATORIO TRIMESTRAL DA GESTORA A QUE SE REFERE O § 3O DO ARTIGO 27 DO ANEXO II DA RESOLUCAO CVM 175; E) QUANDO APLICAVEL, NO CASO DE CLASSE DESTINADA AO PUBLICO EM GERAL QUE ADQUIRA PRECATORIOS FEDERAIS: 1. SE O PRECATORIO PERMANECE NA ORDEM DE PAGAMENTO DA UNIAO; E || CEDENTE/ORIGINADOR: regulamento 1150578 p. 35: CEDENTE E A CLASSE; F) VERIFICACAO DE RESTRICAO DE CREDITO DOS SACADOS EM RELATORIOS DE BUREAUS DE CREDITO, QUANDO A CONSULTORA JULGAR NECESSARIO",Financeiro,Multicarteira Financeiro,Financeiro,Crédito PJ,CCB/Notas comerciais/Capital de giro,aprovado,media,"A família CCB e capital de giro domina a definição do lastro (escore 35.0 contra 21.0 da família seguinte), com as ocorrências concentradas em definições, política de investimento e critérios de elegibilidade.",CCB e capital de giro=35.0; precatórios e requisitórios contra entes públicos=21.0; recebíveis comerciais / multissetorial=10.0; crédito corporativo / mercado de capitais=2.5,,False,,leitura_pagina_a_pagina_regulamento,A conclusão descreve o mandato permitido pelo regulamento; a materialidade efetiva depende da carteira da competência.
outros_expansao_documental,Outros — PL máximo em 2024-12,39273569000166,REAL CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,96018935.14,2024-12,"2024-12, 2023-12",Outros,N/D,872133,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=39273569000166,data/raw/industry_outros_reclassification/39273569000166/872133_regulamento.pdf,regulamento 872133,57,regulamento 872133 p. 16,,"regulamento 872133 p. 16 [precatórios e requisitórios contra entes públicos]: CONSIDERANDO, NO MINIMO, PAGAMENTOS, PRE-PAGAMENTOS E INADIMPLENCIA. (X) NA GESTAO DE CLASSES DESTINADAS AO PUBLICO EM GERAL OU A INVESTIDORES QUALIFICADOS QUE APLICAM RECURSOS EM PRECATORIOS FEDERAIS: A. SE CERTIFICAR ACERCA DA INEXISTENCIA DE IMPUGNACOES, PODENDO CONTRATAR SERVICOS DE ADVOCACIA EM NOME DO FUNDO E AS EXPENSAS DA CLASSE, PARA ATUAR NA DEFESA DOS INTERESSES REFERENTES AOS PRECATORIOS, INCLUINDO REPRESENTACAO JUDICIAL E MONITORAMENTO DE TAIS DIREITOS CREDITORIOS; E B. PREVIAMENTE A CADA AQUI || CEDENTE/ORIGINADOR: regulamento 872133 p. 38: CEDENTE E CESSIONARIO",Outros,Poder Público,Ações judiciais,Judicial/Precatórios/NPL,Precatórios/direitos judiciais,aprovado,alta,"A família precatórios e requisitórios contra entes públicos domina a definição do lastro (escore 28.2 contra 5.0 da família seguinte), com as ocorrências concentradas em definições, política de investimento e critérios de elegibilidade.",precatórios e requisitórios contra entes públicos=28.2; crédito corporativo / mercado de capitais=5.0; recebíveis comerciais / multissetorial=5.0; banco emissor / cartão de crédito=4.0,,False,,leitura_pagina_a_pagina_regulamento,A conclusão descreve o mandato permitido pelo regulamento; a materialidade efetiva depende da carteira da competência.
