bloco,tabela,cnpj,emissao_id,fundo,originador,subordinacao_minima,preco_por_tipo_cota,cedente,sacado,fonte_originador_cedente,fonte_subordinacao,fonte_preco,fonte_sacado,status
slides 10–13,Fomento Mercantil · 2026-06,44229197000100,N/D — tabela no nível do fundo,EUV SP1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=44229197000100,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Fomento Mercantil · 2026-06,23216398000101,N/D — tabela no nível do fundo,MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=23216398000101,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Fomento Mercantil · 2026-06,24504464000101,N/D — tabela no nível do fundo,IOX II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=24504464000101,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Fomento Mercantil · 2026-06,12428086000137,N/D — tabela no nível do fundo,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=12428086000137,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Fomento Mercantil · 2026-06,23200289000198,N/D — tabela no nível do fundo,CF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=23200289000198,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Fomento Mercantil · 2026-06,57833038000162,N/D — tabela no nível do fundo,ALDEBARAN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=57833038000162,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Fomento Mercantil · 2026-06,14166140000149,N/D — tabela no nível do fundo,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIFRA STAR,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=14166140000149,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Fomento Mercantil · 2026-06,63465818000108,N/D — tabela no nível do fundo,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAGOYA - RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=63465818000108,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Fomento Mercantil · 2026-06,08678936000188,N/D — tabela no nível do fundo,SIFRA PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=08678936000188,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Fomento Mercantil · 2026-06,29469420000101,N/D — tabela no nível do fundo,MULTIPLIKE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=29469420000101,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Fomento Mercantil · 2026-06,19388423000159,N/D — tabela no nível do fundo,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,N/D,N/D,N/D,N/D,N/D,N/D — não localizado na curadoria flagship,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Fomento Mercantil · 2026-06,52720932000102,N/D — tabela no nível do fundo,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLIENTES BRF II,N/D,N/D,N/D,N/D,N/D,N/D — não localizado na curadoria flagship,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,"Agro, Indústria e Comércio · 2026-06",09195235000150,N/D — tabela no nível do fundo,FIDC DO SISTEMA PETROBRAS,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=09195235000150,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,"Agro, Indústria e Comércio · 2026-06",52610624000124,N/D — tabela no nível do fundo,AETOS ENERGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=52610624000124,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,"Agro, Indústria e Comércio · 2026-06",21126275000146,N/D — tabela no nível do fundo,VENDA DE VEÍCULOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=21126275000146,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,"Agro, Indústria e Comércio · 2026-06",48349509000170,N/D — tabela no nível do fundo,OCCAM CRÉDITO CORPORATIVO 30 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,Comentário explícito do usuário — tarefa de reclassificação,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,"Agro, Indústria e Comércio · 2026-06",62393829000159,N/D — tabela no nível do fundo,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS MEDICI I - RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=62393829000159,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,"Agro, Indústria e Comércio · 2026-06",11230727000181,N/D — tabela no nível do fundo,FIDC GM - VENDA DE VEÍCULOS,N/D,N/D,N/D,N/D,N/D,FundosNet/B3 — regulamento 700587,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,"Agro, Indústria e Comércio · 2026-06",29492605000129,N/D — tabela no nível do fundo,GAZIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS - RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=29492605000129,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,"Agro, Indústria e Comércio · 2026-06",50095909000149,N/D — tabela no nível do fundo,VITA AUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=50095909000149,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,"Agro, Indústria e Comércio · 2026-06",59356753000187,N/D — tabela no nível do fundo,ER - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ÂMBAR ENERGIA S.A. — CNPJ 01.645.009/0003-84.,N/D,N/D,ÂMBAR ENERGIA S.A. — CNPJ 01.645.009/0003-84.,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=59356753000187,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,"Agro, Indústria e Comércio · 2026-06",47228232000165,N/D — tabela no nível do fundo,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=47228232000165,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,"Agro, Indústria e Comércio · 2026-06",40801446000130,N/D — tabela no nível do fundo,EB VESTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=40801446000130,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,"Agro, Indústria e Comércio · 2026-06",52651831000127,N/D — tabela no nível do fundo,HYUNDAI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,FundosNet/B3 — regulamento 690896,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,"Agro, Indústria e Comércio · 2026-06",53300525000109,N/D — tabela no nível do fundo,IBCB-AF01 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=53300525000109,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,"Agro, Indústria e Comércio · 2026-06",28279473000199,N/D — tabela no nível do fundo,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AUTO-HONDA,N/D,N/D,N/D,N/D,N/D,FundosNet/B3 — regulamento 659783,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,"Agro, Indústria e Comércio · 2026-06",05754060000113,N/D — tabela no nível do fundo,CATERPILLAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SEGMENTO INDUSTRIAL II - RESP LIMITADA,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=05754060000113,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Financeiro · 2026-06,26287464000114,N/D — tabela no nível do fundo,TAPSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,Comentário explícito do usuário — tarefa Adquirência,N/D — documento não disponível nas fontes locais,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Financeiro · 2026-06,62393679000183,N/D — tabela no nível do fundo,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,N/D,"1,0% até D+180; 2,5% após D+180","R$ 1.000,00",N/D,N/D,Comentário explícito do usuário — tarefa Adquirência,FundosNet/B3; documento 1117954; referência 2026-02-19; p. 162–166,1117954_regulamento_regulamento_1117954_2026-02-19.pdf · p.142-145 · 1124808_emissao_emissao_1124808_2026-02-27.pdf | 1117954_regulamento_regulamento_1117954_2026-02-19.pdf · p.153-156 | 1117954_regulamento_regulamento_1117954_2026-02-19.pdf · p.164-166,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Financeiro · 2026-06,63953619000130,N/D — tabela no nível do fundo,CLASSE CONSIGNADO PRIVADO DO MT GLOBAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=63953619000130,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Financeiro · 2026-06,52242420000188,N/D — tabela no nível do fundo,BTG PACTUAL CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=52242420000188,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Financeiro · 2026-06,26286939000158,N/D — tabela no nível do fundo,CIELO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,Comentário explícito do usuário — tarefa Adquirência,N/D — documento não disponível nas fontes locais,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Financeiro · 2026-06,28169275000172,N/D — tabela no nível do fundo,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,N/D,N/D,N/D,N/D,N/D,Comentário explícito do usuário — tarefa Adquirência,FundosNet/B3; documento 1149521; referência 2026-03-25; cláusulas candidatas revisadas,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Financeiro · 2026-06,50906397000153,N/D — tabela no nível do fundo,BTG PACTUAL CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=50906397000153,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Financeiro · 2026-06,42922136000107,N/D — tabela no nível do fundo,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MONEE I DE RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,Comentário manual do usuário — IMG_8592.jpg,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Financeiro · 2026-06,32527650000186,N/D — tabela no nível do fundo,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PICPAY I,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=32527650000186,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Financeiro · 2026-06,61285603000171,N/D — tabela no nível do fundo,MAROBÁ FUNDO DE INVESTMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,Comentário manual do usuário — IMG_8592.jpg,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Financeiro · 2026-06,54979779000168,N/D — tabela no nível do fundo,FIDC ACR BEM BANCOS EMISSORES DE CARTÃO DE CRÉDITO - RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,Comentário explícito do usuário — tarefa Adquirência,N/D — documento não disponível nas fontes locais,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Financeiro · 2026-06,12817329000129,N/D — tabela no nível do fundo,"HAVAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO, FINANCEIRO E COMERCIAL",N/D,N/D,N/D,N/D,N/D,Comentário manual do usuário — IMG_8592.jpg,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Financeiro · 2026-06,50473039000102,N/D — tabela no nível do fundo,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,N/D,"10,0%",R$ 1.000,N/D,N/D,Comentário explícito do usuário — tarefa Adquirência,FundosNet/B3; documento 909547; referência 2025-05-19; p. 99; item 8.8,909546 p.9; 912093 pp.3-5; 912172 p.2; 932137 p.2,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Financeiro · 2026-06,60356171000180,N/D — tabela no nível do fundo,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Cloudwalk Instituição de Pagamento e Serviços Ltda. — CNPJ 18.189.547/0001-42.,"2,5%","R$ 1,00",Cloudwalk Instituição de Pagamento e Serviços Ltda. — CNPJ 18.189.547/0001-42.,N/D,Comentário explícito do usuário — tarefa Adquirência,FundosNet/B3; documento 993687; referência 2025-09-04; p. 112–113; apêndice Mezanino B,883040_regulamento_regulamento_883040_2025-04-11.pdf · p.6-8 · ID 883040 | 883040_regulamento_regulamento_883040_2025-04-11.pdf · p.10-11 · ID 883040,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Financeiro · 2026-06,62588266000154,N/D — tabela no nível do fundo,VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,N/D — não localizado na curadoria flagship,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Outros · 2026-06,65473848000183,N/D — tabela no nível do fundo,PAN AUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=65473848000183,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Outros · 2026-06,53286499000101,N/D — tabela no nível do fundo,ITAÚ CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,FundosNet/B3 — regulamento 579249,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Outros · 2026-06,53216449000158,N/D — tabela no nível do fundo,RIO VERMELHO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,N/D,N/D,N/D,N/D,N/D,Comentário manual do usuário — IMG_8592.jpg,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Outros · 2026-06,29225241000110,N/D — tabela no nível do fundo,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS III RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,Comentário manual do usuário — IMG_8592.jpg,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Outros · 2026-06,29301202000155,N/D — tabela no nível do fundo,RSCRED MULTIESTRÉGIA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,N/D,N/D,N/D,N/D,N/D,Comentário manual do usuário — IMG_8592.jpg,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Outros · 2026-06,17250006000110,N/D — tabela no nível do fundo,RED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REAL LP DE RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,Comentário manual do usuário — IMG_8592.jpg,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Outros · 2026-06,49826785000145,N/D — tabela no nível do fundo,ASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,FundosNet/B3 — regulamento 1072129,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Outros · 2026-06,07727002000126,N/D — tabela no nível do fundo,FIDC PCG - BRASIL MULTICARTEIRA,N/D,N/D,N/D,N/D,N/D,Comentário manual do usuário — IMG_8592.jpg,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Outros · 2026-06,51079269000146,N/D — tabela no nível do fundo,CARNIVAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=51079269000146,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Outros · 2026-06,24194675000187,N/D — tabela no nível do fundo,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS I RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=24194675000187,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Outros · 2026-06,53029409000105,N/D — tabela no nível do fundo,GSR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=53029409000105,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Outros · 2026-06,26405883000103,N/D — tabela no nível do fundo,FIDC MULTISEGMENTOS NPL IPANEMA VI RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=26405883000103,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Outros · 2026-06,42358004000196,N/D — tabela no nível do fundo,ACONCÁGUA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE LIMITADA,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=42358004000196,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Outros · 2026-06,55720253000121,N/D — tabela no nível do fundo,ITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE ILIMITADA,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=55720253000121,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 10–13,Outros · 2026-06,57719370000109,N/D — tabela no nível do fundo,RSG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=57719370000109,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há evidência documental suficiente
slides 21–22,2023 FY,50473039000102,1758,SELLER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,"10,0%",R$ 1.000,N/D,N/D,SELLER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS: originador não identificado na evidência consultada.,FundosNet/B3; documento 909547; referência 2025-05-19; p. 99; item 8.8,909546 p.9; 912093 pp.3-5; 912172 p.2; 932137 p.2,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2023 FY,51983832000106,3483,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - ACR IV,N/D,N/D,N/D,N/D,N/D,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - ACR IV: originador não identificado na evidência consultada.,N/D — documento não disponível nas fontes locais,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2023 FY,48905593000161,816,PÁTRIA INFRA CRÉDITO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,PÁTRIA INFRA CRÉDITO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2023 FY,52720932000102,3468,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLIENTES BRF II,N/D,N/D,N/D,N/D,N/D,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLIENTES BRF II: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2023 FY,50114948000146,1744,DRIVER BRASIL SIX BANCO VOLKSWAGEN FIDC FINANCIAMENTO DE VEÍCULOS,N/D,N/D,N/D,N/D,N/D,DRIVER BRASIL SIX BANCO VOLKSWAGEN FIDC FINANCIAMENTO DE VEÍCULOS: originador não identificado na evidência consultada.,N/D — documento não disponível nas fontes locais,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2023 FY,51957370000152,2925,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I,N/D,N/D,N/D,N/D,N/D,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2023 FY,49306883000151,578,TERRAMAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,N/D,N/D,N/D,N/D,N/D,TERRAMAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
slides 21–22,2023 FY,47936340000192,3491,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEA AGRO INSUMOS,N/D,N/D,N/D,N/D,N/D,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEA AGRO INSUMOS: originador não identificado na evidência consultada.,N/D,N/D,N/D — não localizado na curadoria flagship,N/D preservado onde não há vínculo documental por emissão
