event_id,saved_at_utc,review_domain,record_id,field,old_value,new_value,status_after,source
603fe421ca374d15a44dc83c10eeb8e3:301e17c70e9873a5ecce,2026-07-29T12:00:00+00:00,taxonomy_review,50473039000102,cedente_originador_expresso,,N/D — cedente/originador nominal não identificado no regulamento disponível.,aprovado,consolidated_documentary_taxonomy_2026_07_29
603fe421ca374d15a44dc83c10eeb8e3:f2c2bd17b834775e68b9,2026-07-29T12:00:00+00:00,taxonomy_review,50473039000102,notas,,Pré-classificação analítica de adquirência; a decisão permanece pendente de revisão manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,aprovado,consolidated_documentary_taxonomy_2026_07_29
603fe421ca374d15a44dc83c10eeb8e3:9e71cb859a0721701dc2,2026-07-29T12:00:00+00:00,taxonomy_review,50473039000102,responsavel,,curadoria_documental_consolidada,aprovado,consolidated_documentary_taxonomy_2026_07_29
603fe421ca374d15a44dc83c10eeb8e3:123be0397c524a525d8a,2026-07-29T12:00:00+00:00,taxonomy_review,50473039000102,competencia_inicio,,2026-06,aprovado,consolidated_documentary_taxonomy_2026_07_29
603fe421ca374d15a44dc83c10eeb8e3:5e8dc3b1d99478c7e87b,2026-07-29T12:00:00+00:00,taxonomy_review,50473039000102,updated_at_utc,,2026-07-29T12:00:00+00:00,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:1f7a2dfedc3da2755f7d,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,competencia_referencia,,2026-06,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:2a5bcf6355278ea2f12d,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,cnpj_fundo,,50906397000153,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:28a91e3308103524b349,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,denominacao_referencia,,BTG PACTUAL CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:6fcea8d4b2bdf099cd4c,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,status,,aprovado,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:4add5dd57d7534eeebc1,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,tipo_analitico,,Financeiro,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:c3db0c82c7c8c5134d9f,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,foco_analitico,,Crédito Consignado,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:5c27b9f0fb480e96255d,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,tabela_ii_analitica,,Financeiro,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:764b3e589a69b1e95073,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,taxonomia_funcional_n1,,Crédito PF,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:a2e6c6f411b47816829c,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,taxonomia_funcional_n2,,Consignado/INSS,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:a92d6c6ecbbacd8b9cb5,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,confianca,,alta,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:968f5868815f2d26b320,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,documento_id,,771809,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:11e2609a710507438b3f,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,fonte_documental,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=50906397000153,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:a3c62020eddb7f37e4cf,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,pagina_clausula,,p. 7 — política/definição do lastro,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:b4c688079c6cf3507347,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,evidencia,,"VERIFICACAO DE LASTRO DOS DIREITOS CREDITORIOS, CONFORME APLICAVEL. CAPITULO 4 – POLITICA DE INVESTIMENTOS E COMPOSICAO DA CARTEIRA CARACTERISTICAS DOS DIREITOS CREDITORIOS 4.1 OS DIREITOS CREDITORIOS PELA CLASSE SERAO ADQUIRIDOS INTEGRAL OU PARCIALMENTE, SEMPRE DE ACORDO COM A POLITICA DE INVESTIMENTOS. 4.2 OS DIREITOS CREDITORIOS SAO ORIGINADOS NO AMBITO DE OPERACOES DE EMPRESTIMOS PESSOAIS COM GARANTIA DE CESSAO FIDUCIARIA DO SAQUE-ANIVERSARIO OU CONSIGNACAO EM FOLHA DE PAGAMENTO OPERACIONALIZADA PELA DATAPREV (CONVENIO INSS OU AUXILIO BRASIL), CONCEDIDOS POR UM CEDENTE A UM DEVEDOR E REPRESENTADOS POR CADA UMA DAS PARCELAS VINCENDAS DE UMA CCB DEVIDAMENTE FORMALIZADAS POR VIA ELETRONICA DE ACORDO COM A LEGISLACAO APLICAVEL. 4.3 OS DIREITOS CREDITORIOS DEVERAO CONTAR COM DOCUMENTOS COMPROBATORIOS QUE EVIDENCIEM SUA EXISTENCIA, VALIDADE E EXEQUIBILIDADE PERANTE OS RESPECTIVOS DEVEDORES.",aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:762efef43bca78778177,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,cedente_originador_expresso,,p. 20: CNPJ NO 50.906.397/0001-53 BTG PACTUAL SAC: 0800 772 28 27 - OUVIDORIA: 0800 722 00 48 - BTGPACTUAL.COM 15 FINANCEIRAS E SOCIEDADES DE ARRENDAMENTO MERCANTIL CEDENTE,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:543811ae7583bdc29bcb,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,notas,,Conclusão documental propõe reclassificação; confirmar a materialidade do lastro antes de Aprovar e aplicar. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:6be39f9de5924e8d4240,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,responsavel,,curadoria_documental_consolidada,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:00242af8a0e002053f9b,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,competencia_inicio,,2026-06,aprovado,consolidated_documentary_taxonomy_2026_07_29
0101632f38a24d068cbb18ef4f42e86d:ba941700a1fe35c3c778,2026-07-29T12:00:00+00:00,taxonomy_review,50906397000153,updated_at_utc,,2026-07-29T12:00:00+00:00,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:eb2aad9b9a0f637e7e6a,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,competencia_referencia,,2026-06,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:4c32ab4715c32f15589b,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,cnpj_fundo,,52242420000188,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:6d5228099d408f849b06,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,denominacao_referencia,,BTG PACTUAL CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:4dfb029649d7bebb3ba0,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,status,,aprovado,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:c33b2a0e4116fd6d0b3e,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,tipo_analitico,,Financeiro,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:f58fd5188c8b9d18f865,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,foco_analitico,,Crédito Consignado,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:b92befab8061fdbf2e2a,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,tabela_ii_analitica,,Financeiro,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:ce8f2a88c43e749353ee,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,taxonomia_funcional_n1,,Crédito PF,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:095adce35730640d4bdd,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,taxonomia_funcional_n2,,Consignado/INSS,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:d9022d073693847e45a4,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,confianca,,alta,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:33b5e69cfe2b674f3117,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,documento_id,,938243,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:e6552e7f08a34fdfaefc,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,fonte_documental,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=52242420000188,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:ab9d2715d7ae3028da7e,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,pagina_clausula,,p. 7 — política/definição do lastro,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:f5c9d0bf1eec7ceeb219,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,evidencia,,"VERIFICACAO DE LASTRO DOS DIREITOS CREDITORIOS, CONFORME APLICAVEL. CAPITULO 4 – POLITICA DE INVESTIMENTOS E COMPOSICAO DA CARTEIRA CARACTERISTICAS DOS DIREITOS CREDITORIOS 4.1 OS DIREITOS CREDITORIOS PELA CLASSE SERAO ADQUIRIDOS INTEGRAL OU PARCIALMENTE, SEMPRE DE ACORDO COM A POLITICA DE INVESTIMENTOS. 4.2 OS DIREITOS CREDITORIOS SAO ORIGINADOS NO AMBITO DE OPERACOES DE EMPRESTIMOS PESSOAIS COM GARANTIA DE CESSAO FIDUCIARIA DO SAQUE-ANIVERSARIO OU CONSIGNACAO EM FOLHA DE PAGAMENTO OPERACIONALIZADA PELA DATAPREV (CONVENIO INSS OU AUXILIO BRASIL), CONCEDIDOS POR UM CEDENTE A UM DEVEDOR E REPRESENTADOS POR CADA UMA DAS PARCELAS VINCENDAS DE UMA CCB DEVIDAMENTE FORMALIZADAS POR VIA ELETRONICA DE ACORDO COM A LEGISLACAO APLICAVEL. 4.3 OS DIREITOS CREDITORIOS DEVERAO CONTAR COM DOCUMENTOS COMPROBATORIOS QUE EVIDENCIEM SUA EXISTENCIA, VALIDADE E EXEQUIBILIDADE PERANTE OS RESPECTIVOS DEVEDORES .",aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:d928b0674889c24dfc6f,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,cedente_originador_expresso,,p. 20: CNPJ NO 52.242.420/0001 -88 15 FINANCEIRAS E SOCIEDADES DE ARRENDAMENTO MERCANTIL CEDENTE,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:009d1c1fdba4c828ddc2,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,notas,,Conclusão documental propõe reclassificação; confirmar a materialidade do lastro antes de Aprovar e aplicar. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:0467af1f2b4cd4a80802,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,responsavel,,curadoria_documental_consolidada,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:a239f216937c7a87a7f0,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,competencia_inicio,,2026-06,aprovado,consolidated_documentary_taxonomy_2026_07_29
5ca9bab2b8a9466cab9e125ddcad0a52:ef8bc309125e75f2746a,2026-07-29T12:00:00+00:00,taxonomy_review,52242420000188,updated_at_utc,,2026-07-29T12:00:00+00:00,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:875716751050a6a6550a,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,competencia_referencia,,2026-06,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:99eeb2d0687a54f82ccc,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,cnpj_fundo,,52610624000124,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:ef64f908d25d1f33cef8,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,denominacao_referencia,,AETOS ENERGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:6545552ac43922328244,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,status,,aprovado,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:43c37afd388c90d060fe,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,tipo_analitico,,"Agro, Indústria e Comércio",aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:4f0d3543024270e5ff39,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,foco_analitico,,Infraestrutura,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:ecf2c1a7f5861978dfd7,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,tabela_ii_analitica,,Serviços,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:07830410a0d6a0808998,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,taxonomia_funcional_n1,,Infra/Energia,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:8dbcd83b5f10379292ef,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,taxonomia_funcional_n2,,Energia/infra,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:f132293da215096768df,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,confianca,,alta,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:fa049265f57f3d17680c,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,documento_id,,794164,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:9637664ca443f68d627f,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,fonte_documental,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=52610624000124,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:799eb065943217319c1e,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,pagina_clausula,,p. 7 — política/definição do lastro,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:2e77d899492828983d74,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,evidencia,,"TE AOS CRITERIOS DE ELEGIBILIDADE E A POLITICA DE INVESTIMENTOS DO FUNDO DELINEADA NESTE REGULAMENTO E NO ANEXO DESCRITIVO DA CLASSE UNICA; “DIREITOS CREDITORIOS INADIMPLIDOS”: OS DIREITOS CREDITORIOS INTEGRANTES DA CARTEIRA VENCIDOS E NAO PAGOS; “DISPONIBILIDADES”: SAO, EM CONJUNTO: (A) RECURSOS EM CAIXA; (B) DEPOSITOS BANCARIOS A VISTA EM INSTITUICAO AUTORIZADA; E (C) DEMAIS ATIVOS FINANCEIROS DE LIQUIDEZ; “DOCUMENTOS COMPLEMENTARES”: SIGNIFICAM AS NOTAS FISCAIS REFERENTES A COMPRA E VENDA DE ENERGIA OBJETO DOS CONTRATOS DE VENDA DE ENERGIA; “DOCUMENTOS COMPROBATORIOS”: SIGNIFICA OS DOCUMENTOS QUE FORMALIZAM A ORIGEM E A EXEQUIBILIDADE DOS DIREITOS CREDITORIOS, BEM C OMO OS RESPECTIVOS INSTRUMENTOS QUE GARANTEM OS DIREITOS CREDITORIOS, QUAIS SEJAM, (I) OS CONTRATOS DE VENDA DE ENERGIA; (II) OS INSTRUMENTOS QUE COMPROVEM A ANUENCIA PREVIA DOS DEVEDORES PARA CESSAO DOS RESPECTIVOS DIREITOS CREDITORIOS; E (III) OS RESPECTIVOS INSTRUMENTOS DE CONSTITUICAO DE GARANTIA FIDUCIARIA OUTORGADA POR TERCEIROS; “EVENTO DE",aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:b53feeef08efe4e35bc2,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,cedente_originador_expresso,,p. 5: CNPJ SOB O NO 36.113.876/0001-91; “CVM”: COMISSAO DE VALORES MOBILIARIOS; “DATA DE AQUISICAO E PAGAMENTO”: E A DATA EM QUE E EFETUADO O PAGAMENTO DO PRECO DE CESSAO AO CEDENTE,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:dfd395e617aa2220562e,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,notas,,Conclusão documental propõe reclassificação; confirmar a materialidade do lastro antes de Aprovar e aplicar. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:f415724e9ddeaa5ed81d,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,responsavel,,curadoria_documental_consolidada,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:5f0c906c57cadd0927eb,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,competencia_inicio,,2026-06,aprovado,consolidated_documentary_taxonomy_2026_07_29
a60419ab2b024ddf9e4a409e9ca88dec:c963f22b66eb0b2c837f,2026-07-29T12:00:00+00:00,taxonomy_review,52610624000124,updated_at_utc,,2026-07-29T12:00:00+00:00,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:8496cc44a08720b86dbe,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,competencia_referencia,,2026-06,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:ed72a6f70ed47dcbbac9,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,cnpj_fundo,,55471753000177,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:df0bc374d829675a1fa7,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,denominacao_referencia,,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:cb8aa57d3b753ca012f1,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,status,,aprovado,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:3fc77503466d2470ea5b,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,tipo_analitico,,Financeiro,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:c3489b0b9ba78e19e6f3,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,foco_analitico,,Adquirência,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:651d0a607f4c7463f867,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,tabela_ii_analitica,,Adquirência,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:adef57ea9f245f91179b,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,taxonomia_funcional_n1,,Meios de Pagamento e Cartões,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:a442f4b90d0c1b6aa8f2,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,taxonomia_funcional_n2,,Arranjos de pagamento/adquirência,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:992795e0bded739a8a63,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,confianca,,alta,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:5f1ecdcc7b1f849760e1,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,documento_id,,704724,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:969383c4a84a44c148e9,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,fonte_documental,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=55471753000177,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:87a9aed64edc3ab4b41e,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,pagina_clausula,,p. 66 — política/definição do lastro,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:fb4833bef628173702ca,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,evidencia,,"OS ESTABELECIMENTO COMERCIAIS ORGANIZADOS E FORMALIZADOS ATRAVES DE U.R. E REGISTRADOS EM SISTEM AS DE REGISTRO, NOS TERMOS DA RESOLUCAO BCB 264/22. 3.18.1.AS CESSOES DAS U.RS DOS DIREITOS CREDITORIOS ESTABELECIMENTOS COMERCIAIS SAO REGISTRADAS EM BENEFICIO DA CLASSE UNICA NO SISTEMA DE REGISTRO , CONSIDERANDO-SE O SEGUINTE CONJUNTO DE INFORMACOES (I) NUMERO DE INSCRICAO NO CNPJ OU NO CPF DOS ESTABELECIMENTOS COMERCIAIS; (II) IDENTIFICACAO DO ARRANJO DE PAGAMENTO (BANDEIRAS); (III) IDENTIFICACAO DO CREDENCIADOR OU SUBCREDENCIADOR ; (IV) DATA DE LIQUIDACAO (VENCIMENTO); E (V) VALOR FIXO. 3.18.2.O REGISTRO DAS CESSOES DOS DIREITOS CREDITORIOS ESTABELECIMENTOS COMERCIAIS NO SISTEMA DE REGISTRO EM BENEFICIO DA CLASSE UNICA SERA OPERACIONALIZADO PELO AGENTE DE PAGAMENTO E REGISTRO, OBSERVADAS AS DISPOSICOES DO CONTRATO DE AGENTE DE PAGAMENTO E REGISTRO. 3.18.3.A CLASSE UNICA ADQUIRIRA OS DIREITOS CREDITORIOS ESTABELECIMENTOS COMERCIAIS DOS ESTABELECIMENTOS COMERCIAIS, POR MEIO",aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:99ee53201e97930f993f,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,cedente_originador_expresso,,N/D — cedente/originador nominal não identificado no regulamento disponível.,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:d8d92949dceb90618a0b,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,notas,,Pré-classificação analítica de adquirência; a decisão permanece pendente de revisão manual. A proposta deriva da definição ou política de investimento; a composição efetiva da carteira pode variar dentro dos limites do regulamento.,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:6aa98aae46fd03277047,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,responsavel,,curadoria_documental_consolidada,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:1a561f99b7cb4b253301,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,competencia_inicio,,2026-06,aprovado,consolidated_documentary_taxonomy_2026_07_29
6195d4ffd97047789d3dadf7f69cfd26:df718a019d0ccc1d89d3,2026-07-29T12:00:00+00:00,taxonomy_review,55471753000177,updated_at_utc,,2026-07-29T12:00:00+00:00,aprovado,consolidated_documentary_taxonomy_2026_07_29
2fd22b2fb31941d4b629e9fe922f32aa:4cb5288e89ed3d1a235a,2026-07-29T12:00:00+00:00,taxonomy_review,57609282000146,competencia_referencia,,2026-06,aprovado,consolidated_documentary_taxonomy_2026_07_29
2fd22b2fb31941d4b629e9fe922f32aa:6d300a72f2535d4d6217,2026-07-29T12:00:00+00:00,taxonomy_review,57609282000146,cnpj_fundo,,57609282000146,aprovado,consolidated_documentary_taxonomy_2026_07_29
2fd22b2fb31941d4b629e9fe922f32aa:99ac4256c5567722733d,2026-07-29T12:00:00+00:00,taxonomy_review,57609282000146,denominacao_referencia,,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,aprovado,consolidated_documentary_taxonomy_2026_07_29
2fd22b2fb31941d4b629e9fe922f32aa:29c2c1e8ac87da810660,2026-07-29T12:00:00+00:00,taxonomy_review,57609282000146,status,,aprovado,aprovado,consolidated_documentary_taxonomy_2026_07_29
2fd22b2fb31941d4b629e9fe922f32aa:a2bf76a54bd24273d7a2,2026-07-29T12:00:00+00:00,taxonomy_review,57609282000146,tipo_analitico,,Financeiro,aprovado,consolidated_documentary_taxonomy_2026_07_29
2fd22b2fb31941d4b629e9fe922f32aa:22562d91a4ea543c034a,2026-07-29T12:00:00+00:00,taxonomy_review,57609282000146,foco_analitico,,Adquirência,aprovado,consolidated_documentary_taxonomy_2026_07_29
2fd22b2fb31941d4b629e9fe922f32aa:51bbbaaa012fd4fd435a,2026-07-29T12:00:00+00:00,taxonomy_review,57609282000146,tabela_ii_analitica,,Adquirência,aprovado,consolidated_documentary_taxonomy_2026_07_29
2fd22b2fb31941d4b629e9fe922f32aa:574ecb4f82f487692e8b,2026-07-29T12:00:00+00:00,taxonomy_review,57609282000146,taxonomia_funcional_n1,,Meios de Pagamento e Cartões,aprovado,consolidated_documentary_taxonomy_2026_07_29
