closeout_id,ordem,pacote_tipo,escopo,prioridade,status_fechamento,bloqueia_publicacao,exige_nota_publica,pendencias,fundos,pl_referencia_brl,competencia_referencia,evidencia,acao_sugerida,ui_surface,source_artifacts,rerun_command,record_ids_sample
onboarding_202605_66039743000183,226,onboarding,BRADESCO ELGON FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,16,1,9973013.98,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66039743000183
onboarding_202605_65953609000120,227,onboarding,ISIMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,alta,bloqueado,True,False,17,1,8031206.83,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_65953609000120
onboarding_202605_66571531000142,228,onboarding,MAIS TRABALHADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,18,1,7872988.64,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66571531000142
onboarding_202605_66587464000154,229,onboarding,TUERI 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RL,alta,bloqueado,True,False,16,1,7285331.11,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66587464000154
onboarding_202605_66598676000137,230,onboarding,FAETA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,19,1,6111648.61,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66598676000137
onboarding_202605_63606839000198,231,onboarding,FORTEZZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO,alta,bloqueado,True,False,17,1,4975980.52,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_63606839000198
onboarding_202605_65815236000121,232,onboarding,RAIDERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,16,1,4784338.25,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_65815236000121
onboarding_202605_64111898000158,233,onboarding,4L FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA,alta,bloqueado,True,False,16,1,3989436.94,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_64111898000158
onboarding_202605_65346076000119,234,onboarding,RENAISSANCE SJL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,17,1,3901456.41,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_65346076000119
onboarding_202605_66193864000185,235,onboarding,BLACK STONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,17,1,3808327.44,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66193864000185
onboarding_202605_66573108000181,236,onboarding,AUSTER CAPITAL ESTRATÉGIA FIDC RESP LTDA,alta,bloqueado,True,False,16,1,3440073.98,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66573108000181
onboarding_202605_66146849000186,237,onboarding,ORBITA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,16,1,3121823.64,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66146849000186
onboarding_202605_65804305000100,238,onboarding,TAG SS II FIDC RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,16,1,2991383.24,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_65804305000100
onboarding_202605_66320254000103,239,onboarding,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOLVERA VAREJO RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,17,1,2988081.81,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66320254000103
onboarding_202605_66617173000161,240,onboarding,WAIMEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,17,1,2725930.66,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66617173000161
onboarding_202605_63482918000134,241,onboarding,QUANTIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITO CORPORATIVO DE RESP LIMITADA,alta,bloqueado,True,False,16,1,1995619.76,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_63482918000134
onboarding_202605_66107567000170,242,onboarding,ATLAS PARTNERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO,alta,bloqueado,True,False,17,1,1981546.06,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66107567000170
onboarding_202605_66790149000120,243,onboarding,NANBAN III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,19,1,1961344.46,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66790149000120
onboarding_202605_64948048000109,244,onboarding,HALTIN SPECIAL SITS REAL ESTATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,alta,bloqueado,True,False,23,1,1644162.52,2026-05,processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem cedente/sacado | sem critérios | sem sub mínima,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_64948048000109
onboarding_202605_66605002000112,245,onboarding,AURORA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE ILIMITADA,alta,bloqueado,True,False,16,1,1195440.0,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66605002000112
onboarding_202605_66607729000139,246,onboarding,FIDC SUMMIT CONSIG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,17,1,1192424.99,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66607729000139
onboarding_202605_65942396000131,247,onboarding,NED CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,17,1,1108540.28,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_65942396000131
onboarding_202605_66188571000100,248,onboarding,IPCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,alta,bloqueado,True,False,16,1,697340.0,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66188571000100
onboarding_202605_66376024000158,249,onboarding,SOMMA COASTAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE PRECATÓRIOS,alta,bloqueado,True,False,19,1,481908.43,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66376024000158
onboarding_202605_64454678000127,250,onboarding,FROGPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,alta,bloqueado,True,False,17,1,474765.01,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_64454678000127
onboarding_202605_63796349000100,251,onboarding,W CAPITAL BONA CRÉDITO EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE L,alta,bloqueado,True,False,16,1,473266.46,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_63796349000100
onboarding_202605_66311371000100,252,onboarding,TIKTOK PARCELADO FIDC CRÉDITO PESSOAL - RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,17,1,205385.02,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66311371000100
onboarding_202605_63659752000189,253,onboarding,DISTRESSWISE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,16,1,150573.4,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_63659752000189
onboarding_202605_57731899000130,254,onboarding,JMT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,16,1,131667.71,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_57731899000130
onboarding_202605_60800084000170,255,onboarding,INVICTO 22 FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,17,1,13236.11,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_60800084000170
onboarding_202605_65839682000176,256,onboarding,FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS PICPAY FGTS II DE RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,27,1,1394560395.63,2026-05,processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | validar sub mínima | sem sub mínima | página | score,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_65839682000176
onboarding_202605_58546382000133,257,onboarding,TEXAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,alta,bloqueado,True,False,19,1,69584552.63,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_58546382000133
onboarding_202605_52270934000147,258,onboarding,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FICTOR,alta,bloqueado,True,False,17,1,47375039.95,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_52270934000147
onboarding_202605_59333553000109,259,onboarding,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRED FACILE,alta,bloqueado,True,False,17,1,38424092.17,2026-05,descoberta documental | processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | curar critérios | validar sub mínima | sem documento | sem documento local | sem cedente/sacado,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_59333553000109
onboarding_202605_66334710000166,260,onboarding,CRÉDITO PLUS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESP LIMITADA,alta,bloqueado,True,False,38,1,40309066.93,2026-05,processamento documental | incorporação estruturada | fechar fila única,descobrir documentos | inventariar documentos | curar cedentes/sacados | validar sub mínima | sem cedente/sacado | sem sub mínima | página | score,Pipeline > Refresh mensal > Onboarding,vehicle_monthly.csv.gz | industry_fund_snapshot.csv.gz | industry_curation_queue.csv.gz | document_chunk_plan.csv,python scripts/build_fidc_industry_documents.py && python scripts/build_fidc_industry_cedentes.py && python scripts/build_fidc_industry_criteria.py | python scripts/build_fidc_industry_fund_snapshot.py | python scripts/build_fidc_industry_dimensions.py,202605_66334710000166
