cutoff,ranking_table,cnpj,fundo,classe_serie,value,source_kind,source_id,document_date,event_date,page,decision,reason
2026-06-30,,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Sênior · Série 1,"CDI + 0,85% a.a.",regulamento,993693,2025-09-04,,125,ACEITA,cláusula de Benchmark da série
2026-06-30,,57609282000146,CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Mezanino 1 · Série 1,"CDI + 3,85% a.a.",regulamento,993693,2025-09-04,,128,ACEITA,cláusula de Benchmark da série
2025-12-31,Financeiro · 2025-12,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Sênior · Série 1,"CDI + 0,95% a.a.",rating_report,1039194,2025-11-10,,2,ACEITA,"tabela Características das Séries identifica classe, série e Rentabilidade Alvo"
2025-12-31,Financeiro · 2025-12,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Sênior · Série 2,"CDI + 0,95% a.a.",rating_report,1039194,2025-11-10,,2,ACEITA,"tabela Características das Séries identifica classe, série e Rentabilidade Alvo"
2025-12-31,Financeiro · 2025-12,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Mezanino 1 · Série 1,"CDI + 1,70% a.a.",rating_report,1039194,2025-11-10,,2,ACEITA,"tabela Características das Séries identifica classe, série e Rentabilidade Alvo"
2025-12-31,Financeiro · 2025-12,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Mezanino 2 · Série 1,"CDI + 4,99% a.a.",rating_report,1039194,2025-11-10,,2,ACEITA,"tabela Características das Séries identifica classe, série e Rentabilidade Alvo"
2025-12-31,Financeiro · 2025-12,62393679000183,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Sênior · Série 1,"DI + 0,75% a.a.",regulamento,988402,2025-09-09,2025-09-16,8-10,ACEITA,regulamento versionado anterior ao corte identifica a série e a remuneração mensal
2026-06-30,Financeiro · 2026-06,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Sênior · Série 1,"CDI + 0,95% a.a.",rating_report,1204286,2026-05-15,,2,ACEITA,"tabela Características das Séries identifica classe, série e Rentabilidade Alvo"
2026-06-30,Financeiro · 2026-06,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Sênior · Série 2,"CDI + 0,95% a.a.",rating_report,1204286,2026-05-15,,2,ACEITA,"tabela Características das Séries identifica classe, série e Rentabilidade Alvo"
2026-06-30,Financeiro · 2026-06,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Mezanino 1 · Série 1,"CDI + 1,70% a.a.",rating_report,1204286,2026-05-15,,2,ACEITA,"tabela Características das Séries identifica classe, série e Rentabilidade Alvo"
2026-06-30,Financeiro · 2026-06,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Mezanino 2 · Série 1,"CDI + 4,99% a.a.",rating_report,1204286,2026-05-15,,2,ACEITA,"tabela Características das Séries identifica classe, série e Rentabilidade Alvo"
2026-06-30,Financeiro · 2026-06,62393679000183,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Sênior · Série 1,"CDI + 0,75% a.a.",rating_report,1147951,2026-03-24,2025-09-23,2,ACEITA,"tabela Características das Séries identifica classe, série e Rentabilidade Alvo"
2026-06-30,Financeiro · 2026-06,62393679000183,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Mezanino 1 · Série 1,"CDI + 1,35% a.a.",rating_report,1147951,2026-03-24,2025-09-23,2,ACEITA,"tabela Características das Séries identifica classe, série e Rentabilidade Alvo"
2026-06-30,Financeiro · 2026-06,62393679000183,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Mezanino 2 · Série 1,"CDI + 4,20% a.a.",rating_report,1147951,2026-03-24,2025-09-23,2,ACEITA,"tabela Características das Séries identifica classe, série e Rentabilidade Alvo"
