cnpj,fund_name,setor_n1_metadata,setor_n2_metadata,metadata_confidence,setor_n1_document,setor_n2_document,document_classification_evidence,setor_n1_final,setor_n2_final,final_classification_source,regulamento_count,document_count_total,latest_regulamento_file,latest_regulamento_date,pdf_extraction_status,pages_extracted,monocedente_or_multicedente,concentrated_or_pulverized_debtors,credit_rights_allocation_min_pct,subordination_main_pct,subordination_all_pcts,cash_reserve_main_pct,concentration_limit_main_pct,default_trigger_main_pct,asset_class_confirmed,asset_class_confirmed_evidence,named_originator_or_cedente,named_originator_or_cedente_evidence,named_debtor_or_sacado,named_debtor_or_sacado_evidence,revolving_period,revolving_period_evidence,subordination_minimum,subordination_minimum_evidence,mezzanine_layer,mezzanine_layer_evidence,cash_or_liquidity_reserve,cash_or_liquidity_reserve_evidence,repurchase_or_indemnity,repurchase_or_indemnity_evidence,eligibility_criteria,eligibility_criteria_evidence,concentration_limits,concentration_limits_evidence,default_or_performance_triggers,default_or_performance_triggers_evidence,rating_required,rating_required_evidence,derivatives_allowed,derivatives_allowed_evidence,amortization_profile_defined,amortization_profile_defined_evidence,feature_hits_count,feature_hits_share
49815200000191,MULTIPLICA SUPERBAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Crédito PF,Crédito pessoal/consumo,descricao_lastro: regex `CONSUMIDOR`,Crédito PF,Crédito pessoal/consumo,documento_regulamento,18,18,data/raw/49815200000191/1004752_regulamento_regulamento_1004752_2025-10-01_2025-10-01.pdf,2025-10-01,ok,35,indeterminado,indeterminado,,,,,,,sim,"OBJETIVO PROPORCIONAR AOS COTISTAS A VALORIZACAO DE SUAS COTAS, POR MEIO DA APLICACAO DOS RECURSOS DA CLASSE DO FUNDO PREPONDERANTEMENTE NA AQUISICAO DE DIREITOS CREDITORIOS. 6.2....",nao,,nao,,nao,,sim,INDICE DE SUBORDINACAO SIGNIFICA A RAZAO ENTRE (A) A SOMA DO VALOR TOTAL DA COTAS SUBORDINADAS EM CIRCULACAO E (B) O PATRIMONIO LIQUIDO DO FUNDO. INDICE DE SUBORD,nao,,sim,"RESERVA DE CAIXA RESERVA PARA PAGAMENTO DE DESPESAS E ENCARGOS DA CLASSE E/OU DO FUNDO, PREVISTA NO CAPITULO 13 DO REGULAMENTO E DETALHA",nao,,sim,"CRITERIOS DE ELEGIBILIDADE CRITERIOS PREVISTO NO CAPITULO 8 DO REGULAMENTO E DETALHADO NO ANEXO DA CLASSE UNICA, A SEREM VERIFICADOS PELA GESTORA NO MOMENTO DE CADA C",sim,"LIMITES DE CONCENTRACAO E O ATENDIMENTO DOS CRITERIOS DE ELEGIBILIDADE, CONFORME REGRAS DISPOSTAS NO ANEXO DA CLASSE UNICA (III) A ADMINISTRADORA SINALIZARA QUE AS",sim,"EVENTOS DE AVALIACAO EVENTOS PREVISTOS NA CLAUSULA 17 DO REGULAMENTO E DETALHADO NO ANEXO DA CLASSE UNICA, CUJA OCORRENCIA ENSEJA A IMEDIATA CONVOCACAO DA ASSEM",sim,CLASSIFICACAO DE RISCO,nao_identificado,,pass_through,FLUXO DE CAIXA,8,0.5714285714285714
64415486000101,MURALE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Crédito PF,Crédito pessoal/consumo,descricao_lastro: regex `CONSUMIDOR`,Crédito PF,Crédito pessoal/consumo,documento_regulamento,3,8,data/raw/64415486000101/1161519_regulamento_regulamento_1161519_2026-04-14_2026-04-14.pdf,2026-04-14,ok,35,indeterminado,indeterminado,,,,,,,sim,"OBJETIVO PROPORCIONAR AOS COTISTAS A VALORIZACAO DE SUAS COTAS, POR MEIO DA APLICACAO DOS RECURSOS DA CLASSE DO FUNDO PREPONDERANTEMENTE NA AQUISICAO DE DIREITOS CREDITORIOS. 6.2....",nao,,nao,,nao,,sim,"INDICE DE SUBORDINACAO EM CONJUNTO OU ISOLADAMENTE, O INDICE DE SUBORDINACAO JUNIOR E O INDICE DE SUBORDINACAO SUBORDINADAS, CONFORME APLICAVEL. CONDICOES GERAIS",sim,MEZANIN,sim,"RESERVA DE CAIXA RESERVA PARA PAGAMENTO DE DESPESAS E ENCARGOS DA CLASSE E/OU DO FUNDO, PREVISTA NO CAPITULO 15 DO CONDICOES GERAIS APLI",nao,,sim,"CRITERIOS DE ELEGIBILIDADE CRITERIOS PREVISTO NO CAPITULO 8 DO REGULAMENTO E DETALHADO NO ANEXO DA CLASSE UNICA, A SEREM VERIFICADOS PELA GESTORA NO MOMENTO DE CADA C",nao,,sim,"EVENTOS DE AVALIACAO EVENTOS PREVISTOS NA CLAUSULA 17 DO REGULAMENTO E DETALHADO NO ANEXO DA CLASSE UNICA, CUJA OCORRENCIA ENSEJA A IMEDIATA CONVOCACAO DA ASSEM",sim,CLASSIFICACAO DE RISCO,nao_identificado,,pass_through,FLUXO DE CAIXA,8,0.5714285714285714
59701895000134,MV I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Crédito PF,Crédito pessoal/consumo,descricao_lastro: regex `PESSOAS NATURAIS`,Crédito PF,Crédito pessoal/consumo,documento_regulamento,1,7,data/raw/59701895000134/853223_regulamento_regulamento_853223_2025-02-27_2025-02-27.pdf,2025-02-27,ok,35,indeterminado,indeterminado,,,,,,,sim,DIREITOS CREDITORIOS PADRONIZADOS E NAO- PADRONIZADOS COM PROPOSITO ESPECIFICO DE ADQUIRIR OS DIREITOS CREDITORIOS DECORRENTES DE PRECATOR,nao,,nao,,sim,REVOLVENCIA,nao,,sim,MEZANIN,nao,,nao,,sim,"CRITERIOS DE ELEGIBILIDADE, CONDICOES DE CESSAO OU AQUISICAO E CONDICOES DE REVOLVENCIA ..............................................................................",sim,LIMITE DE CONCENTRACAO MAXIMO PARA A CLASSE ADQUIRIR DIREITOS CREDITORIOS E/OU ATIVOS FINANCEIROS DE UM MESMO DEVEDOR OU DE COOBRIGACAO DE UMA MESMA PESSOA OU ENT,sim,"EVENTOS DE AVALIACAO, EVENTOS DE LIQUIDACAO .................................................................................................... 43 15. PATRIMON",sim,CLASSIFICACAO DE RISCO,nao_identificado,,pass_through,FLUXO DE CAIXA,8,0.5714285714285714
57816252000100,NATURA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CREDITO PESSOAL,Crédito PF,Crédito pessoal/consumo,media,Crédito PF,Crédito pessoal/consumo,descricao_lastro: regex `CREDITO PESSOAL`,Crédito PF,Crédito pessoal/consumo,metadado_cvm_oferta,7,18,data/raw/57816252000100/1182393_regulamento_regulamento_1182393_2026-05-07_2026-05-07.pdf,2026-05-07,cache,-1,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao,,nao_identificado,,nao_identificado,,0,0.0
57976577000150,OKLAHOMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Crédito PF,Crédito pessoal/consumo,descricao_lastro: regex `CONSUMIDOR`,Crédito PF,Crédito pessoal/consumo,documento_regulamento,6,11,data/raw/57976577000150/919500_regulamento_regulamento_919500_2025-06-05_2025-06-05.pdf,2025-06-05,ok,35,indeterminado,indeterminado,,,,,,,sim,"POLITICA DE INVESTIMENTO, COMPOSICAO E DIVERSIFICACAO DA CARTEIRA 51 CAPITULO SEXTO FORMALIZACAO DA AQUISICAO DOS DIREITOS CREDITORIOS",nao,,nao,,nao,,sim,"INDICE DE SUBORDINACAO (B) A ADIMPLENCIA DA CARTEIRA DE DIREITOS CREDITORIOS E, EM RELACAO AOS DIREITOS CREDITORIOS VENCIDOS E NAO PAGOS, DILIGENCIAR PARA QUE SEJ",sim,MEZANIN,nao,,nao,,sim,"CRITERIOS DE ELEGIBILIDADE E A OBSERVANCIA AOS REQUISITOS DE COMPOSICAO E DIVERSIFICACAO, DE FORMA INDIVIDUALIZADA OU POR AMOSTRAGEM, UTILIZ ANDO MODELO ESTATISTICO C",nao,,sim,EVENTOS DE AVALIACAO E LIQUIDACAO ANTECIPADA DA CLASSE UNICA 77 CAPITULO DECIMO SEGUNDO RESPONSABILIDADE DOS COTISTAS 80 CAPITULO DECIMO TERCEIRO FATORES DE RIS,sim,CLASSIFICACAO DE RISCO,permitido_ou_textual,Regra textual de derivativos identificada,pass_through,FLUXO DE CAIXA,8,0.5714285714285714
53304254000160,ONTR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Crédito PF,Crédito pessoal/consumo,descricao_lastro: regex `CONSUMIDOR`,Crédito PF,Crédito pessoal/consumo,documento_regulamento,1,3,data/raw/53304254000160/770111_regulamento_regulamento_770111_2024-11-01_2024-11-01.pdf,2024-11-01,ok,35,cedente_nomeado,indeterminado,,,,,,,sim,"OBJETIVO: E OBJETIVO DA CLASSE PROPORCIONAR AOS COTISTAS A VALORIZACAO DE SUAS COTAS, POR MEIO DA APLICACAO DOS RECURSOS DA CLASSE NA AQUISICAO DE DIREITOS CREDITORIOS",sim,"CEDENTES: PESSOA JURIDICA E/OU FISICA, IDENTIFICADA PELO SEU NUMERO DE INSCRICAO NO CNPJ",nao,,sim,REVOLVENCIA,nao,,sim,MEZANIN,nao,,sim,RECOMPRA,sim,"CRITERIOS DE ELEGIBILIDADE ............................................................. 21 V DA NATUREZA, DOS PROCESSOS DE ORIGINACAO DOS DIREITOS CREDITORIOS E DA P",sim,"LIMITE DE CONCENTRACAO PARA OS INVESTIMENTOS REALIZADOS NOS ATIVOS FINANCEIROS MENCIONADOS NO ITEM 3.11. ACIMA . NAO OBSTANTE, CASO O FUNDO SEJA CONSIDERADO UMA E",sim,EVENTOS DE AVALIACAO DA CLASSE: AS SITUACOES DESCRITAS NO CAPITULO XVII DESTE ANEXO EVENTOS DE LIQUIDACAO DA CLASSE: AS SITUACOES DESCRITAS NO CAPITULO XVIII DE,sim,CLASSIFICACAO DE RISCO,vedado,VEDADO ... DERIVATIVOS,revolvente_mais_amortizacao,REVOLVENCIA + AMORTIZACAO,11,0.7857142857142857
54148306000119,OPEN 365 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Crédito PF,Crédito pessoal/consumo,descricao_lastro: regex `CONSUMIDOR`,Crédito PF,Crédito pessoal/consumo,documento_regulamento,3,10,data/raw/54148306000119/827043_regulamento_regulamento_827043_2025-01-21_2025-01-21.pdf,2025-01-21,ok,35,indeterminado,indeterminado,,,,,,,sim,"POLITICA DE INVESTIMENTO, COMPOSICAO E DIVERSIFICACAO DA CARTEIRA 64 CAPITULO SEXTO FORMALIZACAO DA AQUISICAO DOS DIREITOS CREDITORIOS",nao,,nao,,nao,,sim,"INDICE DE SUBORDINACAO (B) A ADIMPLENCIA DA CARTEIRA DE DIREITOS CREDITORIOS E, EM RELACAO AOS DIREITOS CREDITORIOS VENCIDOS E NAO PAGOS, DILIGENCIAR PARA QUE SEJ",sim,MEZANIN,nao,,nao,,sim,"CRITERIOS DE ELEGIBILIDADE, BEM COMO NO MONITORAMENTO DOS INDICES DE MONITORAMENTO E (VI) AUXILIAR NO REGISTRO DOS DIREITOS CREDITORIOS PASSIVEIS DE REGISTRO NA ENTID",nao,,sim,EVENTOS DE AVALIACAO E LIQUIDACAO ANTECIPADA DA CLASSE UNICA 96 CAPITULO DECIMO SEGUNDO PATRIMONIO LIQUIDO NEGATIVO E INSOLVENCIA 100 CAPITULO DECIMO TERCEIRO F,sim,CLASSIFICACAO DE RISCO,permitido_ou_textual,Regra textual de derivativos identificada,definido_textual,AMORTIZACAO,8,0.5714285714285714
55411764000161,OPENSEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Crédito PF,Crédito pessoal/consumo,descricao_lastro: regex `CONSUMIDOR`,Crédito PF,Crédito pessoal/consumo,documento_regulamento,1,5,data/raw/55411764000161/677563_regulamento_regulamento_677563_2024-06-05_2024-06-05.pdf,2024-06-05,ok,35,indeterminado,indeterminado,,,,,,,sim,"DIREITOS CREDITORIOS DIREITOS CREDITORIOS PASSIVEIS DE AQUISICAO PELO FUNDO E/OU PELA CLASSE, CONFORME DEFINIDOS N O 6 RESPECTIVO ANEXO DA CLASSE UNICA . PREPONDERANTEMENTE DIREIT...",nao,,nao,,nao,,nao,,nao,,sim,"RESERVA DE CAIXA RESERVA PARA PAGAMENTO DE DESPESAS E ENCARGOS DA CLASSE E/OU DO FUNDO, PREVISTA NO CAPITULO 13 DO REGULAMENTO E DETALHA",nao,,sim,"CRITERIOS DE ELEGIBILIDADE CRITERIOS PREVISTO NO CAPITULO 8 DO REGULAMENTO E DETALHADO NO ANEXO DA CLASSE UNICA , A SEREM VERIFICADOS PELA GESTORA NO MOMENTO DE CADA",sim,"LIMITES DE CONCENTRACAO E O ATENDIMENTO DOS C RITERIOS DE ELEGIBILIDADE, CONFORME REGRAS DISPOSTAS NO ANEXO DA CLASSE UNICA (III) A GESTORA SINALIZARA QUE AS CONDI",sim,"EVENTOS DE AVALIACAO EVENTOS PREVISTOS NA CLAUSULA 16 DO REGULAMENTO E DETALHADO NO ANEXO DA CLASSE UNICA , CUJA OCORRENCIA ENSEJA A IMEDIATA CONVOCACAO DA ASSE",sim,CLASSIFICACAO DE RISCO,nao_identificado,,pass_through,FLUXO DE CAIXA,7,0.5
61896279000128,OTIMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Crédito PF,Crédito pessoal/consumo,descricao_lastro: regex `CONSUMIDOR`,Crédito PF,Crédito pessoal/consumo,documento_regulamento,2,10,data/raw/61896279000128/1064366_regulamento_regulamento_1064366_2025-12-16_2025-12-16.pdf,2025-12-16,ok,35,indeterminado,indeterminado,,,,,,,sim,"OBJETIVO PROPORCIONAR AOS COTISTAS A VALORIZACAO DE SUAS COTAS, POR MEIO DA APLICACAO DOS RECURSOS DA CLASSE DO FUNDO PREPONDERANTEMENTE NA AQUISICAO DE DIREITOS CREDITORIOS. 6.2....",nao,,nao,,nao,,sim,"INDICE DE SUBORDINACAO EM CONJUNTO OU ISOLADAMENTE, O INDICE DE SUBORDINACAO JUNIOR E O INDICE DE SUBORDINACAO SUBORDINADAS, CONFORME APLICAVEL. INDICE DE SUBORDI",sim,MEZANIN,sim,"RESERVA DE CAIXA RESERVA PARA PAGAMENTO DE DESPESAS E ENCARGOS DA CLASSE E/OU DO FUNDO, PREVISTA NO CAPITULO 13 DO ED87BC39-38BA-4954-B6",nao,,sim,"CRITERIOS DE ELEGIBILIDADE CRITERIOS PREVISTO NO CAPITULO 7 DO REGULAMENTO E DETALHADO NO ANEXO DA CLASSE UNICA, A SEREM VERIFICADOS PELA GESTORA NO MOMENTO DE CADA E",sim,"LIMITES DE CONCENTRACAO E O ATENDIMENTO DOS CRITERIOS DE ELEGIBILIDADE, CONFORME REGRAS DISPOSTAS NO ANEXO DA CLASSE UNICA (III) A GESTORA SINALIZARA QUE AS CONDIC",sim,"EVENTOS DE AVALIACAO EVENTOS PREVISTOS NA CLAUSULA 17 DO REGULAMENTO E DETALHADO NO ANEXO DA CLASSE UNICA, CUJA OCORRENCIA ENSEJA A IMEDIATA CONVOCACAO DA ASSEM",sim,CLASSIFICACAO DE RISCO,nao_identificado,,pass_through,FLUXO DE CAIXA,9,0.6428571428571429
49776300000156,OUTFIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLASSE ÚNICA FECHADA RESPONSABILIDADE LIMITAD,Não classificado,Revisar manualmente,baixa,Crédito PF,Crédito pessoal/consumo,descricao_lastro: regex `CONSUMIDOR`,Crédito PF,Crédito pessoal/consumo,documento_regulamento,7,16,data/raw/49776300000156/917087_regulamento_regulamento_917087_2025-05-23_2025-05-23.pdf,2025-05-23,ok,35,indeterminado,indeterminado,,,,,,,sim,OBJETIVO PROPORCIONAR AOS COTISTAS A VALORIZACAO DE SUAS COTAS POR MEIO DA APLICACAO DOS RECURSOS DA CLASSE NA AQUISICAO DE DIREITOS CREDITORIOS,nao,,nao,,nao,,sim,"INDICE DE SUBORDINACAO, SOMENTE PODEM VOTAR OS TITULARES DE COTAS SENIORES. 9.20. AS DECISOES DA ASSEMBLEIA DE COTISTAS DEVEM SER DIVULGADAS AOS COTISTAS NO PRAZO",nao,,sim,"RESERVA DE CAIXA. 6.5. E VEDADO A GESTORA, INCLUSIVE EM NOME DO FUNDO E DE SUAS CLASSES , ALEM DO DISPOSTO NA RCVM 175, CONFORME APLICAV",nao,,sim,CRITERIOS DE ELEGIBILIDADE TENHAM SIDO VALIDADOS PELA GESTORA E PELA COGESTORA E O RESPECTIVO DIREITO CREDITORIO TENHA SIDO PREVIAMENTE APROVADO PELA GESTORA E PELA C,sim,LIMITES DE CONCENTRACAO. 5.4. A CLASSE PODERA ADQUIRIR DIREITOS CREDITORIOS E ATIVOS FINANCEIROS DE UM MESMO DEVEDOR OU DE COOBRIGACAO DE UMA MESMA PESSOA OU ENTID,sim,EVENTOS DE AVALIACAO OU DOS EVENTOS DE LIQUIDACAO ANTECIPADA DO ANEXO. 9.5. A CONVOCACAO DAS ASSEMBLEIAS DE COTISTAS FAR-SE-A POR MEIO DE CORREIO ELETRONICO END,sim,CLASSIFICACAO DE RISCO,permitido_ou_textual,Regra textual de derivativos identificada,bullet,RESGATE DAS COTAS FICARIA CONDICIONADO (1) AO VENCIMENTO,9,0.6428571428571429
60145806000108,PARA TODOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Crédito PF,Crédito pessoal/consumo,descricao_lastro: regex `PESSOAS NATURAIS`,Crédito PF,Crédito pessoal/consumo,documento_regulamento,4,12,data/raw/60145806000108/994368_regulamento_regulamento_994368_2025-07-25_2025-07-25.pdf,2025-07-25,ok,35,indeterminado,indeterminado,,,,,,,sim,"DIREITOS CREDITORIOS QUE ATENDAM CUMULATIVAMENTE, AOS SEGUINTES CRITERIOS DE ELEGIBILIDADE, CONFORME APLICAVEL, A SEREM VERIFICADOS PELA GESTORA: I. SEJAM REPRESENTADOS POR NOTAS...",nao,,nao,,nao,,sim,"INDICE DE SUBORDINACAO : NAO HAVERA INDICE DE SUBORDINACAO NA CLASSE. LIV. INVESTIDORES PROFISSIONAIS : SAO OS INVESTIDORES ASSIM DEFINIDOS, NOS TERMOS DO ARTIGO",nao,,nao,,nao,,sim,CRITERIOS DE ELEGIBILIDADE............................................................................................................................................,nao,,sim,EVENTOS DE AVALIACAO E EVENTOS DE LIQUIDACAO ............................................................................................... 44 15. PATRIMONIO L,sim,CLASSIFICACAO DE RISCO,hedge_apenas,DERIVATIVOS PARA PROTECAO/HEDGE,definido_textual,AMORTIZACAO,7,0.5
56190298000102,PJBANK PAGAMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,Crédito PF,Crédito pessoal/consumo,descricao_lastro: regex `CONSUMIDOR`,Crédito PF,Crédito pessoal/consumo,documento_regulamento,9,18,data/raw/56190298000102/973508_regulamento_regulamento_973508_2025-08-15_2025-08-15.pdf,2025-08-15,ok,35,indeterminado,indeterminado,,,,,,,nao,,nao,,nao,,nao,,sim,INDICE DE SUBORDINACAO SENIOR E INDICE DE SUBORDINACAO MEZANINO (D) RESERVA DE DESPESAS E RESERVA DE LIQUIDEZ PARA META DE AMORTIZACAO (E) LIMITE DE CONCENTRACAO,sim,MEZANIN,sim,RESERVA DE DESPESAS E RESERVA DE LIQUIDEZ PARA META DE AMORTIZACAO (E) LIMITE DE CONCENTRACAO POR DEVEDOR E LIMITE DE CONCENTRACAO POR COND,sim,RECOMPRA,sim,"CRITERIOS DE ELEGIBILIDADE, SEM PREJUIZO DO DISPOSTO EM CADA ANEXO (III) MONITORAR, COM BASE EM INFORMACOES FORNECIDAS PELO CUSTODIANTE, A ALOCACAO MINIMA, CONFORME D",sim,LIMITE DE CONCENTRACAO POR DEVEDOR E LIMITE DE CONCENTRACAO POR CONDOMINIO (F) ADIMPLENCIA ESTIMADA (G) ADIMPLENCIA EFETIVA E (H) INDICE MINIMO DE RECEBIMENTO. 4.,sim,"EVENTOS DE AVALIACAO E DE EVENTOS DE LIQUIDACAO, CONFORME DEFINIDOS E DISCIPLINADOS NO(S) RESPECTIVO(S) ANEXO(S) (VI) MONITORAR A OCORRENCIA DE QUALQUER EVENTO",nao,,nao_identificado,,definido_textual,AMORTIZACAO,8,0.5714285714285714
59388384000104,PRECATO V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Crédito PF,Crédito pessoal/consumo,descricao_lastro: regex `CONSUMIDOR`,Crédito PF,Crédito pessoal/consumo,documento_regulamento,8,16,data/raw/59388384000104/974947_regulamento_regulamento_974947_2025-08-20_2025-08-20.pdf,2025-08-20,ok,35,indeterminado,indeterminado,,,,,,,sim,DIREITOS CREDITORIOS 24 ELEGIVEIS A SEREM ADQUIRIDOS PELA CLASSE (VI) SUGERIR O PRECO DE AQUISICAO A GESTORA E (VII) PROVIDENCIAR PARECER TECNICO SOBRE O PRECATOR,nao,,nao,,sim,REVOLVENCIA,nao,,sim,MEZANIN,nao,,nao,,sim,"CRITERIOS DE ELEGIBILIDADE, CONDICOES DE CESSAO OU AQUISICAO E CONDICOES DE REVOLVENCIA ..............................................................................",sim,LIMITE DE CONCENTRACAO MAXIMO PARA A CLASSE ADQUIRIR DIREITOS CREDITORIOS E/OU ATIVOS FINANCEIROS DE UM MESMO DEVEDOR OU DE COOBRIGACAO DE UMA MESMA PESSOA OU ENT,sim,"EVENTOS DE AVALIACAO, EVENTOS DE LIQUIDACAO .................................................................................................... 43 15. PATRIMON",sim,CLASSIFICACAO DE RISCO,nao_identificado,,pass_through,FLUXO DE CAIXA,8,0.5714285714285714
17198452000122,REAL TIME PADRONIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Não classificado,Revisar manualmente,baixa,Crédito PF,Crédito pessoal/consumo,descricao_lastro: regex `CONSUMIDOR`,Crédito PF,Crédito pessoal/consumo,documento_regulamento,17,18,data/raw/17198452000122/1157482_regulamento_regulamento_1157482_2026-04-07_2026-04-07.pdf,2026-04-07,ok,35,cedente_nomeado,indeterminado,,,,,,,sim,"DIREITOS CREDITORIOS 11.1 CARACTERISTICAS DOS DIREITOS CREDITORIOS 11.1.1 OS DIREITOS CREDITORIOS A SEREM ADQUIRIDOS PELO FUNDO SERAO REPRESENTADOS POR COTAS DE FIDC, CCB (FISICA...",sim,"CONSULTORIA ESPECIALIZADA FLM COBRANCA LTDA., SOCIEDADE EMPRESARIA, INSCRITA NO CNPJ",nao,,sim,REVOLVENCIA,sim,"INDICE DE SUBORDINACAO O INDICE DE SUBORDINACAO SENIOR E O INDICE DE SUBORDINACAO MEZANINO, QUANDO REFERIDOS EM CONJUNTO. INDICE DE SUBORDINACAO MEZANINO RESULTAD",sim,MEZANIN,nao,,sim,RECOMPRA,sim,CRITERIOS DE ELEGIBILIDADE E CONDICOES DE CESSAO ................................................ 30 13. PROCEDIMENTOS E CUSTOS DE COBRANCA ..........................,sim,"POR DEVEDOR DA CCB E/OU DA NOTA COMERCIAL, PARA AS NOVAS AQUISICOES (C) O PRAZO DE VENCIMENTO DOS DIREITOS CREDITORIOS REPRESENTADO",sim,EVENTOS DE AVALIACAO E EVENTOS DE LIQUIDACAO ............................ 58 24. INFORMACOES PERIODICAS E OBRIGATORIAS .........................................,sim,CLASSIFICACAO DE RISCO,vedado,VEDADO ... DERIVATIVOS,pass_through,FLUXO DE CAIXA,12,0.8571428571428571
58059177000143,RED SEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Crédito PF,Crédito pessoal/consumo,descricao_lastro: regex `CONSUMIDOR`,Crédito PF,Crédito pessoal/consumo,documento_regulamento,12,18,data/raw/58059177000143/1046971_regulamento_regulamento_1046971_2025-11-24_2025-11-24.pdf,2025-11-24,ok,35,indeterminado,indeterminado,,,,,,,sim,"OBJETIVO DO FUNDO E DAS CLASSES DE COTAS 3.1. E OBJETIVO DO FUNDO PROPORCIONAR AOS COTISTAS A VALORIZACAO DE SUAS COTAS, MEDIANTE A APLICACAO DOS RECURSOS DO FUNDO NA AQUISICAO DE...",nao,,nao,,sim,REVOLVENCIA,nao,,nao,,sim,"RESERVA DE CAIXA: E A DEFINICAO PREVISTA NO ITEM 9.1 DESTE ANEXO RESOLUCAO CMN 5.111: E A RESOLUCAO CMN NO 5.111, DE 21 DE DEZEMBRO DE 2",nao,,sim,"CRITERIOS DE ELEGIBILIDADE E CONDICOES DE CESSAO PREVISTOS EM CADA ANEXO B) QUANDO E SE APLICAVEL, NO REGISTRO DE COTAS DE FIDC NAS ENTIDADES REGISTRADORAS, SE E QUAN",nao,,sim,EVENTOS DE AVALIACAO DA CLASSE: AS SITUACOES DESCRITAS NO CAPITULO 18. DOS EVENTOS DE AVALIACAO DA CLASSE DO ANEXO I EVENTOS DE LIQUIDACAO DA CLASSE: AS SITUACO,sim,CLASSIFICACAO DE RISCO,nao_identificado,,pass_through,FLUXO DE CAIXA,7,0.5
53676261000192,RESTART FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,Crédito PF,Crédito pessoal/consumo,descricao_lastro: regex `CONSUMIDOR`,Crédito PF,Crédito pessoal/consumo,documento_regulamento,6,18,data/raw/53676261000192/1165415_regulamento_regulamento_1165415_2026-03-16_2026-03-16.pdf,2026-03-16,ok,35,indeterminado,pulverizado,,,,,,,sim,OBJETIVO 5.1. O OBJETIVO DO FUNDO E PROPORCIONAR AOS SEUS COTISTAS A VALORIZACAO DE SUAS COTAS POR MEIO DA APLICACAO DE SEU PATRIMONIO LIQUIDO NA AQUISICAO DE: (I) DIREITOS CREDIT...,nao,,nao,,sim,REVOLVENCIA,sim,INDICE DE SUBORDINACAO VI. DELIBERAR SE UM EVENTO DE AVALIACAO CONSTITUI UM EVENTO DE LIQUIDACAO VII. DELIBERAR SOBRE A INTERRUPCAO DOS PROCEDIMENTOS DE LIQUIDACA,sim,MEZANIN,nao,,sim,RECOMPRA,sim,"CRITERIOS DE ELEGIBILIDADE, CONDICOES DE CESSAO OU AQUISICAO E CONDICOES DE REVOL VENCIA .............................................................................",sim,LIMITE DE CONCENTRACAO MAXIMO PARA A CLASSE ADQUIRIR DIREITOS CREDITORIOS E/OU ATIVOS FINANCEIROS DE UM MESMO DEVEDOR OU DE COOBRIGACAO DE UMA MESMA PESSOA OU ENT,sim,"EVENTOS DE AVALIACAO, EVENTOS DE LIQUIDACAO ......................................................................... 47 16. PATRIMONIO LIQUIDO NEGATIVO .......",sim,CLASSIFICACAO DE RISCO,nao_identificado,,pass_through,,10,0.7142857142857143
