veiculo_id,serie,camada,n_pagamento,competencia,status,paga_amortizacao,pct_amortizacao_do_saldo,saldo_final_pct_do_VNU,paga_remuneracao,atinge_98pct_amortizado,fonte_id
CRI-II,3a,Mezanino,85,07/07/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,86,07/08/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,87,05/09/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,88,07/10/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,89,07/11/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,90,05/12/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,91,08/01/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,92,06/02/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,93,05/03/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,94,07/04/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,95,07/05/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,96,07/06/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,97,07/07/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,98,06/08/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,99,08/09/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,100,07/10/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,101,08/11/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,102,07/12/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,103,07/01/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,104,07/02/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,105,08/03/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,106,07/04/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,107,06/05/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,108,07/06/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,109,07/07/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,110,05/08/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,111,08/09/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,112,07/10/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,113,08/11/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,114,07/12/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,115,06/01/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,116,07/02/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,117,07/03/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,118,10/04/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,119,08/05/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,3a,Mezanino,120,07/06/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,1,05/07/2024,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,2,07/08/2024,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,3,06/09/2024,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,4,07/10/2024,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,5,07/11/2024,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,6,06/12/2024,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,7,08/01/2025,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,8,07/02/2025,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,9,11/03/2025,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,10,07/04/2025,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,11,08/05/2025,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,12,06/06/2025,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,13,07/07/2025,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,14,07/08/2025,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,15,05/09/2025,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,16,07/10/2025,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,17,07/11/2025,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,18,05/12/2025,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,19,08/01/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,20,06/02/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,21,06/03/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,22,08/04/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,23,08/05/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,24,08/06/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,25,07/07/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,26,07/08/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,27,08/09/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,28,07/10/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,29,09/11/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,30,07/12/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,31,08/01/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,32,05/02/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,33,05/03/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,34,07/04/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,35,07/05/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,36,07/06/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,37,07/07/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,38,06/08/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,39,08/09/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,40,07/10/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,41,08/11/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,42,07/12/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,43,07/01/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,44,07/02/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,45,07/03/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,46,07/04/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,47,08/05/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,48,07/06/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,49,07/07/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,50,07/08/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,51,08/09/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,52,06/10/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,53,08/11/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,54,07/12/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,55,08/01/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,56,07/02/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,57,07/03/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,58,06/04/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,59,08/05/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,60,07/06/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,61,06/07/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,62,07/08/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,63,10/09/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,64,05/10/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,65,08/11/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,66,07/12/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,67,08/01/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,68,07/02/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,69,11/03/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,70,05/04/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,71,08/05/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,72,07/06/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,73,05/07/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,74,07/08/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,75,06/09/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,76,07/10/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,77,07/11/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,78,06/12/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,79,08/01/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,80,07/02/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,81,07/03/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,82,07/04/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,83,08/05/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,84,06/06/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,85,07/07/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,86,07/08/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,87,05/09/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,88,07/10/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,89,07/11/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,90,05/12/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,91,08/01/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,92,06/02/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,93,05/03/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,94,07/04/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,95,07/05/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,96,07/06/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,97,07/07/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,98,06/08/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,99,08/09/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,100,07/10/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,101,08/11/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,102,07/12/2032,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,103,07/01/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,104,07/02/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,105,08/03/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,106,07/04/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,107,06/05/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,108,07/06/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,109,07/07/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,110,05/08/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,111,08/09/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,112,07/10/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,113,08/11/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,114,07/12/2033,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,115,06/01/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,116,07/02/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,117,07/03/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,118,10/04/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,119,08/05/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,4a,Subordinado,120,07/06/2034,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,1,05/07/2024,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,2,07/08/2024,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,3,06/09/2024,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,4,07/10/2024,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,5,07/11/2024,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,6,06/12/2024,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,7,08/01/2025,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,8,07/02/2025,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,9,11/03/2025,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,10,07/04/2025,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,11,08/05/2025,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,12,06/06/2025,Projetado,não,n/d,n/d,não,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,13,07/07/2025,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,14,07/08/2025,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,15,05/09/2025,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,16,07/10/2025,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,17,07/11/2025,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,18,05/12/2025,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,19,08/01/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,20,06/02/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,21,06/03/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,22,08/04/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,23,08/05/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,24,08/06/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,25,07/07/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,26,07/08/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,27,08/09/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,28,07/10/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,29,09/11/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,30,07/12/2026,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,31,08/01/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,32,05/02/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,33,05/03/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,34,07/04/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,35,07/05/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,36,07/06/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,37,07/07/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,38,06/08/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,39,08/09/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,40,07/10/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,41,08/11/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,42,07/12/2027,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,43,07/01/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,44,07/02/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,45,07/03/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,46,07/04/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,47,08/05/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,48,07/06/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,49,07/07/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,50,07/08/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,51,08/09/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,52,06/10/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,53,08/11/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,54,07/12/2028,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,55,08/01/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,56,07/02/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,57,07/03/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,58,06/04/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,59,08/05/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,60,07/06/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,61,06/07/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,62,07/08/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,63,10/09/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,64,05/10/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,65,08/11/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,66,07/12/2029,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,67,08/01/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,68,07/02/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,69,11/03/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,70,05/04/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,71,08/05/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,72,07/06/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,73,05/07/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,74,07/08/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,75,06/09/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,76,07/10/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,77,07/11/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,78,06/12/2030,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
CRI-II,5a,Subordinado Jr.,79,08/01/2031,Projetado,sim,n/d,n/d,sim,n/d,ANX-TS2-K2
