Fundo,CNPJ,Cota/Classe,Tipo,Data deliberação,Data emissão / 1ª integralização,Data encerramento/oferta,Quantidade,Volume,VNU,Remuneração,Juros/remuneração,Amortização principal,Status/evidência,Fonte,Status curadoria
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,,,14/04/2025,Não identificada na extração offline,,,"R$ 5.000.000,00",,,,,emissão,879176_emissao_emissao_879176_2025-04-14.pdf · ID 879176 · 14/04/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,25ª Série,,05/05/2025 10:00,Não identificada na extração offline,,,"R$ 5.000.000,00",,"Taxa DI + 2,70% a.a. | M nº 160, destinada exclusivamente a investidores profissionais. Regime de Distribuição: Melhores esforços de colocação. Público-Alvo da Oferta: Investidor Profissional. Distribuidor: Será a própria Administradora do Fundo. Taxa de Distribuição: (i) Taxa exigível pela CVM, conforme legislação vigente; (ii) remuneração do Distribuidor equivalente a 0,01% sobre cada aporte. Possibilidade de cancelamento do saldo não c…","Taxa DI + 2,70% a.a. | M nº 160, destinada exclusivamente a investidores profissionais. Regime de Distribuição: Melhores esforços de colocação. Público-Alvo da Oferta: Investidor Profissional. Distribuidor: Será a própria Administradora do Fundo. Taxa de Distribuição: (i) Taxa exigível pela CVM, conforme legislação vigente; (ii) remuneração do Distribuidor equivalente a 0,01% sobre cada aporte. Possibilidade de cancelamento do saldo não c…","o: do 19º (décimo nono) mês até o 24º (vigésimo quarto) mês, a contar da data da primeira integralização de Cotas da Subclasse Subordinada Sênior da 25ª Série, com pagamento em cada mês no mesmo dia da primeira integralização de Cotas da Subclasse, pelo valor da Cota do dia, conforme cronograma e proporções abaixo. A amortização será feita utilizando o critério de principal + juros. 19º mês 20º mês 21º mês 22º mês 2…",evento de cota,1030659_assembleia_assembleia_1030659_2025-05-05.pdf · ID 1030659 · 05/05/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,18ª Série,,16/05/2025 10:00,Não identificada na extração offline,,,"R$ 15.000.000,00",,"Taxa DI + 2,75% a.a. | M nº 160, destinada exclusivamente a investidores profissionais. Regime de Distribuição: Melhores esforços de colocação. Público-Alvo da Oferta: Investidor Profissional. Distribuidor: Será a própria Administradora do Fundo. Taxa de Distribuição: (i) Taxa exigível pela CVM, conforme legislação vigente; (ii) remuneração do Distribuidor equivalente a 0,01% sobre cada aporte. Possibilidade de cancelamento do saldo não c…","Taxa DI + 2,75% a.a. | M nº 160, destinada exclusivamente a investidores profissionais. Regime de Distribuição: Melhores esforços de colocação. Público-Alvo da Oferta: Investidor Profissional. Distribuidor: Será a própria Administradora do Fundo. Taxa de Distribuição: (i) Taxa exigível pela CVM, conforme legislação vigente; (ii) remuneração do Distribuidor equivalente a 0,01% sobre cada aporte. Possibilidade de cancelamento do saldo não c…","do 13º (décimo terceiro) mês até o 18º (décimo oitavo) mês, a contar da data da primeira integralização de Cotas da Subclasse Subordinada Sênior da 18ª Série, com pagamento em cada mês no mesmo dia da primeira integralização de Cotas da Subclasse, pelo valor da Cota do dia, conforme cronograma e proporções abaixo. A amortização será feita utilizando o critério de principal + juros. 13º mês 14º mês 15º mês 16º mês 17…",evento de cota,909906_assembleia_assembleia_909906_2025-05-16.pdf · ID 909906 · 16/05/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,,,26/05/2025,Não identificada na extração offline,,,"R$ 15.000.000,00",,,,,emissão,910873_emissao_emissao_910873_2025-05-26.pdf · ID 910873 · 26/05/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,13ª SÉRIE,,11/06/2025 16:00,Não identificada na extração offline,,,"R$ 20.000.000,00",,"Taxa DI + 3,00% a.a. | or da 13ª Série emitidas pelo Fundo, conforme lista de presença assinada. Presentes, ainda, os representantes da Administradora e da Gestora. 03. ORDENS DO DIA/DELIBERAÇÕES: Os Cotistas, sem ressalvas e por unanimidade, aprovaram: a) A alteração dos prazos de duração, amortização e resgate , bem como a alteração da rentabilidade alvo da 13ª Série de Cotas Seniores, com a consequente alteração dos itens “g”, “h”, “i”…","Taxa DI + 3,00% a.a. | or da 13ª Série emitidas pelo Fundo, conforme lista de presença assinada. Presentes, ainda, os representantes da Administradora e da Gestora. 03. ORDENS DO DIA/DELIBERAÇÕES: Os Cotistas, sem ressalvas e por unanimidade, aprovaram: a) A alteração dos prazos de duração, amortização e resgate , bem como a alteração da rentabilidade alvo da 13ª Série de Cotas Seniores, com a consequente alteração dos itens “g”, “h”, “i”…","sse Subordinada Júnior e Cotas da Subclasse Sênior da 13ª Série emitidas pelo Fundo, conforme lista de presença assinada. Presentes, ainda, os representantes da Administradora e da Gestora. 03. ORDENS DO DIA/DELIBERAÇÕES: Os Cotistas, sem ressalvas e por unanimidade, aprovaram: a) A alteração dos prazos de duração, amortização e resgate , bem como a alteração da rentabilidade alvo da 13ª Série de Cotas Seniores, com…",evento de cota,928226_assembleia_assembleia_928226_2025-06-11.pdf · ID 928226 · 11/06/2025 16:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,1ª Série,,13/06/2025 10:00,Não identificada na extração offline,,,"R$ 100.000,00",,"Taxa DI + 3,90% a.a. | me relacionados no Regulamento e no Anexo Descritivo. Todas as menções à “Cotas Subordinadas Mezanino” e “Subclasse Mezanino” contidas no Regulamento e no Anexo Descritivo se aplicam aos titulares da Cotas Subordinada Mezanino XVII. 6. Cada subclasse de Cotas Subordinada Mezanino será diferenciada em relação à Meta de Remuneração, Período de Carência, Data de Pagamento, Data de Resgate, e preferência e subordinação…","Taxa DI + 3,90% a.a. | me relacionados no Regulamento e no Anexo Descritivo. Todas as menções à “Cotas Subordinadas Mezanino” e “Subclasse Mezanino” contidas no Regulamento e no Anexo Descritivo se aplicam aos titulares da Cotas Subordinada Mezanino XVII. 6. Cada subclasse de Cotas Subordinada Mezanino será diferenciada em relação à Meta de Remuneração, Período de Carência, Data de Pagamento, Data de Resgate, e preferência e subordinação…","Remuneração será determinada por meio da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida de uma sobretaxa de 3,90% a.a. (três inteiros e noventa cent ésimos por cento ao ano). Período de Carência: Até o 12º mês não há amortização programada, no entanto, poderá haver amortizações extraordinárias desde que aprovado em As…",evento de cota,929023_assembleia_assembleia_929023_2025-06-13.pdf · ID 929023 · 13/06/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,COTAS SENIORES ____________________________________ 132,Sênior,16/06/2025,Não identificada na extração offline,,,,,"os da Resolução CVM 175/22. “Anexo Normativo II” Significa o anexo normativo II da Resolução CVM 175/22, conforme em vigor. “Apêndices” Significam os apêndices integrantes dos Anexos Descritivos, os quais descreverão as características e os direitos, assim como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate de cada Subclasse de Cotas para cada uma das Classes do Fundo. “Assem…","os da Resolução CVM 175/22. “Anexo Normativo II” Significa o anexo normativo II da Resolução CVM 175/22, conforme em vigor. “Apêndices” Significam os apêndices integrantes dos Anexos Descritivos, os quais descreverão as características e os direitos, assim como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate de cada Subclasse de Cotas para cada uma das Classes do Fundo. “Assem…","O E COBRANÇA ________________________________________ 77 CAPÍTULO SÉTIMO – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS E PATRIMÔNIO LÍQUIDO _____________ 80 CAPÍTULO OITAVO – ASSEMBLEIAS ESPECIAIS __________________________________ 87 CAPÍTULO NONO – VALORAÇÃO DAS COTAS, AMORTIZAÇÃO E RESGATE DE COTAS, ORDEM DE ALOCAÇÃO DE RECURSOS, RESGATE EM ATIVOS _______________________…",evento de cota,927399_regulamento_regulamento_927399_2025-06-16.pdf · ID 927399 · 16/06/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,1ª Série,,21/07/2025 14:00,Não identificada na extração offline,,,,,"Taxa DI + 4% a.a. | e relacionados no Regulamento e no Anexo Descritivo. Todas as menções à “Cotas Subordinadas Mezanino” e “Subclasse Mezanino” contidas no Regulamento e no Anexo Descritivo se aplicam aos titulares da Cotas Subordinada Mezanino XVIII. 6. Cada subclasse de Cotas Subordinada Mezanino será diferenciada em relação à Meta de Remuneração, Período de Carência, Data de Pagamento, Data de Resgate, e preferência e subordinação…","Taxa DI + 4% a.a. | e relacionados no Regulamento e no Anexo Descritivo. Todas as menções à “Cotas Subordinadas Mezanino” e “Subclasse Mezanino” contidas no Regulamento e no Anexo Descritivo se aplicam aos titulares da Cotas Subordinada Mezanino XVIII. 6. Cada subclasse de Cotas Subordinada Mezanino será diferenciada em relação à Meta de Remuneração, Período de Carência, Data de Pagamento, Data de Resgate, e preferência e subordinação…","o Descritivo. A Meta de Remuneração será determinada por meio da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida de uma sobretaxa de 4% a.a. (quatro inteiros por cento ao ano). Período de Carência: Até o 18º mês não há amortização programada, no entanto, poderá haver amortizações extraordinárias desde que aprovado em A…",evento de cota,954968_assembleia_assembleia_954968_2025-07-21.pdf · ID 954968 · 21/07/2025 14:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,19ª Série,,12/08/2025 16:00,Não identificada na extração offline,,,"R$ 5.000.000,00",,"Taxa DI + 0,75% a.a. | nº 160, destinada exclusivamente a investidores profissionais. Regime de Distribuição: Melhores esforços de colocação. Público-Alvo da Oferta: Investidor Profissional. Distribuidor: Será a própria Administradora do Fundo . Taxa de Distribuição: (i) Taxa exigível pela CVM, conforme legislação vigente; (ii) remuneração do Distribuidor equivalente a 0,01% sobre cada aporte. Possibilidade de cancelamento do saldo não co…","Taxa DI + 0,75% a.a. | nº 160, destinada exclusivamente a investidores profissionais. Regime de Distribuição: Melhores esforços de colocação. Público-Alvo da Oferta: Investidor Profissional. Distribuidor: Será a própria Administradora do Fundo . Taxa de Distribuição: (i) Taxa exigível pela CVM, conforme legislação vigente; (ii) remuneração do Distribuidor equivalente a 0,01% sobre cada aporte. Possibilidade de cancelamento do saldo não co…","o: do 19º (décimo nono) mês até o 24º (vigésimo quarto) mês, a contar da data da primeira integralização de Cotas da Subclasse Subordinada Sênior da 19ª Série, com pagamento em cada mês no mesmo dia da primeira integralização de Cotas da Subclasse, pelo valor da Cota do dia, conforme cronograma e proporções abaixo. A amortização será feita utilizando o critério de principal + juros. 19º mês 20º mês 21º mês 22º mês 2…",evento de cota,984917_assembleia_assembleia_984917_2025-08-12.pdf · ID 984917 · 12/08/2025 16:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,1ª Série,,15/09/2025 10:00,Não identificada na extração offline,,,"R$ 100.000,00",,"Taxa DI + 4,10% a.a. | (iii) A conversão de 68,874918 Cotas da Subclasse Subordinada Mezanino VI detidas pelo Cotista 2 (conforme definição na lista de presença) em Cotas da Subclasse Subordinada Subordinada Mezanino XIX da 1ª Série, na Data do Evento. (iv) A alteração dos prazos de duração, amortização e resgate, bem como a alteração da remuneração alvo das Cotas Subordinadas Mezanino VI, com a consequente alteração dos itens “g”, “h”, “…","Taxa DI + 4,10% a.a. | (iii) A conversão de 68,874918 Cotas da Subclasse Subordinada Mezanino VI detidas pelo Cotista 2 (conforme definição na lista de presença) em Cotas da Subclasse Subordinada Subordinada Mezanino XIX da 1ª Série, na Data do Evento. (iv) A alteração dos prazos de duração, amortização e resgate, bem como a alteração da remuneração alvo das Cotas Subordinadas Mezanino VI, com a consequente alteração dos itens “g”, “h”, “…","Mezanino XIX da 1ª Série, na Data do Evento. (iii) A conversão de 68,874918 Cotas da Subclasse Subordinada Mezanino VI detidas pelo Cotista 2 (conforme definição na lista de presença) em Cotas da Subclasse Subordinada Subordinada Mezanino XIX da 1ª Série, na Data do Evento. (iv) A alteração dos prazos de duração, amortização e resgate, bem como a alteração da remuneração alvo das Cotas Subordinadas Mezanino VI, com…",evento de cota,999591_assembleia_assembleia_999591_2025-09-15.pdf · ID 999591 · 15/09/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,COTAS SUBORDINADAS MEZANINO IX DO VALOREM,Mezanino,01/10/2025 15:00,Não identificada na extração offline,,,"R$ 20.062.523,28",,"Taxa DI + 3,60% a.a. | 47º mês 48º mês 1/6 1/5 1/4 1/3 1/2 1/1 i) Resgate: no 48º (quadragésimo oitavo) mês ocorrerá o resgate integral das Cotas (1/1), com o pagamento no mês no mesmo dia que ocorreu a primeira integralização de Cotas da Classe, pelo valor da Cota do dia, encerrando-se as Cotas Subordinadas Mezanino IX do Fundo. j) Rentabilidade alvo: CDI + 3,60% a.a. (três inteiros e sessenta centésimos por cento ao ano). k) Possibilid…","Taxa DI + 3,60% a.a. | 47º mês 48º mês 1/6 1/5 1/4 1/3 1/2 1/1 i) Resgate: no 48º (quadragésimo oitavo) mês ocorrerá o resgate integral das Cotas (1/1), com o pagamento no mês no mesmo dia que ocorreu a primeira integralização de Cotas da Classe, pelo valor da Cota do dia, encerrando-se as Cotas Subordinadas Mezanino IX do Fundo. j) Rentabilidade alvo: CDI + 3,60% a.a. (três inteiros e sessenta centésimos por cento ao ano). k) Possibilid…","s Cotas da Subordinadas Juniores e das Cotas Subordinadas Mezanino IX do Fundo, conforme assinaturas na lista de presença. Presentes, ainda, os representantes da Administradora e da Gestora. 03. ORDEM DO DIA/DELIBERAÇÕES: Os Cotistas, por unanimidade e sem ressalvas, aprovaram: a) A alteração dos prazos de duração, amortização e resgate das Cotas Subordinadas Mezanino IX, com a consequente alteração dos itens “g”, “…",evento de cota,1008920_assembleia_assembleia_1008920_2025-10-01.pdf · ID 1008920 · 01/10/2025 15:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,Cotas Subordinadas Mezanino XIII,Mezanino,02/10/2025 10:00,Não identificada na extração offline,,,"R$ 100.000,00",,"Taxa DI + 4,25% a.a. | tas Subordinadas Mezanino VI, Cotas Subordinadas Mezanino XIV, Cotas Subordina das Mezanino XII, e têm prioridade em relação às Cotas Subordinadas Juniores e Cotas Subordinadas Mezanino XI para efeito de amortização, resgate e/ou distribuição dos rendimentos da carteira do Fundo, observado o disposto no Regulamento. k) Remuneração do Distribuidor: remuneração do Distribuidor, equivalente ao percentual de 0,01% sobre…","Taxa DI + 4,25% a.a. | tas Subordinadas Mezanino VI, Cotas Subordinadas Mezanino XIV, Cotas Subordina das Mezanino XII, e têm prioridade em relação às Cotas Subordinadas Juniores e Cotas Subordinadas Mezanino XI para efeito de amortização, resgate e/ou distribuição dos rendimentos da carteira do Fundo, observado o disposto no Regulamento. k) Remuneração do Distribuidor: remuneração do Distribuidor, equivalente ao percentual de 0,01% sobre…","inadas Juniores do Fundo, conforme assinaturas na lista de presença arquivada pela Administradora (“ Cotistas”). Presentes, ainda, os representantes da Administradora e da Gestora do Fundo. 03. ORDEM DO DIA/DELIBERAÇÕES: Os Cotistas, por unanimidade e sem ressalvas, aprovaram: a) A alteração d os prazos de duração, amortização e resgate , bem como a alteração da rentabilidade alvo das Cotas Subordinadas Mezanino XII…",evento de cota,1008915_assembleia_assembleia_1008915_2025-10-02.pdf · ID 1008915 · 02/10/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,COTAS SUBORDINADAS MEZANINO XVI DO,Mezanino,21/10/2025 11:00,Não identificada na extração offline,,,"R$ 20.000.000,00",,"Taxa DI + 4,50% a.a. | 1/2 1/1 i) Resgate: no 36º (trigésimo sexto) mês ocorrerá o resgate integral das Cotas (1/1), com pagamento no mesmo dia do mês em que ocorreu a primeira integralização de Cotas da Classe, pelo valor da Cota do dia, encerrando-se a Classe de Cotas Subordinadas Mezanino XVI. j) Rentabilidade alvo: CDI + 4,50% a.a. k) Remuneração do Distribuidor: conforme Contrato de Distribuição de Cotas. l) Possibilidade de encerram…","Taxa DI + 4,50% a.a. | 1/2 1/1 i) Resgate: no 36º (trigésimo sexto) mês ocorrerá o resgate integral das Cotas (1/1), com pagamento no mesmo dia do mês em que ocorreu a primeira integralização de Cotas da Classe, pelo valor da Cota do dia, encerrando-se a Classe de Cotas Subordinadas Mezanino XVI. j) Rentabilidade alvo: CDI + 4,50% a.a. k) Remuneração do Distribuidor: conforme Contrato de Distribuição de Cotas. l) Possibilidade de encerram…","nada Júnior e das Cotas da Subclasse Subordinada Mezanino XVI emitidas pelo Fundo, conforme lista de presença assinada. Presentes, ainda, os representantes da Administradora e da Gestora. 03. ORDEM DO DIA/DELIBERAÇÕES : Os Cotistas, sem ressalvas e por unanimidade , aprovaram: a) A alteração dos prazos de duração, amortização e resgate da s Cotas Subordinadas Mezanino XVI, com a consequente alteração dos itens “g”,…",evento de cota,1021543_assembleia_assembleia_1021543_2025-10-21.pdf · ID 1021543 · 21/10/2025 11:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,23ª Série,,24/10/2025 15:00,Não identificada na extração offline,,,"R$ 100.000,00",,"Taxa DI + 2,80% a.a. | lização de Cotas da Subclasse Sênior da 23ª Série, ocorrerá o resgate integral das Cotas (1/1), com o pagamento no mês no mesmo dia que ocorreu a primeira integralização de Cotas da 23ª Série Sênior, pelo valor da Cota do dia, encerrando -se a Subclasse de Cotas Sênior da 23ª Série da Classe Única do Fundo. Meta de Remuneração: as Cotas Seniores da 23ª Série serão valoradas diariamente, a partir do Dia Útil seguinte…","Taxa DI + 2,80% a.a. | lização de Cotas da Subclasse Sênior da 23ª Série, ocorrerá o resgate integral das Cotas (1/1), com o pagamento no mês no mesmo dia que ocorreu a primeira integralização de Cotas da 23ª Série Sênior, pelo valor da Cota do dia, encerrando -se a Subclasse de Cotas Sênior da 23ª Série da Classe Única do Fundo. Meta de Remuneração: as Cotas Seniores da 23ª Série serão valoradas diariamente, a partir do Dia Útil seguinte…","terceiro ) mês até o 24º ( vigésimo quarto ) mês, a contar da data da primeira integralização de Cotas da Subclasse Sênior da 2 3ª Série, com pagamento em cada mês no mesmo dia da primeira integralização de Cotas da Subclasse Sênior da 2 3ª Série, pelo valor da Cota do dia, conforme cronograma e proporções abaixo. A amortização será feita utilizando o critério de principal + juros. 5 5 eu 13º mês 14º mês 15º mês 16º…",evento de cota,1029426_assembleia_assembleia_1029426_2025-10-24.pdf · ID 1029426 · 24/10/2025 15:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,Classe Mezanino II,Mezanino,27/10/2025 16:00,Não identificada na extração offline,,,"R$ 45.000.000,00",,"Taxa DI + 3,50% a.a. | mês 79º mês 80º mês 81º mês 82º mês 83º mês 1/6 1/5 1/4 1/3 1/2 1/1 j) Resgate: no 83° (octogésimo terceiro) mês ocorrerá o resgate integral das Cotas (1/1), com o pagamento no mesmo dia do mês que ocorreu a primeira emissão de Cotas da Classe, pelo valor da Cota do dia, encerrando-se a Classe Mezanino V. k) Remuneração alvo: 100% (cem por cento) da variação do CDI-Over + 3,50% (três inteiros e cinco décimos por cen…","Taxa DI + 3,50% a.a. | mês 79º mês 80º mês 81º mês 82º mês 83º mês 1/6 1/5 1/4 1/3 1/2 1/1 j) Resgate: no 83° (octogésimo terceiro) mês ocorrerá o resgate integral das Cotas (1/1), com o pagamento no mesmo dia do mês que ocorreu a primeira emissão de Cotas da Classe, pelo valor da Cota do dia, encerrando-se a Classe Mezanino V. k) Remuneração alvo: 100% (cem por cento) da variação do CDI-Over + 3,50% (três inteiros e cinco décimos por cen…","ubordinadas Juniores emitidas pelo Fundo , conforme lista de presença arquivada pela Administradora (“Cotistas”). Presentes, ainda, os representantes da Administradora e da Gestora do Fundo. 03. ORDEM DO DIA/DELIBERAÇÕES: Os Cotistas, por unanimidade e sem ressalvas, aprovaram: a) A alteração dos prazos de duração, amortização e resgate das Cotas Subordinadas Mezanino II, com a consequente alteração dos itens “h”, “…",evento de cota,1026157_assembleia_assembleia_1026157_2025-10-27.pdf · ID 1026157 · 27/10/2025 16:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,13ª SÉRIE,,09/12/2025 10:00,Não identificada na extração offline,,,"R$ 20.000.000,00",,"Taxa DI + 3,00% a.a. | º mês 57º mês 58º mês 59º mês 60º mês 1/6 1/5 1/4 1/3 1/2 1/1 i) Resgate: no 60° (sexagésimo) mês ocorrerá o resgate integral das Cotas (1/1), com o pagamento no mês no mesmo dia que ocorreu a primeira integralização de Cotas da Série, pelo valor da Cota do dia, encerrando-se a 13ª Série de Cotas Seniores. j) Rentabilidade alvo: 100% CDI acrescido de 3,00% a.a. (três inteiros por cento ao ano). k) Possibilidade de e…","Taxa DI + 3,00% a.a. | º mês 57º mês 58º mês 59º mês 60º mês 1/6 1/5 1/4 1/3 1/2 1/1 i) Resgate: no 60° (sexagésimo) mês ocorrerá o resgate integral das Cotas (1/1), com o pagamento no mês no mesmo dia que ocorreu a primeira integralização de Cotas da Série, pelo valor da Cota do dia, encerrando-se a 13ª Série de Cotas Seniores. j) Rentabilidade alvo: 100% CDI acrescido de 3,00% a.a. (três inteiros por cento ao ano). k) Possibilidade de e…","asse Subordinada Júnior e Cotas da Subclasse Sênior da 13ª Série emitidas pelo Fundo, conforme lista de presença assinada. Presentes, ainda, os representantes da Administradora e da Gestora. 03. ORDEM DO DIA/DELIBERAÇÕES: Os Cotistas, por unanimidade e sem ressalvas, aprovaram: a) A alteração dos prazos de duração, amortização e resgate da 13ª Série de Cotas Seniores do Fundo, com a consequente alteração dos itens “…",evento de cota,1064363_assembleia_assembleia_1064363_2025-12-09.pdf · ID 1064363 · 09/12/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,Cotas Subordinadas Mezanino XI,Mezanino,10/12/2025 10:00,Não identificada na extração offline,,,"R$ 100.000,00",,"Taxa DI + 3,50% a.a. | + juros. 39º mês 40º mês 41º mês 1/3 1/2 1/1 H) Resgate: no 41º (quadragésimo primeiro) mês ocorrerá o resgate integral das Cotas (1/1), com pagamento no mesmo dia do mês em que ocorreu a primeira emissão de Cotas da Classe, pelo valor da Cota do dia, encerrando-se a Classe de Cotas Subordinadas Mezanino XI. I) Rentabilidade Alvo: CDI + 3,50% a.a. (três inteiros e cinquenta centésimos por cento ao ano). J) Cotas Sub…","Taxa DI + 3,50% a.a. | + juros. 39º mês 40º mês 41º mês 1/3 1/2 1/1 H) Resgate: no 41º (quadragésimo primeiro) mês ocorrerá o resgate integral das Cotas (1/1), com pagamento no mesmo dia do mês em que ocorreu a primeira emissão de Cotas da Classe, pelo valor da Cota do dia, encerrando-se a Classe de Cotas Subordinadas Mezanino XI. I) Rentabilidade Alvo: CDI + 3,50% a.a. (três inteiros e cinquenta centésimos por cento ao ano). J) Cotas Sub…","Subordinadas Juniores emitidas pelo Fundo, conforme lista de presença arquivada pela Administradora (“Cotistas”). Presentes, ainda, os representantes da Administradora e da Gestora do Fundo. 03. ORDEM DO DIA/DELIBERAÇÕES: Os Cotistas, por unanimidade e sem ressalvas, aprovaram: a) A alteração dos prazos de duração, amortização e resgate das Cotas Subordinadas Mezanino XI, com a consequente alteração dos itens “f”, “…",evento de cota,1060661_assembleia_assembleia_1060661_2025-12-10.pdf · ID 1060661 · 10/12/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,16ª SÉRIE,,15/01/2026 18:00,Não identificada na extração offline,,,"R$ 20.000.000,00",,"Taxa DI + 2,70% a.a. | dministradora e da Gestora do Fundo. 04. COMPOSIÇÃO DA MESA: Presidente: Sr a. Alexandra Matos dos Reis ; Secretário: Sr. Leandro Mendes Davanso. 05. ORDEM DO DIA /DELIBERAÇÕES: Os Cotistas, por unanimidade de votos e s em ressalvas, aprovaram: a) A alteração dos prazos de duração, amortização e resgate, além da remuneração alvo das Cotas da 16ª Série Sênior, com a consequente alteração dos itens “g”, “h”, “i” e “j”…","Taxa DI + 2,70% a.a. | dministradora e da Gestora do Fundo. 04. COMPOSIÇÃO DA MESA: Presidente: Sr a. Alexandra Matos dos Reis ; Secretário: Sr. Leandro Mendes Davanso. 05. ORDEM DO DIA /DELIBERAÇÕES: Os Cotistas, por unanimidade de votos e s em ressalvas, aprovaram: a) A alteração dos prazos de duração, amortização e resgate, além da remuneração alvo das Cotas da 16ª Série Sênior, com a consequente alteração dos itens “g”, “h”, “i” e “j”…",", ainda, os representantes da Administradora e da Gestora do Fundo. 04. COMPOSIÇÃO DA MESA: Presidente: Sr a. Alexandra Matos dos Reis ; Secretário: Sr. Leandro Mendes Davanso. 05. ORDEM DO DIA /DELIBERAÇÕES: Os Cotistas, por unanimidade de votos e s em ressalvas, aprovaram: a) A alteração dos prazos de duração, amortização e resgate, além da remuneração alvo das Cotas da 16ª Série Sênior, com a consequente alteraçã…",evento de cota,1088296_assembleia_assembleia_1088296_2026-01-15.pdf · ID 1088296 · 15/01/2026 18:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
