Fundo,CNPJ,Cota/Classe,Tipo,Data deliberação,Data emissão / 1ª integralização,Data encerramento/oferta,Quantidade,Volume,VNU,Remuneração,Juros/remuneração,Amortização principal,Status/evidência,Fonte,Status curadoria,arquivo_origem_tabela
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,Cotas Mezanino B,Mezanino,02/06/2021,Não identificada nos PDFs baixados,,não identificado,Não identificado nos PDFs baixados,"R$ 0,01","Benchmark 10,00% a.a.","Benchmark 10,00% a.a.",Prazo indeterminado; amortização/resgate conforme regulamento,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,181768_assembleia_assembleia_181768_2021-06-02.pdf · p. regulamento anexo · ID 181768,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,Cotas Subordinadas,Subordinada,02/06/2021,Não identificada nos PDFs baixados,,não identificado,Não identificado nos PDFs baixados,"R$ 0,01","Benchmark 15,00% a.a.","Benchmark 15,00% a.a.",Prazo indeterminado; subordinada residual conforme regulamento,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,181768_assembleia_assembleia_181768_2021-06-02.pdf · p. regulamento anexo · ID 181768,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,Cotas Seniores III,Sênior,21/09/2023,Não identificada nos PDFs baixados,,não identificado,Não identificado nos PDFs baixados,Não identificado nos PDFs baixados,"Taxa DI + 3,95% a.a.","Taxa DI + 3,95% a.a.",Datas de pagamento mensais; sem resgate antes do término do prazo de duração; amortização conforme proporção de principal,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,526619_assembleia_assembleia_526619_2023-09-21.pdf · p. apêndice · ID 526619,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,Cotas Subordinadas Júnior,Subordinada,03/10/2024,Não identificada nos PDFs baixados,,não identificado,"R$ 65.000.000,00",Não identificado nos PDFs baixados,Residual / subordinada,Residual / subordinada,Amortização extraordinária relacionada à reorganização/cessão; sem calendário fixo identificado,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,751179_assembleia_assembleia_751179_2024-10-03.pdf · ID 751179,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,1ª série,Sênior,16/07/2024,27/09/2024,11/10/2024,140.250,"R$ 140.250.000,00","R$ 1.000,00","Taxa DI + 2,20% a.a.","Taxa DI + 2,20% a.a.",60 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,701561_assembleia_assembleia_701561_2024-07-16.pdf; 727048_regulamento_regulamento_727048_2024-08-27.pdf; 749953_emissao_emissao_749953_2024-09-27.pdf; 761740_emissao_emissao_761740_2024-10-11.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Subordinada Mezanino 1ª emissão,Mezanino,16/07/2024,27/09/2024,11/10/2024,11.550,"R$ 11.550.000,00","R$ 1.000,00","Taxa DI + 4,90% a.a.","Taxa DI + 4,90% a.a.",60 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,701561_assembleia_assembleia_701561_2024-07-16.pdf; 727048_regulamento_regulamento_727048_2024-08-27.pdf; 749953_emissao_emissao_749953_2024-09-27.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Subordinada Júnior,Subordinada,16/07/2024,Não identificada nos PDFs baixados,,13.600,"R$ 13.600.000,00","R$ 1.000,00",Residual / subordinada,Residual / subordinada,Sem calendário fixo identificado; colocação privada conforme ato,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,701561_assembleia_assembleia_701561_2024-07-16.pdf; 751969_regulamento_regulamento_751969_2024-10-03.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,2ª série,Sênior,29/05/2025,12/06/2025,18/08/2025,39.000,"R$ 39.000.000,00","R$ 1.000,00","Taxa DI + 1,60% a.a.","Taxa DI + 1,60% a.a.",60 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,925293_assembleia_assembleia_925293_2025-05-29.pdf; 938043_emissao_emissao_938043_2025-06-12.pdf; 942812_assembleia_assembleia_942812_2025-06-30.pdf; 974385_emissao_emissao_974385_2025-08-18.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Subordinada Mezanino 2ª emissão,Mezanino,29/05/2025,12/06/2025,18/08/2025,6.000,"R$ 6.000.000,00","R$ 1.000,00",Taxa DI + sobretaxa mezanino definida em ato,Taxa DI + sobretaxa mezanino definida em ato,60 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,925293_assembleia_assembleia_925293_2025-05-29.pdf; 938043_emissao_emissao_938043_2025-06-12.pdf,"curado parcial; volume confirmado, spread não localizado no trecho extraído",data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,3ª série,Sênior,06/04/2026,09/04/2026,,111.000,"R$ 111.000.000,00","R$ 1.000,00","Taxa DI + 1,50% a.a.","Taxa DI + 1,50% a.a.",60 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,1158589_assembleia_assembleia_1158589_2026-04-06.pdf; 1158367_emissao_emissao_1158367_2026-04-09.pdf; 1170453_emissao_emissao_1170453_2026-04-08.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Subordinada Mezanino 3ª emissão,Mezanino,06/04/2026,09/04/2026,,9.000,"R$ 9.000.000,00","R$ 1.000,00","Taxa DI + 3,25% a.a.","Taxa DI + 3,25% a.a.",60 meses; 12 meses de carência; amortização programada após carência,Curadoria concentrada Pravaler; valores não localizados permanecem explícitos,1158589_assembleia_assembleia_1158589_2026-04-06.pdf; 1158367_emissao_emissao_1158367_2026-04-09.pdf; 1170453_emissao_emissao_1170453_2026-04-08.pdf,curado documental; termos econômicos extraídos de ata/regulamento/anúncio local,data/regulatory_profiles/pravaler_cotas_emissoes_pagamentos.csv
