fundo,CNPJ,Data regulamento,Critério,Evento,Comparação,Limite,Monitorável IME,Métrica IME,Fonte
VTK,62.588.266/0001-54,29/09/2025,Cobertura mínima de PDD/provisão,enquadramento,>=,5%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,1002580_regulamento_regulamento_1002580_2025-09-29.pdf
VTK,62.588.266/0001-54,29/09/2025,Hedges/derivativos permitidos,enquadramento,>=,15%,parcial,Posições mantidas em derivativos,1002580_regulamento_regulamento_1002580_2025-09-29.pdf
VTK,62.588.266/0001-54,29/09/2025,Hedges/derivativos permitidos,enquadramento,texto,70%,parcial,Posições mantidas em derivativos,1002580_regulamento_regulamento_1002580_2025-09-29.pdf
VTK,62.588.266/0001-54,29/09/2025,Hedges/derivativos permitidos,enquadramento,texto,—,parcial,Posições mantidas em derivativos,1002580_regulamento_regulamento_1002580_2025-09-29.pdf
VTK,62.588.266/0001-54,29/09/2025,Hedges/derivativos permitidos,Hedges/derivativos permitidos,—,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,1002580_regulamento_regulamento_1002580_2025-09-29.pdf · ID 1002580 · 29/09/2025
VTK,62.588.266/0001-54,29/09/2025,Limite de recompra,enquadramento,<=,10%,monitoravel,Recompras / Crédito ou Recompras / PL,1002580_regulamento_regulamento_1002580_2025-09-29.pdf
VTK,62.588.266/0001-54,29/09/2025,Subordinação mínima,enquadramento,>=,5%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1002580_regulamento_regulamento_1002580_2025-09-29.pdf
VTK,62.588.266/0001-54,29/09/2025,Subordinação mínima,enquadramento,>=,15%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1002580_regulamento_regulamento_1002580_2025-09-29.pdf
VTK,62.588.266/0001-54,29/09/2025,Subordinação mínima,Subordinação mínima,—,15%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1002580_regulamento_regulamento_1002580_2025-09-29.pdf · ID 1002580 · 29/09/2025
SUMUP SMART IV FIDC,62.626.887/0001-85,31/03/2026,Limite de concentração,elegibilidade,<=,100%,nao_monitoravel,—,1152823_regulamento_regulamento_1152823_2026-03-31.pdf
SUMUP SMART IV FIDC,62.626.887/0001-85,31/03/2026,Limite de concentração,Limite de concentração,—,100%,nao_monitoravel,—,1152823_regulamento_regulamento_1152823_2026-03-31.pdf · ID 1152823 · 31/03/2026
SUMUP SMART IV FIDC,62.626.887/0001-85,31/03/2026,Alocação mínima em direitos creditórios,enquadramento,>=,100%,monitoravel,Dir Cred / PL,1152823_regulamento_regulamento_1152823_2026-03-31.pdf
SUMUP SMART IV FIDC,62.626.887/0001-85,31/03/2026,Hedges/derivativos permitidos,enquadramento,texto,—,parcial,Posições mantidas em derivativos,1152823_regulamento_regulamento_1152823_2026-03-31.pdf
ENDURANCE,62.838.025/0001-16,10/12/2025,Limite de concentração,elegibilidade,<=,60%,nao_monitoravel,—,1058234_regulamento_regulamento_1058234_2025-12-10.pdf
ENDURANCE,62.838.025/0001-16,10/12/2025,Limite de concentração,Limite de concentração,—,60%,nao_monitoravel,—,1058234_regulamento_regulamento_1058234_2025-12-10.pdf · ID 1058234 · 10/12/2025
ENDURANCE,62.838.025/0001-16,10/12/2025,Alocação mínima em direitos creditórios,enquadramento,>=,50%,monitoravel,Dir Cred / PL,1058234_regulamento_regulamento_1058234_2025-12-10.pdf
ENDURANCE,62.838.025/0001-16,10/12/2025,Alocação mínima em direitos creditórios,Alocação mínima em direitos creditórios,—,50%,monitoravel,Dir Cred / PL,1058234_regulamento_regulamento_1058234_2025-12-10.pdf · ID 1058234 · 10/12/2025
ENDURANCE,62.838.025/0001-16,22/09/2025,Hedges/derivativos permitidos,enquadramento,texto,—,parcial,Posições mantidas em derivativos,1056018_regulamento_regulamento_1056018_2025-09-22.pdf
ENDURANCE,62.838.025/0001-16,22/09/2025,Hedges/derivativos permitidos,enquadramento,<=,—,parcial,Posições mantidas em derivativos,1056018_regulamento_regulamento_1056018_2025-09-22.pdf
ENDURANCE,62.838.025/0001-16,10/12/2025,Subordinação mínima,enquadramento,>=,0%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1058234_regulamento_regulamento_1058234_2025-12-10.pdf
PINE INSS III,63.546.406/0001-94,05/03/2026,Limite de concentração,elegibilidade,<=,20%,nao_monitoravel,—,1130481_regulamento_regulamento_1130481_2026-03-05.pdf
PINE INSS III,63.546.406/0001-94,05/03/2026,Alocação mínima em direitos creditórios,enquadramento,>=,"85,5%",monitoravel,Dir Cred / PL,1130478_regulamento_regulamento_1130478_2026-03-05.pdf
PINE INSS III,63.546.406/0001-94,05/03/2026,Alocação mínima em direitos creditórios,enquadramento,>=,67%,monitoravel,Dir Cred / PL,1130481_regulamento_regulamento_1130481_2026-03-05.pdf
PINE INSS III,63.546.406/0001-94,05/03/2026,Alocação mínima em direitos creditórios,Alocação mínima em direitos creditórios,—,67%,monitoravel,Dir Cred / PL,1130481_regulamento_regulamento_1130481_2026-03-05.pdf · ID 1130481 · 05/03/2026
PINE INSS III,63.546.406/0001-94,05/03/2026,Reserva ou caixa mínimo,enquadramento,>=,15%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,1130481_regulamento_regulamento_1130481_2026-03-05.pdf
PINE INSS III,63.546.406/0001-94,05/03/2026,Reserva ou caixa mínimo,enquadramento,>=,"2,50%",parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,1130481_regulamento_regulamento_1130481_2026-03-05.pdf
PINE INSS III,63.546.406/0001-94,05/03/2026,Reserva ou caixa mínimo,enquadramento,>=,"2,00%",parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,1130481_regulamento_regulamento_1130481_2026-03-05.pdf
PINE INSS III,63.546.406/0001-94,05/03/2026,Hedges/derivativos permitidos,enquadramento,texto,"0,10%",parcial,Posições mantidas em derivativos,1130481_regulamento_regulamento_1130481_2026-03-05.pdf
PINE INSS III,63.546.406/0001-94,05/03/2026,Hedges/derivativos permitidos,enquadramento,texto,—,parcial,Posições mantidas em derivativos,1130481_regulamento_regulamento_1130481_2026-03-05.pdf
PINE INSS III,63.546.406/0001-94,05/03/2026,Hedges/derivativos permitidos,Hedges/derivativos permitidos,—,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,1130481_regulamento_regulamento_1130481_2026-03-05.pdf · ID 1130481 · 05/03/2026
PINE INSS III,63.546.406/0001-94,05/03/2026,Subordinação mínima,enquadramento,>=,"14,50%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1130481_regulamento_regulamento_1130481_2026-03-05.pdf
PINE INSS III,63.546.406/0001-94,05/03/2026,Subordinação mínima,enquadramento,>=,"9,50%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1130481_regulamento_regulamento_1130481_2026-03-05.pdf
PINE INSS III,63.546.406/0001-94,05/03/2026,Subordinação mínima,Subordinação mínima,—,"14,50%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1130481_regulamento_regulamento_1130481_2026-03-05.pdf · ID 1130481 · 05/03/2026
PINE INSS III,63.546.406/0001-94,05/03/2026,Subordinação mínima,Subordinação mínima,—,"9,50%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1130481_regulamento_regulamento_1130481_2026-03-05.pdf · ID 1130481 · 05/03/2026
