benchmark_confiavel,campos_nao_preenchidos,capacidade_ate_gatilho,categoria_risco_atual,categoria_risco_proposta,cedente,cedente_originador_literal,cnpj,cnpj_formatado,cnpj_numerico,comparabilidade_motivo,comparavel_flag,coorte,data_ref,documento_data,documento_id,excecao_asterisco_flag,excesso_vs_mercado,foco_exibicao,folga_pp,fonte_avaliacao_reclassificacao,fonte_documental,fonte_partes_recebivel,fundamento_avaliacao_reclassificacao,grupo_comparacao,middle_market_evidencia,middle_market_porte_documentado_flag,middle_market_status,minimo_estrutural_display,minimo_estrutural_formula,minimo_estrutural_natureza,minimo_estrutural_usado,minimo_junior_ajustado,minimo_junior_calculado,minimo_junior_literal,mvp_elegivel_flag,mvp_faixa_sub_atual,mvp_situacao_piso,mvp_slide_categoria,mvp_slide_categoria_fonte,mvp_slide_categoria_motivo,mvp_slide_categoria_original,mvp_slide_categoria_override_flag,n_comparaveis_categoria,nome_oficial_cvm,nome_referencia,observacao_complemento_manual,ordem,originador,pagina_clausula,papel_literal,pl_atual_brl,pl_classes_reportadas_brl,pl_subordinado_atual_brl,posicao_mercado,preco_cota_brl,preco_cota_classe_serie,preco_cota_display,preco_cota_documento_data,preco_cota_documento_id,preco_cota_excecao_asterisco_flag,preco_cota_fonte,preco_cota_natureza,preco_cota_status,reclassificacao_proposta_flag,sacado_devedor,situacao_regulatoria,status_avaliacao_reclassificacao,status_complemento_manual,status_curadoria_documental,status_identidade,status_preenchimento,status_sub_pl_atual,sub_pl_atual,subtipo_risco_diagnosticado,suporte_combinado_junior_mezanino,suporte_total,taxonomia_estrutural,texto_minimo,tipo_exibicao,tipo_recebivel_literal,nome_cvm,pl_publicado_brl,linhas_tabela_iv,contas_senior_reportadas,linhas_tabela_x_1_1,competencia_cvm,situacao_contas_senior,indicio_posicao_exclusiva,identidade_titular_cvm,ordem_pl
True,originador; sacado/devedor,,Consignado INSS e FGTS,Consignado INSS e FGTS,QI Tech,QI Tech,53577135000180,53.577.135/0001-80,53577135000180,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2026-06-18,1224059,False,0.04813551958459811,Crédito Pessoal,,N/D,FundosNet/B3; documento 1224059; referência 2026-06-18; p. 17,cedente: IMG_8704.JPG | tipo_recebivel: IMG_8704.JPG,N/D,Consignado FGTS,N/D,,N/D,N/D,direto no regulamento,junior_pl,0.15,,,0.15,True,20%–35%,incomparável,Consignado INSS e FGTS,N/D,N/D,Consignado INSS e FGTS,False,5.0,ANGÁ FGTS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,ANGA FGTS II FUNDO DE INVESTIMENTO EM DIREITOS CR,Denominação cortada pela largura da coluna na foto.,7,N/D,17,cedente,249730019.95,249730019.9486195,54940291.73240251,acima do mercado,1000.0,Cotas Seniores | Cotas Subordinadas Junior | Cotas Subordinadas Mezanino,"Cotas Seniores: R$ 1.000,00 | Cotas Subordinadas Junior: R$ 1.000,00 | Cotas Subordinadas Mezanino: R$ 1.000,00",18/06/2026,1224059,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1224059,preço/valor unitário de emissão,localizado documentalmente — múltiplos valores/classes,False,N/D,não medido,fora da revisão Financeiro/Agro,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.21999874802157326,N/D,,,Consignado FGTS,"Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 15,0%.",Financeiro,Crédito FGTS,ANGÁ FGTS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,248114121.7,1.0,2.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,43.0
False,originador; sacado/devedor,,Agro / Revenda,Agro / Revenda,Vixtra Tecnologia e Serviços Financeiros,Vixtra Tecnologia e Serviços Financeiros,45523699000102,45.523.699/0001-02,45523699000102,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2025-10-30,1024756,False,,Recebíveis Comerciais,,IMG_8704,FundosNet/B3; documento 1024756; referência 2025-10-30; p. 26,cedente: IMG_8704.JPG | tipo_recebivel: IMG_8704.JPG,"Planilha informa FIDC Trading, sem cláusula primária de lastro",Agro / Revenda,IMG_8704,,Candidato,N/D,direto no regulamento,junior_pl,0.1,,,0.1,True,35%–60%,incomparável,Agro / Revenda,N/D,N/D,Agro / Revenda,False,0.0,VIXTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,VIXTRA FUNDO DE INVE E D C RL,N/D,18,N/D,26,cedente,233574412.44,233574411.63901857,89273029.70591252,sem benchmark confiável,1000.0,N/D,"R$ 1.000,00",2025-10-30,1024756,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1024756,preço/valor unitário de emissão,localizado documentalmente,False,N/D,não medido,PENDENTE_FONTE_PRIMARIA,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.38220380722929037,Trade finance / recebíveis comerciais,,,Agro / Revenda,"Cotas subordinadas júnior / PL, mínimo de 10,0%.","Agro, Indústria e Comércio",FIDC Trading,VIXTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,242711796.85,1.0,39.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,44.0
True,Sub/PL atual; originador; tipo de recebível,,Financeiro,Consignado INSS e FGTS,BMP (Bancarizador),BMP (Bancarizador),30035329000159,30.035.329/0001-59,30035329000159,Mínimo júnior isolado; a subordinação atual disponível agrega mais de uma classe subordinada ou usa denominador distinto.,False,Carteira 101,2026-06,2025-09-22,998769,False,,Crédito Consignado,,regulamento + auditoria documental,FundosNet/B3; documento 998769; referência 2025-09-22; p. 44; 64,cedente: IMG_8707.jpg | sacado_devedor: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=998769,Devedores são titulares de FGTS e emitem CCB,Financeiro,regulamento + auditoria documental,False,Não,N/D,direto no regulamento,junior_pl,0.15,,,0.15,False,N/D,N/D,Consignado INSS e FGTS,regulamento + auditoria documental,Devedores são titulares de FGTS e emitem CCB,Financeiro,True,12.0,VIA INVEST II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,VIAINVEST II FIDC MULTISSETORIAL,OBS parcialmente legível: Via Invest (Gestorada grupo faz co-gestão). Denominação cortada.,94,N/D,44; 64,cedente,202884356.35,199464232.40413725,94585360.6541986,sem benchmark confiável,1000.0,Cotas Seniores,"Cotas Seniores: R$ 1.000,00",30/09/2025,1003989,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1003989,valor nominal unitário (VNU),localizado documentalmente,True,"pessoas físicas titulares de contas vinculadas do FGTS e que estejam com a opção da modalidade de Saque Aniversário vigente na data da contratação do empréstimo e emissão de CCBs, e que figurem na qualidade de devedores dos Direitos Creditórios",não medido,APLICAR_ALTA,manual_aplicado,revisto — mínimo júnior localizado,localizado,sub_pl_atual_ausente,N/D,,"Antecipação do saque-aniversário FGTS, CCBs",,,Financeiro,"Índice mantido pelas cotas júnior / PL, mínimo de 15,0%; há classe mezanino.",Financeiro,N/D,VIA INVEST II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,236038972.17,1.0,5.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,45.0
True,sacado/devedor,,Consignado INSS e FGTS,Consignado INSS e FGTS,QI Tech,QI Tech,55401645000128,55.401.645/0001-28,55401645000128,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2025-12-01,1051890,False,0.001403285592735587,Crédito Pessoal,,N/D,FundosNet/B3; documento 1051890; referência 2025-12-01; p. 17,originador: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1051890 | cedente: IMG_8705.JPG | tipo_recebivel: IMG_8705.JPG,N/D,Consignado FGTS,N/D,,N/D,N/D,direto no regulamento,junior_pl,0.03,,,0.03,True,15%–20%,incomparável,Consignado INSS e FGTS,N/D,N/D,Consignado INSS e FGTS,False,5.0,QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,QUATA FIDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS,Denominação cortada pela largura da coluna na foto.,44,"a FINTECH DO CORBAN LTDA., sociedade limitada com sede na cidade de Cássia, estado de Minas Gerais, na Rua Comendador Antenor Machado, nº 295, sala virtual 2, Centro, CEP 37980-000, inscrita no CNPJ sob o nº 48.672.821/0001-09 ou outro parceiro do Endossante Instituição Financeria que acesse uma plataforma eletrônica e Interfaces de Programação de Aplicação (“APIs”) do Endossante Instituição Financeria que permite a criação de estruturas para a concessão de crédito por meio do Endossante Institu",17,cedente,225010783.2,225010782.63194025,38986834.024159,em linha com o mercado,1000.0,Cotas Seniores | Cotas Subordinadas Júnior | Cotas Subordinadas Mezanino,"Cotas Seniores: R$ 1.000,00 | Cotas Subordinadas Júnior: R$ 1.000,00 | Cotas Subordinadas Mezanino: R$ 1.000,00",2025-12-01,1051890,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1051890,preço/valor unitário de emissão,localizado documentalmente — múltiplos valores/classes,False,N/D,não medido,fora da revisão Financeiro/Agro,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.17326651402971074,N/D,,,Consignado FGTS,"Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 3,0%.",Financeiro,Crédito FGTS,QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,222637961.86,1.0,2.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,47.0
False,preço unitário da cota; originador; cedente; sacado/devedor; tipo de recebível,,Agro / Revenda,Agro / Revenda,N/D,N/D,47425750000179,47.425.750/0001-79,47425750000179,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2026-07-02,1237988,False,,Agronegócio,,regulamento 1237988 apenas estrutural,FundosNet/B3; documento 1237988; referência 2026-07-02; p. 30,N/D,"Nenhum originador, cedente, devedor ou tipo foi localizado",Agro / Revenda,regulamento 1237988 apenas estrutural,,Pendente,N/D,direto no regulamento,junior_pl,0.25,,,0.25,True,35%–60%,incomparável,Agro / Revenda,N/D,N/D,Agro / Revenda,False,0.0,CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,FIDC CROPFIELD CEREALIS,N/D,75,N/D,30,N/D,215299982.37,215299982.36938536,114213377.8501986,sem benchmark confiável,,N/D,N/D,N/D,N/D,False,N/D,N/D,não localizado,False,N/D,não medido,PENDENTE_DOCUMENTAL,sem_overlay,revisto — mínimo júnior calculado de cláusulas contratuais,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.5304848453443866,Lastro agro não isolado,,,Agro / Revenda,"Mínimo júnior calculado: subordinadas = 50,0% do PL e júnior = 50,0% das subordinadas.","Agro, Indústria e Comércio",N/D,CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,219310538.52,1.0,2.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,48.0
True,Nenhum,,Consignado INSS e FGTS,Consignado INSS e FGTS,"a J17 e, apenas para a s Aquisições Iniciais, o Metropolitana FIDC-NP",J17,54252144000164,54.252.144/0001-64,54252144000164,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2026-06-08,1223382,False,-0.021576934240742418,Crédito Pessoal,,N/D,FundosNet/B3; documento 1223382; referência 2026-06-08; p. 109,originador: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=990257 | cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1072289 | sacado_devedor: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1072289 | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1072289,N/D,Consignado FGTS,N/D,,N/D,N/D,direto no regulamento,junior_pl,0.05,,,0.05,True,15%–20%,incomparável,Consignado INSS e FGTS,N/D,N/D,Consignado INSS e FGTS,False,5.0,J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,J17 FGTS FUNDO DE INVESTIMENTO,Denominação cortada pela largura da coluna na foto.,15,GRANDINO LTDA.,109,cedente,213618399.48,213618399.4794132,32103917.629979648,abaixo do mercado,1000.0,Cotas Seniores | Cotas Subordinadas Júnior | Cotas Subordinadas Mezanino,"Cotas Seniores: R$ 1.000,00 | Cotas Subordinadas Júnior: R$ 1.000,00 | Cotas Subordinadas Mezanino: R$1.000,00",2025-12-29,1072289,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1072289,preço/valor unitário de emissão,localizado documentalmente — múltiplos valores/classes,False,"pessoas físicas titulares de contas vinculadas do FGTS e que estejam com a opção da modalidade de Saque Aniversário vigente na data da contratação do empréstimo e emissão de CCBs, e que figurem na qualidade de devedores dos Direitos Creditórios",não medido,fora da revisão Financeiro/Agro,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.15028629419623274,N/D,,,Consignado FGTS,"Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 5,0%.",Financeiro,"aos direitos creditórios performados oriundos de operações de empréstimo pessoal, formalizadas por CCBs emitidas por Devedores em favor do Credor Original, e garantidas por cessão fiduciária da totalidade ou de parte dos direitos do Devedor aos Saques Aniversário, nos termos da Lei 8.036 e da Resolução CCFGTS 958 ou qualquer outro normativo que venha a substituí-la",J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,211214192.65,1.0,9.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,50.0
True,sacado/devedor,,Financeiro,Financeiro,Solfácil SCD,Solfácil SCD,57028406000108,57.028.406/0001-08,57028406000108,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2026-05-21,1202319,False,-0.03534039392934957,Crédito Pessoal,,IMG_8706,FundosNet/B3; documento 1202319; referência 2026-05-21; p. 112,originador: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1048522 | cedente: IMG_8706.JPG | tipo_recebivel: IMG_8706.JPG,Recebíveis de financiamento de placas solares,Financeiro,IMG_8706,False,Não,N/D,direto no regulamento,junior_pl,0.02,,,0.02,True,20%–35%,incomparável,Financeiro,N/D,N/D,Financeiro,False,12.0,IS GREEN SOLFÁCIL VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,IS GREEN SOLFACIL VI FIDC RL,FIDC pulverizado para aquisição dos direitos creditórios descritos.,83,Solfácil Energia,112,cedente,437421807.29,437421807.2916817,116406326.70015693,abaixo do mercado,1000.0,Cotas Seniores | Cotas Subordinadas Mezanino,"Cotas Seniores: R$ 1.000,00 | Cotas Subordinadas Mezanino: R$ 1.000,00",06/12/2024,796086,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=796086,preço/valor unitário de emissão,localizado documentalmente — múltiplos valores/classes,False,N/D,não medido,MANTER_ALTA,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.2661191663519015,"Financiamento solar, recebíveis performados",,,Financeiro,"Índice de Subordinação das cotas júnior / PL, mínimo de 2,0%.",Financeiro,Direitos Creditórios performados oriundos de financiamento de instalação de placas solares,IS GREEN SOLFÁCIL VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,211117061.49,1.0,5.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,51.0
False,originador,0.276144709250697,Agro / Revenda,Risco Corporativo,Fornecedores: Madeira/Madeira,Fornecedores: Madeira/Madeira,38658727000133,38.658.727/0001-33,38658727000133,Estrutura com uma única classe subordinada; métrica atual e piso usam o total subordinado sobre o PL.,True,Carteira 101,2026-06,2026-06-05,1216296,True,,Recebíveis Comerciais,0.20251072252899865,regulamento 691063,FundosNet/B3; documento 1216296; referência 2026-06-05; p. 62,cedente: IMG_8705.JPG | sacado_devedor: IMG_8705.JPG | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=691063,Fornecedores cedem créditos comerciais contra MadeiraMadeira,Agro / Revenda,regulamento 691063,False,Não,"26,67%*","calculado: 1 − 1/1,3636",junior_pl_calculado,0.26665,,0.26665,,True,35%–60%,acima do piso,Risco Corporativo,regulamento 691063,Fornecedores cedem créditos comerciais contra MadeiraMadeira,Agro / Revenda,True,0.0,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,FIDC FORNEC MADEIRA MADEIRA I,OBS da foto: FIDC Multicedente (Fornecedores) & Monosacado (Madeira/Madeira). O sacado foi desmembrado somente porque a função Monosacado está escrita na fonte.,39,N/D,62,cedente,196699440.04,196699440.04049316,92283651.41021584,sem benchmark confiável,1000.0,Cotas Seniores,"Cotas Seniores: R$ 1.000,00",2024-06-13,691063,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=691063,preço/valor unitário de emissão,localizado documentalmente,True,Madeira/Madeira,acima do mínimo,APLICAR_ALTA,manual_aplicado,revisto — mínimo júnior localizado,localizado,completo_para_folga,Calculado com classes reportadas e PL oficial reconciliado,0.46916072252899865,"Supplier finance, MadeiraMadeira como devedora",,0.26665,Agro / Revenda,"Mínimo júnior implícito na relação PL / cotas seniores de 136,36%.","Agro, Indústria e Comércio","os direitos creditórios, representados pelos Contratos Comerciais, incluindo a totalidade dos respectivos acessórios, tais como atualização monetária, juros remuneratórios, encargos moratórios, multas, penalidades, seguros, indenizações, despesa s, custas, honorários, garantias e demais encargos contratuais e legais previstos nos Contratos Comerciais",FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,198462861.17,1.0,4.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,52.0
True,originador; sacado/devedor,,Financeiro,Financeiro,Supplier,Supplier,50988212000105,50.988.212/0001-05,50988212000105,Mínimo júnior usa PL ajustado; não é comparável à subordinação atual sobre o PL oficial.,False,Carteira 101,2026-06,2024-11-14,1013021,True,-0.23119227113978355,Crédito Pessoal,,IMG_8706,FundosNet/B3; documento 1013021; referência 2024-11-14; p. 29; 62,cedente: IMG_8706.JPG | tipo_recebivel: IMG_8706.JPG,Crédito PME informado sem cláusula primária de instrumento e devedor,Financeiro,IMG_8706,,Candidato,N/D,direto sobre PL ajustado,junior_pl_ajustado,0.045,0.045,,,True,< 10%,incomparável,Financeiro,N/D,N/D,Financeiro,False,12.0,CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,CARTAO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM,Denominação cortada pela largura da coluna na foto.,63,N/D,29; 62,cedente,193612039.06,193612039.06189817,13604593.129898127,abaixo do mercado,1000.0,Cotas Seniores,"Cotas Seniores: R$ 1.000,00",2023-10-06,532694,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=532694,valor nominal unitário (VNU),localizado documentalmente,False,N/D,não medido,PENDENTE_FONTE_PRIMARIA,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.07026728914146754,Crédito comercial/PME segurado,,,Financeiro,"Cotas júnior / PL ajustado por outros ativos, mínimo de 4,5%.*",Financeiro,Crédito Curto Prazo com o segurado; Crédito PME,CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,196659044.22,1.0,2.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,53.0
False,sacado/devedor,,Agro / Revenda,Agro / Revenda,"(i) a Sumitomo, cujas cessões não contarão com coobrigação",SUMITOMO,43866348000179,43.866.348/0001-79,43866348000179,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2024-09-17,741139,False,,"Multicarteira Agro, Indústria e Comércio",,regulamento 741138,FundosNet/B3; documento 741139; referência 2024-09-17; p. 81,originador: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=741138 | cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=741138 | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=741138,Instrumentos e emissores agro explícitos,Agro / Revenda,regulamento 741138,False,Não,N/D,direto no regulamento,junior_pl,0.05,,,0.05,True,≥ 60%,incomparável,Agro / Revenda,N/D,N/D,Agro / Revenda,False,0.0,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEA AGRO SUMITOMO CHEMICAL RESP LIMITADA,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS OPEA,OBS literal: FIDC Sumitomo. Financia revendas e produtores.,68,a Sumitomo,81,cedente,256043621.64,256043622.96884888,167388333.96884888,sem benchmark confiável,1.0,Cotas Subordinadas,"Cotas Subordinadas: R$ 1,00",17/09/2024,741138,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=741138,preço/valor unitário de emissão,localizado documentalmente,False,N/D,não medido,MANTER_ALTA,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.6537492826288742,"NP, CPR-F e CDCA da cadeia de insumos",,,Agro / Revenda,"Cotas subordinadas júnior / total das cotas, mínimo de 5,0%, mantido pelo valor atualizado.","Agro, Indústria e Comércio","os recebíveis provenientes de (i) Notas Promissórias a serem emitidas por Distribuidores de Insumos; (ii) CPR-F a serem emitidas por Produtores, Cooperativas ou, ainda, Distribuidores, nos termos da legislação aplicável; (iii) CDCA a serem emitidos por Distribuidores",FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEA AGRO SUMITOMO CHEMICAL RESP LIMITADA,190158417.74,1.0,107.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,54.0
True,originador; sacado/devedor,,Financeiro,Financeiro,Supersim,Supersim,63066147000102,63.066.147/0001-02,63066147000102,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2026-01-15,1085946,False,0.21817021503126088,Multicarteira Financeiro,,regulamento 1085943,FundosNet/B3; documento 1085946; referência 2026-01-15; p. 12,cedente: IMG_8707.jpg | tipo_recebivel: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1085943,Direitos são CCBs de operações de crédito,Financeiro,regulamento 1085943,False,Não,N/D,direto no regulamento,junior_pl,0.125,,,0.125,True,35%–60%,incomparável,Financeiro,N/D,N/D,Financeiro,False,12.0,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INCLUSÃO CREDIÁRIA RESPONSABILIDADE LIMITADA,FUNDO DE INVESTIMENTO EM DIREITOS,Denominação cortada pela largura da coluna na foto.,96,N/D,12,cedente,156443253.15,156443271.11844087,81292572.48349294,acima do mercado,1000.0,N/D,"R$ 1.000,00",2026-01-15,1085943,True,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1085943,valor nominal unitário (VNU),localizado documentalmente,False,N/D,não medido,MANTER_ALTA,manual_aplicado,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.519629775312512,"Crédito Supersim, CCBs",,,Financeiro,"Cotas júnior / PL, mínimo de 12,5%; 17,5% enquanto houver rebaixamento contratualmente definido.",Financeiro,"todos os direitos de crédito vincendos adquiridos ou a serem adquiridos pela Classe Única, representados por CCBs decorrentes da concessão de Crédito Docusign Envelope ID: 9DE35450-3BDE-4638-A712-3F4C7F8F1EF5",FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INCLUSÃO CREDIÁRIA RESPONSABILIDADE LIMITADA,182022064.09,1.0,13.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,55.0
False,originador; tipo de recebível,,Agro / Revenda,Adquirência,"os Marceneiros e as Entidades da Rede Leo, que, a seu exclusivo critério, cedem a totalidade ou parte de seus respectivos Direitos Creditórios Elegíveis à Classe e, para tanto, tenham realizado e/ou venham a realizar Formalização(ões) Eletrônica(s) de Cessão com a Classe, sendo os Marceneiros e as Entidades da Rede Leo (que não a Leo Madeiras) representados pelo Agente de Formalização, na qualidade de sua mandatária, nos termos dos Termos do Sistema Leo",N/D,50857998000113,50.857.998/0001-13,50857998000113,Mínimo júnior isolado; a subordinação atual disponível agrega todas as classes subordinadas.,False,Carteira 101,2026-06,2025-10-06,1017825,False,,Recebíveis Comerciais,,regulamento e auditoria documental,FundosNet/B3; documento 1017825; referência 2025-10-06; p. 62,cedente: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=910444 | sacado_devedor: https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=910444,Devedora é a subcredenciadora da Rede Leo,Agro / Revenda,regulamento e auditoria documental,False,Não,N/D,direto no regulamento,junior_pl,0.05,,,0.05,True,10%–15%,incomparável,Adquirência,regulamento e auditoria documental,Devedora é a subcredenciadora da Rede Leo,Agro / Revenda,True,0.0,LEO MADEIRAS FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,LEO I FUNDO INV DIR CREDITORIOS,N/D,29,N/D,62,N/D,176969443.65,176969443.64933208,22295230.79968528,sem benchmark confiável,1000.0,Cotas Seniores,"Cotas Seniores: R$1.000,00",22/05/2025,910444,False,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=910444,valor nominal unitário (VNU),localizado documentalmente,True,"a Subcredenciadora, na qualidade de devedora dos Direitos Creditórios",não medido,APLICAR_ALTA,sem_overlay,revisto — mínimo júnior localizado,localizado,estrutura_incomparavel,Calculado com classes reportadas e PL oficial reconciliado,0.12598350506079178,"Recebíveis de pagamento, subcredenciadora como devedora",,,Agro / Revenda,"Índice de Subordinação Mezanino: cotas júnior / PL, mínimo de 5,0%.","Agro, Indústria e Comércio",N/D,LEO MADEIRAS FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,171301441.89,1.0,22.0,1.0,2026-07,mais de 1 conta senior reportada,False,nao publicada,56.0
