grupo,fundo,nome_curto,cnpj,data_documento,documento_id,source_file,categoria_documento,tipo_documento,criterio,chave,evento,comparacao,limite,threshold_value,threshold_unit,monitorabilidade_ime,metrica_ime,fonte_pagina,trecho,mudanca_vs_evidencia_anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,14/10/2022,365262,data/raw/33254370000104/365262_regulamento_regulamento_365262_2022-10-14.pdf,regulamento,Regulamento,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,avaliação,<=,50%,0.5,ratio,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,365262_regulamento_regulamento_365262_2022-10-14.pdf · ID 365262,"do Índice de Atraso Over 30, conforme metodologia constante no Anexo VIII é superior a 50% (cinquenta por cento) do valor principal dos Direitos Creditórios do Fundo; e (l) Verificação de que a média móvel dos últimos três meses do Índice de Atraso Over 90, conforme metodologia constante no Anexo IX, igual ou superior a 35,0% (trinta e cinco por cento). 15.2 A Administradora, após verificada a ocorrência de um Event…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,26/04/2023,451354,data/raw/33254370000104/451354_regulamento_regulamento_451354_2023-04-26.pdf,regulamento,Regulamento,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,avaliação,<=,50%,0.5,ratio,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,451354_regulamento_regulamento_451354_2023-04-26.pdf · ID 451354,"do Índice de Atraso Over 30, conforme metodologia constante no Anexo VIII é superior a 50% (cinquenta por cento) do valor principal dos Direitos Creditórios do Fundo; e (l) Verificação de que a média móvel dos últimos três meses do Índice de Atraso Over 90, conforme metodologia constante no Anexo IX, igual ou superior a 35,0% (trinta e cinco por cento). 15.2 A Administradora, após verificada a ocorrência de um Event…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/08/2023,519058,data/raw/33254370000104/519058_regulamento_regulamento_519058_2023-08-30.pdf,regulamento,Regulamento,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,avaliação,<=,50%,0.5,ratio,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,519058_regulamento_regulamento_519058_2023-08-30.pdf · ID 519058,"de Atraso Over 30, conforme metodologia constante no Anexo VIII é superior a 50% (cinquenta por cento) do valor principal dos Direitos Creditórios do Fundo; e 52 (l) verificação de que a média móvel dos últimos três meses do Índice de Atraso Over 90, conforme metodologia constante no Anexo IX, é igual ou superior a 35,0% (trinta e cinco por cento). 15.2 A Administradora, após verificada a ocorrência de um Evento de…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,21/11/2024,787126,data/raw/33254370000104/787126_regulamento_regulamento_787126_2024-11-21.pdf,regulamento,Regulamento,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,avaliação,<=,35%,0.35,ratio,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,787126_regulamento_regulamento_787126_2024-11-21.pdf · ID 787126,"nquenta por cento) do valor principal dos Direitos Creditórios do Fundo; l) verificação de que a média móvel dos últimos três meses do Índice de Atraso Over 90, conforme metodologia const ante no Complemento IX, é igual ou superior a 35% (trinta e cinco por cento); e m) caso a Administradora ingresse com um pedido de declaração judicial de insolvência. 14.2 A Administradora, após verificada a ocorrência de um Evento…",alterou de <= 50% para <= 35%
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/08/2023,519058,data/raw/33254370000104/519058_regulamento_regulamento_519058_2023-08-30.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,50%,0.5,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,519058_regulamento_regulamento_519058_2023-08-30.pdf · ID 519058,") comunicar todos os Cotistas do Fundo acerca da verificação do Evento de 46 Pagamento Qualificado, na forma prevista neste Regulamento e em até 2 (dois) Dias Úteis contados do recebimento de notificação neste sentido ou da data de realização da Assembleia Geral que deliberou pela realização de tal Evento de Pagamento Qualificado, conforme aplicável; (ii) a Administradora poderá, de imediato e desde que tenha Dispon…",primeira evidência local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,21/11/2024,787126,data/raw/33254370000104/787126_regulamento_regulamento_787126_2024-11-21.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,50%,0.5,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,787126_regulamento_regulamento_787126_2024-11-21.pdf · ID 787126,"ixo: a) comunicar todos os Cotistas do Fundo acerca da verificação do Evento de Pagamento Qualificado, na forma prevista neste Regulamento e, em até 2 (dois) Dias Úteis contados do recebimento de notificação neste sentido ou da data de realização da Assembleia Geral que deliberou pela realização de tal Evento de Pagamento Qualificado, conforme aplicável; b) a Administradora poderá, de imediato e desde que tenha Disp…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/04/2025,914386,data/raw/33254370000104/914386_regulamento_regulamento_914386_2025-04-30.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,"0,01%",0.0001,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,914386_regulamento_regulamento_914386_2025-04-30.pdf · ID 914386,"54 a) comunicar todos os Cotistas do Fundo acerca da verificação do Evento de Pagamento Qualificado, na forma prevista neste Regulamento e, em até 2 (dois) Dias Úteis contados do recebimento de notificação neste sentido ou da data de realização da Assembleia Geral que deliberou pela realização de tal Evento de Pagamento Qualificado, conforme aplicável; b) a Administradora poderá, de imediato e desde que tenha Dispon…","alterou de >= 50% para >= 0,01%"
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,19/02/2026,1118467,data/raw/33254370000104/1118467_regulamento_regulamento_1118467_2026-02-19.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,"0,01%",0.0001,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,1118467_regulamento_regulamento_1118467_2026-02-19.pdf · ID 1118467,"50 a) comunicar todos os Cotistas do Fundo acerca da verificação do Evento de Pagamento Qualificado, na forma prevista neste Regulamento e, em até 2 (dois) Dias Úteis contados do recebimento de notificação neste sentido ou da data de realização da Assembleia Geral que deliberou pela realização de tal Evento de Pagamento Qualificado, conforme aplicável; b) a Administradora poderá, de imediato e desde que tenha Dispon…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026,1128340,data/raw/33254370000104/1128340_regulamento_regulamento_1128340_2026-03-03.pdf,regulamento,Regulamento,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,"0,01%",0.0001,ratio,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,1128340_regulamento_regulamento_1128340_2026-03-03.pdf · ID 1128340,"50 a) comunicar todos os Cotistas do Fundo acerca da verificação do Evento de Pagamento Qualificado, na forma prevista neste Regulamento e, em até 2 (dois) Dias Úteis contados do recebimento de notificação neste sentido ou da data de realização da Assembleia Ger al que deliberou pela realização de tal Evento de Pagamento Qualificado, conforme aplicável; b) a Administradora poderá, de imediato e desde que tenha Dispo…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,15/07/2021,206963,data/raw/33254370000104/206963_regulamento_regulamento_206963_2021-07-15.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,206963_regulamento_regulamento_206963_2021-07-15.pdf · ID 206963,"tora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, para fins de tributação dos Cotistas. Entretanto, não há garantia de que o Fundo terá o tratamento tributário aplicável aos fundos de longo prazo, de forma que a Gestora não assume qualquer compromisso nesse sentido. 2.12 A Gestora poderá utilizar instrumentos d…",primeira evidência local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,15/07/2021,206963,data/raw/33254370000104/206963_regulamento_regulamento_206963_2021-07-15.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,206963_regulamento_regulamento_206963_2021-07-15.pdf · ID 206963,"podem ser adversamente afetados por mudanças nas políticas governamentais, bem como por: (i) flutuações das taxas de câmbio; (ii) alterações na inflação; (iii) alterações nas taxas de juros; (iv) alterações na política fiscal; e (v) outros eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, ou os mercados internacionais. Além disso, o Fundo não poderá realizar operações em mercados de d…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/07/2021,201177,data/raw/33254370000104/201177_regulamento_regulamento_201177_2021-07-30.pdf,regulamento,Instrumento Particular de Alteração do Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,201177_regulamento_regulamento_201177_2021-07-30.pdf · ID 201177,"tora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, para fins de tributação dos Cotistas. Entretanto, não há garantia de que o Fundo terá o tratamento tributário aplicável aos fundos de longo prazo, de forma que a Gestora não assume qualquer compromisso nesse sentido. 2.12 A Gestora poderá utilizar instrumentos d…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/07/2021,201177,data/raw/33254370000104/201177_regulamento_regulamento_201177_2021-07-30.pdf,regulamento,Instrumento Particular de Alteração do Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,201177_regulamento_regulamento_201177_2021-07-30.pdf · ID 201177,"s podem ser adversamente afetados por mudanças nas políticas governamentais, bem como por: (i) flutuações das taxas de câmbio; (ii) alterações na inflação; (iii) alterações nas taxas de juros; (iv) alterações na política fiscal; e (v) outros eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, ou os mercados internacionais. Além disso, o Fundo não poderá realizar operações em mercados de…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/08/2021,207364,data/raw/33254370000104/207364_regulamento_regulamento_207364_2021-08-13.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,207364_regulamento_regulamento_207364_2021-08-13.pdf · ID 207364,"tora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, para fins de tributação dos Cotistas. Entretanto, não há garantia de que o Fundo terá o tratamento tributário aplicável aos fundos de longo prazo, de forma que a Gestora não assume qualquer compromisso nesse sentido. 2.12 A Gestora poderá utilizar instrumentos d…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/08/2021,207364,data/raw/33254370000104/207364_regulamento_regulamento_207364_2021-08-13.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,207364_regulamento_regulamento_207364_2021-08-13.pdf · ID 207364,"s podem ser adversamente afetados por mudanças nas políticas governamentais, bem como por: (i) flutuações das taxas de câmbio; (ii) alterações na inflação; (iii) alterações nas taxas de juros; (iv) alterações na política fiscal; e (v) outros eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, ou os mercados internacionais. Além disso, o Fundo não poderá realizar operações em mercados de…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,21/10/2021,228026,data/raw/33254370000104/228026_regulamento_regulamento_228026_2021-10-21.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,228026_regulamento_regulamento_228026_2021-10-21.pdf · ID 228026,"tora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, para fins de tributação dos Cotistas. Entretanto, não há garantia de que o Fundo terá o tratamento tributário aplicável aos fundos de longo prazo, de forma que a Gestora não assume qualquer compromisso nesse sentido. 2.12 A Gestora poderá utilizar instrumentos d…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,21/10/2021,228026,data/raw/33254370000104/228026_regulamento_regulamento_228026_2021-10-21.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,228026_regulamento_regulamento_228026_2021-10-21.pdf · ID 228026,"ser adversamente afetados por mudanças nas políticas governamentais, bem como por: (i) flutuações das taxas de câmbio; (ii) alterações na inflação; (iii) alterações nas taxas de juros; (iv) alterações na política fiscal; e (v) outros eventos políticos, diplomático s, sociais e econômicos 9 que possam afetar o Brasil, ou os mercados internacionais. Além disso, o Fundo não poderá realizar operações em mercados de deri…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,29/06/2022,325865,data/raw/33254370000104/325865_regulamento_regulamento_325865_2022-06-29.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,325865_regulamento_regulamento_325865_2022-06-29.pdf · ID 325865,"tora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, para fins de tributação dos Cotistas. Entretanto, não há garantia de que o Fundo terá o tratamento tributário aplicável aos fundos de longo prazo, de forma que a Gestora não assume qualquer compromisso nesse sentido. 2.12 A Gestora poderá utilizar instrumentos d…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,29/06/2022,325865,data/raw/33254370000104/325865_regulamento_regulamento_325865_2022-06-29.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,325865_regulamento_regulamento_325865_2022-06-29.pdf · ID 325865,"podem ser adversamente afetados por mudanças nas políticas governamentais, bem como por: (i) flutuações das taxas de câmbio; (ii) alterações na inflação; (iii) alterações nas taxas de juros; (iv) alterações na política fiscal; e (v) outros eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, ou os mercados internacionais. Além disso, o Fundo não poderá realizar operações em mercados de d…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,14/10/2022,365262,data/raw/33254370000104/365262_regulamento_regulamento_365262_2022-10-14.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,365262_regulamento_regulamento_365262_2022-10-14.pdf · ID 365262,"tora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, para fins de tributação dos Cotistas. Entretanto, não há garantia de que o Fundo terá o tratamento tributário aplicável aos fundos de longo prazo, de forma que a Gestora não assume qualquer compromisso nesse sentido. 2.12 A Gestora poderá utilizar instrumentos d…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,14/10/2022,365262,data/raw/33254370000104/365262_regulamento_regulamento_365262_2022-10-14.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,365262_regulamento_regulamento_365262_2022-10-14.pdf · ID 365262,"podem ser adversamente afetados por mudanças nas políticas governamentais, bem como por: (i) flutuações das taxas de câmbio; (ii) alterações na inflação; (iii) alterações nas taxas de juros; (iv) alterações na política fiscal; e (v) outros eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, ou os mercados internacionais. Além disso, o Fundo não poderá realizar operações em mercados de d…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,26/04/2023,451354,data/raw/33254370000104/451354_regulamento_regulamento_451354_2023-04-26.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,451354_regulamento_regulamento_451354_2023-04-26.pdf · ID 451354,"tora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, para fins de tributação dos Cotistas. Entretanto, não há garantia de que o Fundo terá o tratamento tributário aplicável aos fundos de longo prazo, de forma que a Gestora não assume qualquer compromisso nesse sentido. 2.12 A Gestora poderá utilizar instrumentos d…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,26/04/2023,451354,data/raw/33254370000104/451354_regulamento_regulamento_451354_2023-04-26.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,451354_regulamento_regulamento_451354_2023-04-26.pdf · ID 451354,"podem ser adversamente afetados por mudanças nas políticas governamentais, bem como por: (i) flutuações das taxas de câmbio; (ii) alterações na inflação; (iii) alterações nas taxas de juros; (iv) alterações na política fiscal; e (v) outro s eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, ou os mercados internacionais. Além disso, o Fundo não poderá realizar operações em mercados de…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/08/2023,519058,data/raw/33254370000104/519058_regulamento_regulamento_519058_2023-08-30.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,519058_regulamento_regulamento_519058_2023-08-30.pdf · ID 519058,"tora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, para fins de tributação dos Cotistas. Entretanto, não há garantia de que o Fundo terá o tratamento tributário aplicável aos fundos de longo prazo, de forma que a Gestora não assume qualquer compromisso nesse sentido. 2.12 A Gestora poderá utilizar instrumentos d…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/08/2023,519058,data/raw/33254370000104/519058_regulamento_regulamento_519058_2023-08-30.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,519058_regulamento_regulamento_519058_2023-08-30.pdf · ID 519058,"por mudanças nas políticas governamentais, incluindo mas não se limitando: (i) às flutuações das taxas de câmbio; (ii) às alterações na inflação; (iii) às alterações nas taxas de juros; (iv) às alterações na política fiscal; e (v) a outros eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, ou os mercados internacionais. Além disso, o Fu ndo não poderá realizar operações em mercados de…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,21/11/2024,787126,data/raw/33254370000104/787126_regulamento_regulamento_787126_2024-11-21.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,787126_regulamento_regulamento_787126_2024-11-21.pdf · ID 787126,esso decisório e quais as matérias relevantes obrigatórias para o exercício do direito de voto. Tal política orienta as decisões da Gestora em assembleias de detentores de títulos e valores mobiliários que confiram aos seus titulares o direito de voto. A versão integral da política de voto da Gestora encontra-se disponível em sua página na rede mundial de computadores. 2.1.14 A Gestora poderá utilizar instrumentos d…,sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,21/11/2024,787126,data/raw/33254370000104/787126_regulamento_regulamento_787126_2024-11-21.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,787126_regulamento_regulamento_787126_2024-11-21.pdf · ID 787126,"tados por mudanças nas políticas governamentais, incluindo mas não se limitando: (a) às flutuações das taxas de câmbio; (b) às alterações na inflação; (c) às alterações nas taxas de juros; (d) às alterações na política fiscal; e (e) a outros eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, ou os mercados internacionais. Além disso, o Fundo não poderá realizar operações em mercados de…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/04/2025,914386,data/raw/33254370000104/914386_regulamento_regulamento_914386_2025-04-30.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,914386_regulamento_regulamento_914386_2025-04-30.pdf · ID 914386,so decisório e quais as matérias relevantes obrigatórias para o exercício do direito de voto. Tal política orienta as decisões da Gestora em assembleias de detentores de títulos e valores mobiliários que confiram aos seus titulares o direito de voto. A versão integral da política de voto da Gestora encontra -se disponível em sua página na rede mundial de computadores. 2.1.15 A Gestora poderá utilizar instrumentos de…,sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/04/2025,914386,data/raw/33254370000104/914386_regulamento_regulamento_914386_2025-04-30.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,914386_regulamento_regulamento_914386_2025-04-30.pdf · ID 914386,"etados por mudanças nas políticas governamentais, incluindo mas não se limitando: (a) às flutuações das taxas de câmbio; (b) às alterações na inflação ; (c) às alterações nas taxas de juros; (d) às alterações na política fiscal; e (e) a outros eventos políticos, diplomáticos, sociais e econômicos que possam afetar o Brasil, ou os mercados internacionais. Além disso, o Fundo poderá realizar operações em m ercados de…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,19/02/2026,1118467,data/raw/33254370000104/1118467_regulamento_regulamento_1118467_2026-02-19.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,1118467_regulamento_regulamento_1118467_2026-02-19.pdf · ID 1118467,sso decisório e quais as matérias relevantes obrigatórias para o exercício do direito de voto. Tal política orienta as decisões da Gestora em assembleias de detentores de títulos e valores mobiliários que confiram aos seus titulares o direito de voto. A versão integral da política de voto da Gestora encontra-se disponível em sua página na rede mundial de computadores. 2.1.15 A Gestora poderá utilizar instrumentos de…,sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026,1128340,data/raw/33254370000104/1128340_regulamento_regulamento_1128340_2026-03-03.pdf,regulamento,Regulamento,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,,texto,parcial,Posições mantidas em derivativos,1128340_regulamento_regulamento_1128340_2026-03-03.pdf · ID 1128340,so decisório e quais as matérias relevantes obrigatórias para o exercício do direito de voto. Tal política orienta as decisões da Gestora em assembleias de detentores de títulos e valores mobiliários que confiram aos seus titulares o direito de voto. A versão integral da política de voto da Gestora encontra -se disponível em sua página na rede mundial de computadores. 2.1.15 A Gestora poderá utilizar instrumentos de…,sem mudança vs evidência anterior
