Fundo,CNPJ,Data,Classe/Série,Evento,Volume,Remuneração,Amortização/Vencimento,Fonte
MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.310.468/0001-30,,1ª Série,evento de cota,"R$ 475.000.000,00","Taxa DI + 2,40% a.a. | distribuição parcial das Cotas Seniores. Neste sentido, caso não ocorra a distribuição total das Cotas Seniores, a Oferta Pública (conforme abaixo definido) será cancelada, com a devida restituição aos investidores que eventualmente tenham subscrito Cotas Seniores, sendo que não será devido nenhum tipo de pagamento de remuneração aos investidores. Lote Adicional e Lote Suplementar: não aplicável. btgpactual.com Data…","Seniores”, respectivamente). Data de Resgate das Cotas: As Cotas Seniores terão prazo esperado de até 120 (cento e vinte) meses contados a partir da Data da 1ª Integralização de Cotas Seniores, observado que elas poderão ser resgatadas antes do término do prazo de duração descrito neste item, tendo em vista o regime de amortização adotado para as Cotas Seniores. Benchmark das Cotas: O parâmetro de rentabilidade ( Be…",1044009_assembleia_assembleia_1044009_2025-10-30.pdf
MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.310.468/0001-30,,,evento de cota,,"Taxa DI + 2,40% a.a. | po nsabilidade dos cotistas e regime de insolvência; (iii) características, direitos, condições de emissão, subscrição, integralização, amortização e resgate das cotas; (iv) ordem de alocação de recursos; (v) assembleia especial de cotistas e demais procedimentos aplicáveis às manifestações de vontade dos cotistas; (vi) remuneração dos prestadores de serviços; (vii) política de investimento e composição e diversific…","juízo de outros requisitos e informações previstos na regulamentação, sobre as respectivas: (i) características gerais, incluindo a indicação dos demais prestadores de serviços; (ii) respo nsabilidade dos cotistas e regime de insolvência; (iii) características, direitos, condições de emissão, subscrição, integralização, amortização e resgate das cotas; (iv) ordem de alocação de recursos; (v) assembleia especial de c…",1044010_regulamento_regulamento_1044010_2025-10-30.pdf
MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.310.468/0001-30,,,evento de cota,,,,1028763_assembleia_assembleia_1028763_2025-11-04.pdf
MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.310.468/0001-30,,,evento de cota,,"Taxa DI + 2,40% a.a. | po nsabilidade dos cotistas e regime de insolvência; (iii) características, direitos, condições de emissão, subscrição, integralização, amortização e resgate das cotas; (iv) ordem de alocação de recursos; (v) assembleia especial de cotistas e demais procedimentos aplicáveis às manifestações de vontade dos cotistas; (vi) remuneração dos prestadores de serviços; (vii) política de investimento e composição e diversific…","juízo de outros requisitos e informações previstos na regulamentação, sobre as respectivas: (i) características gerais, incluindo a indicação dos demais prestadores de serviços; (ii) respo nsabilidade dos cotistas e regime de insolvência; (iii) características, direitos, condições de emissão, subscrição, integralização, amortização e resgate das cotas; (iv) ordem de alocação de recursos; (v) assembleia especial de c…",1028765_regulamento_regulamento_1028765_2025-11-04.pdf
MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.310.468/0001-30,,COTAS SENIORES DA 1ª (PRIMEIRA) SÉRIE,emissão,"R$ 324.300.000,00",,,1053545_emissao_emissao_1053545_2025-12-03.pdf
MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.310.468/0001-30,,,evento de cota,,"Taxa DI + 1,25% a.a. | esponsabilidade dos cotistas e regime de insolvência; (iii) características, direitos, condições de emissão, subscrição, integralização, amortização e resgate das cotas; (iv) ordem de alocação de recursos; (v) assembleia especial de cotistas e demais procedimentos aplicáveis às manifestações de von tade dos cotistas; (vi) remuneração dos prestadores de serviços; (vii) política de investimento e composição e diversif…","ejuízo de outros requisitos e informações previstos na regulamentação, sobre as respectivas: (i) características gerais, incluindo a indicação dos demais prestadores de serviços; (ii) responsabilidade dos cotistas e regime de insolvência; (iii) características, direitos, condições de emissão, subscrição, integralização, amortização e resgate das cotas; (iv) ordem de alocação de recursos; (v) assembleia especial de c…",1079570_regulamento_regulamento_1079570_2025-12-11.pdf
MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.310.468/0001-30,,Cotas Seniores na CVM sob o nº CVM/SER/AUT/FDC/SEC/2026/001,emissão,"R$ 747.948.987,50",,"reais e cinquenta centavos), sendo certo que a distribuição das cotas do Lote Adicional irá ocorrer nos mesmos termos, condições e preço das Cotas Seniores da 1ª Série inicialmente ofertadas, sem a necessidade de novo requerimento de registro da Oferta à CVM ou modificação dos termos da Oferta. Cronograma da Oferta e Prazo de Distribuição: Ordem dos Eventos Evento Data Prevista (1) 1 Protocolo do Pedido de Registro…",1075684_emissao_emissao_1075684_2026-01-05.pdf
MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.310.468/0001-30,,,evento de cota,,"Taxa DI + 1% a.a. | esponsabilidade dos cotistas e regime de insolvência; (iii) características, direitos, condições de emissão, subscrição, integralização, amortização e resgate das cotas; (iv) ordem de alocação de recursos; (v) assembleia especial de cotistas e demais procedimentos aplicáveis às manifestações de vontade dos cotistas; (vi ) remuneração dos prestadores de serviços; (vii) política de investimento e composição e diversif…","zo de outros requisitos e informações previstos na regulamentação, sobre as respectivas: (i) características gerais, incl ui nd o a indicação dos demais prestadores de serviços; ( ii) responsabilidade dos cotistas e regime de insolvência; (iii) características, direitos, condições de emissão, subscrição, integralização, amortização e resgate das cotas; (iv) ordem de alocação de recursos; (v) assembleia especial de c…",1079574_regulamento_regulamento_1079574_2026-01-06.pdf
MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.310.468/0001-30,,,evento de cota,"R$ 600.000.000,00",,"s milhões de reais), sendo as aquisições no âmbito da Oferta realizadas pelo valor corrente da Cota Sênior da 2ª Série em cada respectiva data de aquisição, tendo em vista ser oferta 2 secundária. Entendendo que não houve alteração substancial, posterior e imprevisível nas circunstâncias da Oferta, não será aberto prazo para desistência da Oferta, nos termos do artigo 69, parágrafo 1º da Resolução CVM 160. Informaçõ…",1166401_evento_evento_1166401_2026-04-16.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,,evento de cota,,"e local para que seja feita a entrega dos ativos, ou (ii) não tenha sido eleito um administrador para o condomínio, nos termos 32 solicitados pelo Administrador na notificação referida no item 1 8.4.1, o Administrador poderá promover a consignação dos ativos, na forma do Artigo 334 do Código Civil Brasileiro. 19. REMUNERAÇÃO E ENCARGOS DO FUNDO 19.1. Pela administração do Fundo, nela compreendida as atividades do Ad…","egulamentação aplicável; (vii) elaborar e divulgar as informações periódicas e eventuais do Fundo; (viii) manter atualizada junto à CVM a lista de todos os prestadores de serviços contratados pelo FUNDO, inclusive os prestadores de serviços essenciais, bem como as demais informações cadastrais do Fundo; (ix) efetuar a amortização das Cotas, conforme orientação prévia do Consultor; (x) monitorar, na esfera de sua com…",978252_regulamento_regulamento_978252_2025-08-25.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,,evento de cota,"R$ 4.329.896.908,00",,,983001_regulamento_regulamento_983001_2025-09-02.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,,evento de cota,,"e local para que seja feita a entrega dos ativos, ou (ii) não tenha sido eleito um administrador para o condomínio, nos termos 32 solicitados pelo Administrador na notificação referida no item 1 8.4.1, o Administrador poderá promover a consignação dos ativos, na forma do Artigo 334 do Código Civil Brasileiro. 19. REMUNERAÇÃO E ENCARGOS DO FUNDO 19.1. Pela administração do Fundo, nela compreendida as atividades do Ad…","egulamentação aplicável; (vii) elaborar e divulgar as informações periódicas e eventuais do Fundo; (viii) manter atualizada junto à CVM a lista de todos os prestadores de serviços contratados pelo FUNDO, inclusive os prestadores de serviços essenciais, bem como as demais informações cadastrais do Fundo; (ix) efetuar a amortização das Cotas; (x) monitorar, na esfera de sua competência, as hipóteses de liquidação ante…",983002_regulamento_regulamento_983002_2025-09-02.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,,evento de cota,,,"ações fiscais decorrentes dos fatos geradores ocorridos a partir do 1º (primeiro) dia útil subsequente à Data de Transferência, inclusive, caberão à Nova Administradora. 4 Corporativo | Externo 6.2.7. A Administradora se responsabiliza perante a Nova Administradora, ainda, pelo que segue: A. Encaminhar, no prazo de até 1 (um) dia útil antes da Data de Transferência, via digital formalizada da presente Ata; B. Efetua…",986165_assembleia_assembleia_986165_2025-09-05.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,Cotas Seniores,evento de cota,,.................... 57 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA .......................................................................................................................... 57 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A .............................. 59 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO ......................... 64 CAPÍTULO XI - DOS ENCARGOS DA…,".........................................................................................................................43 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ......................................................................................... 46 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS .....................................…",988401_regulamento_regulamento_988401_2025-09-09.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,,evento de cota,"R$ 1.000,00","ntos e cinquenta e dois) Dias Úteis, expressa na forma percentual ao ano (Taxa DI) acrescida de 0,75% (setenta e cinco centésimos por cento) ao ano calculado por Dia Útil à base de 1/252 (um inteiro e duzentos e cinquenta e dois avos), o qual será aplicável a partir da Data de Referência; (xiii) Datas de Pagamento de Remuneração: Datas 15/06/2028 15/10/2025 15/07/2028 15/11/2025 15/08/2028 15/12/2025 15/09/2028 15/0…","”, a ser celebrado entre a Classe, a CloudWalk , a Administradora, o Gestor e o Custodiante (“Contrato de Cessão”); VII. a definição da data-base para fins de início da incorporação do Benchmark ao valor das cotas da Subclasse Sênior, Subclasse Subordinada Mezanino A e Subclasse Subordinada Mezanino B; e VIII. a amortização extraordinária das cotas da Subclasse Subordinada Júnior. DELIBERAÇÕES: analisadas as matéria…",988402_regulamento_regulamento_988402_2025-09-09.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,COTAS SENIORES,emissão,"R$ 4.200.000.000,00","AL A data de referência para o cálculo do valor nominal unitário das Cotas objeto da Oferta é o dia 15 de setembro de 2025 (“Data de Referência”). Nos termos da assembleia geral de cotistas da Classe realizada em 8 de setembro de 2025, apenas a partir da cota de fechamento do dia 16 de setembro de 2025 (inclusive), o Benchmark (conforme definido no Regulamento) será incorporado ao valor das Cotas, para fins de cálcu…",,990027_emissao_emissao_990027_2025-09-12.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,COTAS SENIORES,emissão,"R$ 4.200.000.000,00","A data de referência para o cálculo do valor nominal unitário das Cotas objeto da Oferta é o dia 15 de setembro de 2025 (“Data de Referência”). Nos termos da assembleia geral de cotistas da Classe realizada em 8 de setembro de 2025, apenas a partir da cota de fechamento do dia 16 de setembro de 2025 (inclusive), o Benchmark (conforme definido no Regulamento) será incorporado ao valor das Cotas, para fins de cálculo…",,990088_emissao_emissao_990088_2025-09-12.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,COTAS SENIORES,emissão,"R$ 1.000,00",,,993253_emissao_emissao_993253_2025-09-16.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,2ª série,evento de cota,"R$96.850,00","nos respectivos apêndices, conforme previstos no Anexo I, Anexo II e Anexo III ao presente instrumento; 757468813.3 (ii) a alteração dos itens 10.1.1, 10.2.1 e 10.3.1 do Regulamento, condicionada à aprovação da matéria disposta no item (i) acima, os quais passarão a vigorar com as seguintes redações: “10.1.1. A remuneração prevista no item 10.1. acima, não poderá exceder ao valor mensal de R$96.850,00 (noventa e sei…",buições de Remuneração relativas às suas Cotas Seniores e às Cotas Subordinadas Mezanino. O Período de Carência de Principal deverá iniciar -se na data especificada nos respectivos 757468813.3 Apêndices das séries de Cotas Seniores e/ou Cotas Subordinadas Mezanino e terminar com o início do respectivo Período de Amortização ou a ocorrência de um Evento de Liquidação. (xi) a alteração do “ Índice de Subordinação Sêni…,1102980_assembleia_assembleia_1102980_2026-02-19.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,2ª série,evento de cota,"R$96.850,00","os respectivos apêndices, conforme previstos no Anexo I, Anexo II e Anexo III ao presente instrumento; 757468813.3 (ii) a alteração dos itens 10.1.1, 10.2.1 e 10.3.1 do Regulamento, condicionada à aprovação da matéria disposta no item (i) acima, os quais passarão a vigorar com as seguintes redações: “10.1.1. A remuneração prevista no item 10.1. acima, não poderá exceder ao valor mensal de R$96.850,00 (noventa e seis…",buições de Remuneração relativas às suas Cotas Seniores e às Cotas Subordinadas Mezanino. O Período de Carência de Principal deverá iniciar -se na data especificada nos respectivos 757468813.3 Apêndices das séries de Cotas Seniores e/ou Cotas Subordinadas Mezanino e terminar com o início do respectivo Período de Amortização ou a ocorrência de um Evento de Liquidação. (xi) a alteração do “ Índice de Subordinação Sêni…,1103059_assembleia_assembleia_1103059_2026-02-19.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,2ª série,evento de cota,"R$96.850,00","as detalhadas nos respectivos apêndices, conforme previstos no Anexo I, Anexo II e Anexo III ao presente instrumento; (ii) a alteração dos itens 10.1.1, 10.2.1 e 10.3.1 do Regulamento, condicionada à aprovação da matéria disposta no item (i) acima, os quais passarão a vigorar com as seguintes redações: “10.1.1. A remuneração prevista no item 10.1. acima, não poderá exceder ao valor mensal de R$96.850,00 (noventa e s…",eito às distribuições de Remuneração relativas às suas Cotas Seniores e às Cotas Subordinadas Mezanino. O Período de Carência de Principal deverá iniciar -se na data especificada nos respectivos Apêndices das séries de Cotas Seniores e/ou Cotas Subordinadas Mezanino e terminar com o início do respectivo Período de Amortização ou a ocorrência de um Evento de Liquidação. INSTRUMENTO PARTICULAR DE CONCLUSÃO DA CONSULTA…,1117772_assembleia_assembleia_1117772_2026-02-19.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,Cotas Seniores,evento de cota,,50 CAPÍTULO VII - NEGOCIAÇÃO DAS COTAS ................................................................................... 56 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ...... 56 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ............................................ 58 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO ......................................... 62 CAPÍTULO XI -…,"........................................................................................................ 43 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ......................................................................................................... 45 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS .....................................…",1117954_regulamento_regulamento_1117954_2026-02-19.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,Cotas Seniores e,evento de cota,,"as letras do alfabeto, iniciando -se pela letra “A” e assim por seguinte, sempre observando -se a Subordinação entre Cotas Subordinadas Mezanino . A Subclasse de Cotas Subordinadas Júnior será de Subclasse única. 1.6.1. As características e os direitos, assim como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate das Cotas são descritos nos Capítulos V a VII deste Anexo e em seu…","o e/ou da Classe A. Não obstante, as Cotas Seniores e as Cotas Subordinadas Mezanino serão objeto de amortizações durante o prazo de vigência do Fundo, nos termos deste Regulamento e do respectivo Apêndice. 1.3.1. Fica esclarecido que, para fins deste Regulamento, o termo ""resgate"", quando aqui utilizado, refere-se à amortização integral com o consequente cancelamento das Cotas, tendo em vista que se trata de classe…",1117956_assembleia_assembleia_1117956_2026-02-19.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,COTAS SENIORES DA 2ª (SEGUNDA) SÉRIE,emissão,"R$5.500.000.000,00",,,1124808_emissao_emissao_1124808_2026-02-27.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,COTAS SENIORES DA 2ª (SEGUNDA) SÉRIE,emissão,"R$5.500.000.000,00",,,1127089_emissao_emissao_1127089_2026-03-03.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,COTAS SENIORES DA 2ª (SEGUNDA) SÉRIE,emissão,"R$1.000,00",,,1166893_emissao_emissao_1166893_2026-04-20.pdf
V CDT 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.552.447/0001-20,,,evento de cota,"R$ 1.000.000,00",,"da Classe descrita no Anexo da Classe, os recursos líquidos da Colocação Privada serão destinados à aquisição de Direitos Creditórios , que atendam aos Critérios de Elegibilidade e às Condições de Endosso (conforme definidos no Anexo da Classe), e Ativos Financeiros (conforme definidos no Anexo da Classe) . Forma de Amortização das Cotas: observada a ordem de alocação de recursos descrita no Capítulo 8 do Anexo da C…",988020_assembleia_assembleia_988020_2025-09-03.pdf
V CDT 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.552.447/0001-20,,,evento de cota,,"ços; (ii) responsabilidade dos Cotistas e regime de insolvência; (iii) características, direitos, condições de emissão, subscrição, integralização, Amortização e resgate das Cotas; (iv) ordem de alocação de recursos; (v) Assembleia Especial e demais procedimentos aplicáveis às manifestações de vontade dos Cotistas; (vi) remuneração dos prestadores de serviços; (vii) política de investimento e composição e diversific…","dispõe, sem prejuízo de outros requisitos e informações previstos na regulamentação, sobre: (i) características gerais, incluindo a indicação dos demais prestadores de serviços; (ii) responsabilidade dos Cotistas e regime de insolvência; (iii) características, direitos, condições de emissão, subscrição, integralização, Amortização e resgate das Cotas; (iv) ordem de alocação de recursos; (v) Assembleia Especial e dem…",1200623_regulamento_regulamento_1200623_2026-05-21.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,Cotas Seniores”),evento de cota,"R$ 1.000,00","tegralização até sua amortização integral, nos termos do Capítulo 11 do Regulamento. A Meta de Rentabilidade será determinada por meio da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida da Sobretaxa Sênior. Pagamento da Remuneração Sênior: Toda Data de Pagamento. Amortização do Principal Sênior: A parcela do valor de p…","ital a serem realizadas pela Administradora, conforme orientação da Gestora, na forma prevista no boletim de subscrição. Data de Resgate: Data de Referência do 102º (centésimo segundo) mês após a 1ª Data de Integralização. Datas de Pagamento: Toda Data de Referência, observado o Período de Carência aplicável para Amortização do Principal Sênior , a contar do 1º (primeiro) mês após a 1ª Data de Integralização, até a…",987462_assembleia_assembleia_987462_2025-09-05.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,,evento de cota,,7 – CONDIÇÕES DE AQUISIÇÃO E CRITÉRIOS DE ELEGIBILIDADE ....................... 38 CAPÍTULO 8 – DAS COTAS ................................................................................................ 43 CAPÍTULO 9 – DOS PRESTADORES DE SERVIÇOS DA CLASSE .............................................. 48 CAPÍTULO 10 – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ....................................... 55 CAPÍTULO 11 – V…,"SERVIÇOS DA CLASSE .............................................. 48 CAPÍTULO 10 – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ....................................... 55 CAPÍTULO 11 – VALORAÇÃO DAS COTAS ............................................................................. 58 CAPÍTULO 12 – PAGAMENTO DE REMUNERAÇÃO, AMORTIZAÇÃO E RESGATE DE COTAS ........ 60 CAPÍTULO 13 – ORDEM DE ALOCAÇÃO DOS RECURSOS ..........…",987463_regulamento_regulamento_987463_2025-09-05.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,Cotas Seniores e das Cotas Subordinadas Mezanino da 1ª (primeira,emissão,"R$2.850.000.000,00",,,987469_emissao_emissao_987469_2025-09-09.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,Cotas Seniores e das Cotas Subordinadas Mezanino da 1ª (Primeira,emissão,"R$ 2.850.000.000,00",,,992652_emissao_emissao_992652_2025-09-15.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,COTAS JUNIORES DA,evento de cota,R$150.000.000,"tegralização até sua amortização integral, nos termos do CAPÍTULO 11 do Regulamento. A Meta de Rentabilidade será determinada por meio da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida da Sobretaxa Sênior. Pagamento da Remuneração Sênior: Toda Data de Pagamento. Amortização do Principal Sênior: A parcela do valor de p…","sentad a nos termos do seu estatuto social (“Gestora” e quando em conjunto com a Administradora, “Prestadores de Serviços Essenciais”), RESOLVEM: (a) alterar o Regulamento do Fundo para contemplar, dentre outras: (a) alteração do Período de Investimento, (b) inclusão d a previsão de Índice de Subordinação Mezanino – Amortização; (c) alteração d o prazo de duração das Cotas Seniores e das Cotas Subordinadas Mezanino;…",992656_regulamento_regulamento_992656_2025-09-15.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,Cotas Seniores”),evento de cota,"R$ 1.000,00",,,993682_assembleia_assembleia_993682_2025-09-17.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,,evento de cota,,7 – CONDIÇÕES DE AQUISIÇÃO E CRITÉRIOS DE ELEGIBILIDADE ....................... 30 CAPÍTULO 8 – DAS COTAS ................................................................................................ 35 CAPÍTULO 9 – DOS PRESTADORES DE SERVIÇOS DA CLASSE .............................................. 41 CAPÍTULO 10 – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ....................................... 47 CAPÍTULO 11 – V…,"SERVIÇOS DA CLASSE .............................................. 41 CAPÍTULO 10 – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ....................................... 47 CAPÍTULO 11 – VALORAÇÃO DAS COTAS ............................................................................. 50 CAPÍTULO 12 – PAGAMENTO DE REMUNERAÇÃO, AMORTIZAÇÃO E RESGATE DE COTAS ........ 52 CAPÍTULO 13 – ORDEM DE ALOCAÇÃO DOS RECURSOS ..........…",995150_regulamento_regulamento_995150_2025-09-18.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,,evento de cota,,7 – CONDIÇÕES DE AQUISIÇÃO E CRITÉRIOS DE ELEGIBILIDADE ....................... 28 CAPÍTULO 8 – DAS COTAS ................................................................................................ 33 CAPÍTULO 9 – DOS PRESTADORES DE SERVIÇOS DA CLASSE .............................................. 39 CAPÍTULO 10 – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ....................................... 46 CAPÍTULO 11 – V…,"SERVIÇOS DA CLASSE .............................................. 39 CAPÍTULO 10 – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ....................................... 46 CAPÍTULO 11 – VALORAÇÃO DAS COTAS ............................................................................. 48 CAPÍTULO 12 – PAGAMENTO DE REMUNERAÇÃO, AMORTIZAÇÃO E RESGATE DE COTAS ........ 50 CAPÍTULO 13 – ORDEM DE ALOCAÇÃO DOS RECURSOS ..........…",1002580_regulamento_regulamento_1002580_2025-09-29.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,COTAS SENIORES E DAS COTAS SUBORDINADAS MEZANINO DA 1ª (PRIMEIRA,emissão,"R$ 2.850.000.000,00",,,1126575_emissao_emissao_1126575_2026-02-27.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,,"e local para que seja feita a entrega dos ativos, ou (ii) não tenha sido eleito um administrador para o condomínio, nos termos 32 solicitados pelo Administrador na notificação referida no item 1 8.4.1, o Administrador poderá promover a consignação dos ativos, na forma do Artigo 334 do Código Civil Brasileiro. 19. REMUNERAÇÃO E ENCARGOS DO FUNDO 19.1. Pela administração do Fundo, nela compreendida as atividades do Ad…","egulamentação aplicável; (vii) elaborar e divulgar as informações periódicas e eventuais do Fundo; (viii) manter atualizada junto à CVM a lista de todos os prestadores de serviços contratados pelo FUNDO, inclusive os prestadores de serviços essenciais, bem como as demais informações cadastrais do Fundo; (ix) efetuar a amortização das Cotas; (x) monitorar, na esfera de sua competência, as hipóteses de liquidação ante…",995528_regulamento_regulamento_995528_2025-09-09.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,"R$ 350.000.000,00",,,1005989_regulamento_regulamento_1005989_2025-10-01.pdf
