rank,cnpj_classe,denominacao,source_type,source_id,source_reference_date,source_delivery_date,source_title,supports_fields,source_url,download_url,fund_manager_url,local_path,read_status,consulted_at,source_note
10,63953620000165,CLASSE CONSIGNADO PRIVADO DO MT GLOBAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,CVM/FundosNet,fundosnet:1222863,02/06/2026,16/06/2026 17:39,Anexo ao Regulamento,Parati como endossante; CCB consignada privada; Dataprev; subordinação,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=1222863&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1222863,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=63953620000165,/Users/matheusjprates/fidc/data/raw/industry_large_funds/63953620000165/1222863_regulamento.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
11,26286939000158,CIELO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,ANBIMA Data,anbima:26286939000158:2025-12-29,2025-12-29,,ANBIMA Data — Fundos 175: características público,Tipo ANBIMA; Foco ANBIMA; origem da classificação,https://data.anbima.com.br/,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=26286939000158,/Users/matheusjprates/fidc/data/industry_study/industry_anbima_classification.csv.gz,oficial_anbima_snapshot,2026-07-16,O cadastro ANBIMA traz Financeiro/Multicarteira Financeiro; a estrutura documental é de meios de pagamento.
11,26286939000158,CIELO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CVM Informe Mensal FIDC,universe_latest:2026-05:26286939000158,2026-05,,CVM Informe Mensal FIDC — fotografia por veículo/classe,ranking; PL; CNPJ de classe/fundo; administrador; gestor; custodiante,https://dados.cvm.gov.br/dataset/fidc-doc-inf_mensal,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=26286939000158,/Users/matheusjprates/fidc/data/industry_study/universe_latest.csv,linha reconciliada,2026-07-16,PL e prestadores vêm da fotografia CVM de mai/26; o ranking exclui FIC-FIDC.
11,26286939000158,CIELO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CVM/FundosNet,fundosnet:1017493,20/10/2025,20/10/2025 17:53,Regulamento,cedentes; Cielo como devedor; transações de pagamento; classes; subordinação,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=1017493&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1017493,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=26286939000158,/Users/matheusjprates/fidc/data/raw/industry_large_funds/26286939000158/1017493_regulamento.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
11,26286939000158,CIELO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CVM/FundosNet,fundosnet:1026980,03/11/2025,03/11/2025 19:56,Oferta Pública de Distribuição de Cotas — Anúncio de Encerramento,oferta de 2025; volume e série,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=1026980&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1026980,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=26286939000158,/Users/matheusjprates/fidc/data/raw/industry_large_funds/26286939000158/1026980_emissao.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
12,53216449000158,RIO VERMELHO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,ANBIMA Data,anbima:53216449000158:2025-12-29,2025-12-29,,ANBIMA Data — Fundos 175: características público,Tipo ANBIMA; Foco ANBIMA; origem da classificação,https://data.anbima.com.br/,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=53216449000158,/Users/matheusjprates/fidc/data/industry_study/industry_anbima_classification.csv.gz,oficial_anbima_snapshot,2026-07-16,O cadastro ANBIMA traz Outros/Multicarteira Outros; a política documental permite NPL e precatórios.
12,53216449000158,RIO VERMELHO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,CVM Informe Mensal FIDC,universe_latest:2026-05:53216449000158,2026-05,,CVM Informe Mensal FIDC — fotografia por veículo/classe,ranking; PL; CNPJ de classe/fundo; administrador; gestor; custodiante,https://dados.cvm.gov.br/dataset/fidc-doc-inf_mensal,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=53216449000158,/Users/matheusjprates/fidc/data/industry_study/universe_latest.csv,linha reconciliada,2026-07-16,PL e prestadores vêm da fotografia CVM de mai/26; o ranking exclui FIC-FIDC.
12,53216449000158,RIO VERMELHO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,CVM/FundosNet,fundosnet:587879,08/01/2024,19/01/2024 16:02,Oferta Pública de Distribuição de Cotas — Anúncio de Início,anúncio de início de oferta de 2024; texto não extraído,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=587879&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=587879,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=53216449000158,/Users/matheusjprates/fidc/data/raw/industry_large_funds/53216449000158/587879_emissao_emissao_587879.pdf,lido_sem_texto,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
12,53216449000158,RIO VERMELHO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,CVM/FundosNet,fundosnet:880741,11/04/2025,15/04/2025 14:26,Regulamento,"política ampla de NPL, precatórios e créditos litigiosos; cotas pari passu",https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=880741&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=880741,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=53216449000158,/Users/matheusjprates/fidc/data/raw/industry_large_funds/53216449000158/880741_regulamento.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
13,50906397000153,BTG PACTUAL CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,ANBIMA Data,anbima:50906397000153:2025-12-29,2025-12-29,,ANBIMA Data — Fundos 175: características público,Tipo ANBIMA; Foco ANBIMA; origem da classificação,https://data.anbima.com.br/,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=50906397000153,/Users/matheusjprates/fidc/data/industry_study/industry_anbima_classification.csv.gz,oficial_anbima_snapshot,2026-07-16,"A leitura documental é compatível com Financeiro/Crédito Pessoal, com foco contratual mais específico."
13,50906397000153,BTG PACTUAL CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CVM Informe Mensal FIDC,universe_latest:2026-05:50906397000153,2026-05,,CVM Informe Mensal FIDC — fotografia por veículo/classe,ranking; PL; CNPJ de classe/fundo; administrador; gestor; custodiante,https://dados.cvm.gov.br/dataset/fidc-doc-inf_mensal,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=50906397000153,/Users/matheusjprates/fidc/data/industry_study/universe_latest.csv,linha reconciliada,2026-07-16,PL e prestadores vêm da fotografia CVM de mai/26; o ranking exclui FIC-FIDC.
13,50906397000153,BTG PACTUAL CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CVM/FundosNet,fundosnet:483282,01/06/2023,27/06/2023 19:09,Atos de Deliberação do Administrador — Instrumento Particular de Constituição/Encerramento do Fundo,constituição e primeira emissão de 2023; volume,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=483282&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=483282,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=50906397000153,/Users/matheusjprates/fidc/data/raw/industry_large_funds/50906397000153/483282_emissao.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
13,50906397000153,BTG PACTUAL CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CVM/FundosNet,fundosnet:939418,02/07/2025 10:00,04/07/2025 10:27,Assembleia — AGE — Ata da Assembleia,regulamento consolidado em ato de 2025; CCB; FGTS e consignado; subclasse única,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=939418&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=939418,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=50906397000153,/Users/matheusjprates/fidc/data/raw/industry_large_funds/50906397000153/939418_assembleia.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
14,29225241000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS III RESPONSABILIDADE LIMITADA,ANBIMA Data,anbima:29225241000110:2025-12-29,2025-12-29,,ANBIMA Data — Fundos 175: características público,Tipo ANBIMA; Foco ANBIMA; origem da classificação,https://data.anbima.com.br/,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=29225241000110,/Users/matheusjprates/fidc/data/industry_study/industry_anbima_classification.csv.gz,oficial_anbima_snapshot,2026-07-16,O cadastro ANBIMA traz Outros/Multicarteira Outros; a política documental é de NPL/direitos judiciais.
14,29225241000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS III RESPONSABILIDADE LIMITADA,CVM Informe Mensal FIDC,universe_latest:2026-05:29225241000110,2026-05,,CVM Informe Mensal FIDC — fotografia por veículo/classe,ranking; PL; CNPJ de classe/fundo; administrador; gestor; custodiante,https://dados.cvm.gov.br/dataset/fidc-doc-inf_mensal,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=29225241000110,/Users/matheusjprates/fidc/data/industry_study/universe_latest.csv,linha reconciliada,2026-07-16,PL e prestadores vêm da fotografia CVM de mai/26; o ranking exclui FIC-FIDC.
14,29225241000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS III RESPONSABILIDADE LIMITADA,CVM/FundosNet,fundosnet:784984,21/11/2024,21/11/2024 15:27,Regulamento,"NPL, precatórios e créditos litigiosos; cota única pari passu",https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=784984&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=784984,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=29225241000110,/Users/matheusjprates/fidc/data/raw/industry_large_funds/29225241000110/784984_regulamento.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
15,63700113000110,NC 2025 I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ANBIMA — ausência/evidência documental,anbima:63700113000110:2025-12-31,2025-12-31,,"Regulamento FundosNet, doc. 1074015",Tipo ANBIMA; Foco ANBIMA; origem da classificação,https://data.anbima.com.br/,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=63700113000110,/Users/matheusjprates/fidc/data/industry_study/industry_anbima_classification.csv.gz,evidencia_documental,2026-07-16,"Não está no snapshot ANBIMA; o regulamento declara Tipo Outros/Foco Multicarteiras Outros. Tratar como evidência documental, não cadastro oficial da fotografia."
15,63700113000110,NC 2025 I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,CVM Informe Mensal FIDC,universe_latest:2026-05:63700113000110,2026-05,,CVM Informe Mensal FIDC — fotografia por veículo/classe,ranking; PL; CNPJ de classe/fundo; administrador; gestor; custodiante,https://dados.cvm.gov.br/dataset/fidc-doc-inf_mensal,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=63700113000110,/Users/matheusjprates/fidc/data/industry_study/universe_latest.csv,linha reconciliada,2026-07-16,PL e prestadores vêm da fotografia CVM de mai/26; o ranking exclui FIC-FIDC.
15,63700113000110,NC 2025 I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,CVM/FundosNet,fundosnet:1057972,09/12/2025,10/12/2025 16:20,Atos de Deliberação do Administrador — Instrumento Particular de Alteração do Regulamento,incorporação decorrente de cisão parcial; valor e quantidade de cotas,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=1057972&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1057972,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=63700113000110,/Users/matheusjprates/fidc/data/raw/industry_large_funds/63700113000110/1057972_regulamento.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
15,63700113000110,NC 2025 I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,CVM/FundosNet,fundosnet:1074015,31/12/2025,31/12/2025 11:11,Regulamento,crédito privado multicarteira; rótulo ANBIMA documental; subclasse única sem índice,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=1074015&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1074015,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=63700113000110,/Users/matheusjprates/fidc/data/raw/industry_large_funds/63700113000110/1074015_regulamento.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
16,42922136000107,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MONEE I DE RESPONSABILIDADE LIMITADA,ANBIMA Data,anbima:42922136000107:2025-12-29,2025-12-29,,ANBIMA Data — Fundos 175: características público,Tipo ANBIMA; Foco ANBIMA; origem da classificação,https://data.anbima.com.br/,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=42922136000107,/Users/matheusjprates/fidc/data/industry_study/industry_anbima_classification.csv.gz,oficial_anbima_snapshot,2026-07-16,O cadastro ANBIMA traz Outros/Multicarteira Outros; a política documental combina crédito pessoal e meios de pagamento.
16,42922136000107,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MONEE I DE RESPONSABILIDADE LIMITADA,CVM Informe Mensal FIDC,universe_latest:2026-05:42922136000107,2026-05,,CVM Informe Mensal FIDC — fotografia por veículo/classe,ranking; PL; CNPJ de classe/fundo; administrador; gestor; custodiante,https://dados.cvm.gov.br/dataset/fidc-doc-inf_mensal,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=42922136000107,/Users/matheusjprates/fidc/data/industry_study/universe_latest.csv,linha reconciliada,2026-07-16,PL e prestadores vêm da fotografia CVM de mai/26; o ranking exclui FIC-FIDC.
16,42922136000107,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MONEE I DE RESPONSABILIDADE LIMITADA,CVM/FundosNet,fundosnet:1159092,10/04/2026,10/04/2026 17:36,Regulamento,SHPP como originadora; empréstimos e recebíveis de pagamento; cotas pari passu,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=1159092&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1159092,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=42922136000107,/Users/matheusjprates/fidc/data/raw/industry_large_funds/42922136000107/1159092_regulamento.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
17,32527650000186,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PICPAY I,ANBIMA Data,anbima:32527650000186:2025-12-29,2025-12-29,,ANBIMA Data — Fundos 175: características público,Tipo ANBIMA; Foco ANBIMA; origem da classificação,https://data.anbima.com.br/,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=32527650000186,/Users/matheusjprates/fidc/data/industry_study/industry_anbima_classification.csv.gz,oficial_anbima_snapshot,2026-07-16,O cadastro ANBIMA traz Financeiro/Multicarteira Financeiro; a estrutura documental é de meios de pagamento.
17,32527650000186,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PICPAY I,CVM Informe Mensal FIDC,universe_latest:2026-05:32527650000186,2026-05,,CVM Informe Mensal FIDC — fotografia por veículo/classe,ranking; PL; CNPJ de classe/fundo; administrador; gestor; custodiante,https://dados.cvm.gov.br/dataset/fidc-doc-inf_mensal,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=32527650000186,/Users/matheusjprates/fidc/data/industry_study/universe_latest.csv,linha reconciliada,2026-07-16,PL e prestadores vêm da fotografia CVM de mai/26; o ranking exclui FIC-FIDC.
17,32527650000186,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PICPAY I,CVM/FundosNet,fundosnet:1203914,01/04/2026,26/05/2026 16:36,Regulamento,cedentes usuários PicPay; PicPay como devedor; pagamentos; subordinação,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=1203914&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1203914,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=32527650000186,/Users/matheusjprates/fidc/outputs/analysis/raw_top20_new/32527650000186/1203914_regulamento.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
18,30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,ANBIMA Data,anbima:30576260000170:2025-12-29,2025-12-29,,ANBIMA Data — Fundos 175: características público,Tipo ANBIMA; Foco ANBIMA; origem da classificação,https://data.anbima.com.br/,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=30576260000170,/Users/matheusjprates/fidc/data/industry_study/industry_anbima_classification.csv.gz,oficial_anbima_snapshot,2026-07-16,O cadastro ANBIMA traz Financeiro/Crédito Pessoal; a política documental atual é ampla. A quebra histórica FIC→FIDC em julho de 2024 deve ser tratada explicitamente.
18,30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CVM Informe Mensal FIDC,universe_latest:2026-05:30576260000170,2026-05,,CVM Informe Mensal FIDC — fotografia por veículo/classe,ranking; PL; CNPJ de classe/fundo; administrador; gestor; custodiante,https://dados.cvm.gov.br/dataset/fidc-doc-inf_mensal,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=30576260000170,/Users/matheusjprates/fidc/data/industry_study/universe_latest.csv,linha reconciliada,2026-07-16,PL e prestadores vêm da fotografia CVM de mai/26; o ranking exclui FIC-FIDC.
18,30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CVM/FundosNet,fundosnet:702468,22/07/2024 10:00,22/07/2024 16:34,Assembleia — AGE — Ata da Assembleia,transformação de FIC-FIDC em FIDC direto em julho de 2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=702468&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=702468,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=30576260000170,/Users/matheusjprates/fidc/outputs/analysis/raw_top20_new/30576260000170/702468_assembleia.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
18,30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CVM/FundosNet,fundosnet:703355,23/07/2024,23/07/2024 19:06,Regulamento,política de investimento direta; instrumentos amplos; ausência de subordinação,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=703355&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=703355,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=30576260000170,/Users/matheusjprates/fidc/outputs/analysis/raw_top20_new/30576260000170/703355_regulamento.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
19,51152102000163,HIGH TOWER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,ANBIMA Data,anbima:51152102000163:2025-12-29,2025-12-29,,ANBIMA Data — Fundos 175: características público,Tipo ANBIMA; Foco ANBIMA; origem da classificação,https://data.anbima.com.br/,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=51152102000163,/Users/matheusjprates/fidc/data/industry_study/industry_anbima_classification.csv.gz,oficial_anbima_snapshot,2026-07-16,"A leitura documental é compatível com Outros/Multicarteira Outros, com direitos não padronizados amplos. Ata de 06/05/2026 identifica cotista único e administradora em liquidação extrajudicial; reconciliar a denominação dos prestadores com o cadastro CVM."
19,51152102000163,HIGH TOWER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,CVM Informe Mensal FIDC,universe_latest:2026-05:51152102000163,2026-05,,CVM Informe Mensal FIDC — fotografia por veículo/classe,ranking; PL; CNPJ de classe/fundo; administrador; gestor; custodiante,https://dados.cvm.gov.br/dataset/fidc-doc-inf_mensal,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=51152102000163,/Users/matheusjprates/fidc/data/industry_study/universe_latest.csv,linha reconciliada,2026-07-16,PL e prestadores vêm da fotografia CVM de mai/26; o ranking exclui FIC-FIDC.
19,51152102000163,HIGH TOWER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,CVM/FundosNet,fundosnet:1187381,06/05/2026 11:00,12/05/2026 19:18,Assembleia — AGE — Ata da Assembleia,cotista único; administradora em liquidação extrajudicial em maio de 2026,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=1187381&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1187381,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=51152102000163,/Users/matheusjprates/fidc/outputs/analysis/raw_top20_new/51152102000163/1187381_assembleia.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
19,51152102000163,HIGH TOWER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,CVM/FundosNet,fundosnet:487085,22/06/2023,05/07/2023 13:00,Atos de Deliberação do Administrador — Instrumento Particular de Constituição/Encerramento do Fundo,constituição e primeira emissão; volume máximo,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=487085&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=487085,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=51152102000163,/Users/matheusjprates/fidc/outputs/analysis/raw_top20_new/51152102000163/487085_emissao.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
19,51152102000163,HIGH TOWER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,CVM/FundosNet,fundosnet:750230,01/10/2024,01/10/2024 17:38,Regulamento,direitos não padronizados multissetoriais; classes; subordinação,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=750230&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=750230,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=51152102000163,/Users/matheusjprates/fidc/outputs/analysis/raw_top20_new/51152102000163/750230_regulamento.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
20,34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,ANBIMA Data,anbima:34197588000137:2025-12-29,2025-12-29,,ANBIMA Data — Fundos 175: características público,Tipo ANBIMA; Foco ANBIMA; origem da classificação,https://data.anbima.com.br/,,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=34197588000137,/Users/matheusjprates/fidc/data/industry_study/industry_anbima_classification.csv.gz,oficial_anbima_snapshot,2026-07-16,O cadastro ANBIMA traz Outros/Multicarteira Outros; a política documental é ampla e inclui NPL/precatórios.
20,34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,CVM Informe Mensal FIDC,universe_latest:2026-05:34197588000137,2026-05,,CVM Informe Mensal FIDC — fotografia por veículo/classe,ranking; PL; CNPJ de classe/fundo; administrador; gestor; custodiante,https://dados.cvm.gov.br/dataset/fidc-doc-inf_mensal,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=34197588000137,/Users/matheusjprates/fidc/data/industry_study/universe_latest.csv,linha reconciliada,2026-07-16,PL e prestadores vêm da fotografia CVM de mai/26; o ranking exclui FIC-FIDC.
20,34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,CVM/FundosNet,fundosnet:974471,11/08/2025,19/08/2025 12:23,Regulamento,política multicarteira; precatórios; NPL; classes; subordinação,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=974471&cvm=true,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=974471,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=34197588000137,/Users/matheusjprates/fidc/outputs/analysis/raw_top20_new/34197588000137/974471_regulamento.txt,texto_extraído,2026-07-16,Paráfrase conservadora; consultar o documento integral antes de publicar citação literal.
